memoria_max_meret,name,videokartya_memoria,processzor_orajel,memoria_foglalat,price,oprend,processzor_tipusa,memoria_tipusa,kijelzo_felbontas,link,videokartya_model,memoria_merete,videokartya_tipusa,processzor_modell,memoria_max_seb,kijelzo_meret
,<title>ASUS VivoBook X556UQ-DM761T Notebook Árak - ASUS VivoBook X556UQ-DM761T Laptop Akció</title>,2 GB,,,"
          219 919 Ft
        ",Windows 10 Home,Intel Core i5,,1366 x 768,https://www.arukereso.hu/notebook-c3100/asus/vivobook-x556uq-dm761t-p359310185/,Nvidia GeForce 940MX,8 GB,Dedikált,7200U,,"15.6"""
,<title>Dell Inspiron 5567 INSP5567-48 Notebook Árak - Dell Inspiron 5567 INSP5567-48 Laptop Akció</title>,2 GB,2 GHz,,"
          155 989 Ft-tól
      ",Linux,Intel Core i3,DDR3,1366 x 768,https://www.arukereso.hu/notebook-c3100/dell/inspiron-5567-insp5567-48-p366201783/,AMD Radeon R7 M440,4 GB,Dedikált,6006U,2400 MHz,"15.6"""
16 GB,<title>Dell Inspiron 3558 INSP3558-2 Notebook Árak - Dell Inspiron 3558 INSP3558-2 Laptop Akció</title>,2 GB,2.2 GHz,2,"
          144 900 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i5,DDR3,1366 x 768,https://www.arukereso.hu/notebook-c3100/dell/inspiron-3558-insp3558-2-p353927433/,Nvidia GeForce 920M,4 GB,Dedikált,5200U,1600 MHz,"15.6"""
,<title>Dell Inspiron 5567 223758 Notebook Árak - Dell Inspiron 5567 223758 Laptop Akció</title>,4 GB,2.7 GHz,,"
          244 990 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i7,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/dell/inspiron-5567-223758-p353924337/,AMD Radeon R7 M445,8 GB,Dedikált,7500U,2133 MHz,"15.6"""
,<title>Lenovo IdeaPad 310 80TV029DHV Notebook Árak - Lenovo IdeaPad 310 80TV029DHV Laptop Akció</title>,2 GB,2.5 GHz,,"
          204 900 Ft-tól
      ",Windows 10 Home,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/lenovo/ideapad-310-80tv029dhv-p365988039/,Nvidia GeForce 920M,8 GB,Dedikált,7200U,2133 MHz,"15.6"""
,<title>Dell Inspiron 7560 226356 Notebook Árak - Dell Inspiron 7560 226356 Laptop Akció</title>,2 GB,2.5 GHz,,"
          274 000 Ft-tól
      ",Windows 10 Home,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/dell/inspiron-7560-226356-p358518439/,Nvidia GeForce 940MX,8 GB,Dedikált,7200U,2400 MHz,"15.6"""
16 GB,<title>Acer Aspire E5-573G-57PJ LIN NX.MVMEU.107 Notebook Árak - Acer Aspire E5-573G-57PJ LIN NX.MVMEU.107 Laptop Akció</title>,2 GB,1.6 GHz,2,"
          151 790 Ft-tól
      ",Linux,Intel Core i5,DDR3,1920 x 1080,https://www.arukereso.hu/notebook-c3100/acer/aspire-e5-573g-57pj-lin-nx-mvmeu-107-p349265207/,Nvidia GeForce 920M,4 GB,Dedikált,4200U,1600 MHz,"15.6"""
12 GB,<title>ASUS X555UJ-XO195T Notebook Árak - ASUS X555UJ-XO195T Laptop Akció</title>,2 GB,2.3 GHz,1,"
          179 999 Ft-tól
      ",Windows 10 Home,Intel Core i5,DDR3,1366 x 768,https://www.arukereso.hu/notebook-c3100/asus/x555uj-xo195t-p336708296/,Nvidia GeForce 920M,4 GB,Dedikált,6200U,1600 MHz,"15.6"""
32 GB,<title>Dell Inspiron 5567 INSP5567-11 Notebook Árak - Dell Inspiron 5567 INSP5567-11 Laptop Akció</title>,4 GB,2.5 GHz,2,"
          209 900 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/dell/inspiron-5567-insp5567-11-p353924607/,AMD Radeon R7 M445,8 GB,Dedikált,7200U,2400 MHz,"15.6"""
,<title>Acer Aspire F5-771G-50GY NX.GENEC.006 Notebook Árak - Acer Aspire F5-771G-50GY NX.GENEC.006 Laptop Akció</title>,4 GB,2.5 GHz,,"
          299 990 Ft
        ",Windows 10 Home,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/acer/aspire-f5-771g-50gy-nx-genec-006-p359059945/,Nvidia GeForce GTX 950M,8 GB,Dedikált,7200U,2133 MHz,"17.3"""
16 GB,<title>ASUS N751JX-T7233D Notebook Árak - ASUS N751JX-T7233D Laptop Akció</title>,4 GB,2 GHz,2,"
          279 900 Ft
        ",Operációs rendszer nélkül,Intel Core i7,DDR3,1920 x 1080,https://www.arukereso.hu/notebook-c3100/asus/n751jx-t7233d-p332053933/,Nvidia GeForce GTX 950M,8 GB,Dedikált,4750HQ,1600 MHz,"17.3"""
,<title>ASUS VivoBook Max X541UJ-GQ024 Notebook Árak - ASUS VivoBook Max X541UJ-GQ024 Laptop Akció</title>,2 GB,2.5 GHz,,"
          177 690 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i5,DDR4,1366 x 768,https://www.arukereso.hu/notebook-c3100/asus/vivobook-max-x541uj-gq024-p364736913/,Nvidia GeForce 920M,4 GB,Dedikált,7200U,2133 MHz,"15.6"""
,<title>Acer Aspire F5-573G-533Z LIN NX.GD5EU.018 Notebook Árak - Acer Aspire F5-573G-533Z LIN NX.GD5EU.018 Laptop Akció</title>,4 GB,2.5 GHz,,"
          183 284 Ft-tól
      ",Linux,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/acer/aspire-f5-573g-533z-lin-nx-gd5eu-018-p352325983/,Nvidia GeForce 940MX,4 GB,Dedikált,7200U,2133 MHz,"15.6"""
,<title>Acer Aspire E5-773G-55DQ LIN NX.G9WEU.001 Notebook Árak - Acer Aspire E5-773G-55DQ LIN NX.G9WEU.001 Laptop Akció</title>,4 GB,2.3 GHz,,"
          208 790 Ft-tól
      ",Linux,Intel Core i5,DDR3,1920 x 1080,https://www.arukereso.hu/notebook-c3100/acer/aspire-e5-773g-55dq-lin-nx-g9weu-001-p366202103/,Nvidia GeForce 940M,4 GB,Dedikált,6200U,1600 MHz,"17.3"""
,<title>ASUS F550VQ-DM008T Notebook Árak - ASUS F550VQ-DM008T Laptop Akció</title>,2 GB,2.3 GHz,,"
          229 990 Ft
        ",,Intel Core i5,,1920 x 1080,https://www.arukereso.hu/notebook-c3100/asus/f550vq-dm008t-p362110415/,Nvidia GeForce 940MX,8 GB,Dedikált,6300HQ,2133 MHz,"15.6"""
16 GB,<title>HP ZBook 14 F0V08EA Notebook Árak - HP ZBook 14 F0V08EA Laptop Akció</title>,1 GB,1.9 GHz,2,"
          290 513 Ft-tól
      ",Windows 7 Professional,Intel Core i5,DDR3,1600 x 900,https://www.arukereso.hu/notebook-c3100/hp/zbook-14-f0v08ea-p246957595/,AMD FirePro M4100,4 GB,Dedikált,4300U,1600 MHz,"14"""
16 GB,<title>Dell Inspiron 5559 210774 Notebook Árak - Dell Inspiron 5559 210774 Laptop Akció</title>,2 GB,2.3 GHz,2,"
          169 900 Ft-tól
      ",Windows 10 Home,Intel Core i5,DDR3,1366 x 768,https://www.arukereso.hu/notebook-c3100/dell/inspiron-5559-210774-p333725945/,AMD Radeon R5 M335,4 GB,Dedikált,6200U,1600 MHz,"15.6"""
12 GB,<title>ASUS X751SJ-TY001D Notebook Árak - ASUS X751SJ-TY001D Laptop Akció</title>,1 GB,1.6 GHz,1,"
          114 990 Ft-tól
      ",Operációs rendszer nélkül,Intel Pentium,DDR3,1600 x 900,https://www.arukereso.hu/notebook-c3100/asus/x751sj-ty001d-p328197685/,Nvidia GeForce 920M,4 GB,Dedikált,N3700,1600 MHz,"17.3"""
,<title>Dell Inspiron 5559 214646 Notebook Árak - Dell Inspiron 5559 214646 Laptop Akció</title>,2 GB,2.5 GHz,,"
          196 850 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i7,DDR3,1366 x 768,https://www.arukereso.hu/notebook-c3100/dell/inspiron-5559-214646-p337599638/,AMD Radeon R5 M335,8 GB,Dedikált,6500U,1600 MHz,"15.6"""
,<title>Dell Inspiron 5559 DI5559A2-6200-4GH50D4BG-11 Notebook Árak - Dell Inspiron 5559 DI5559A2-6200-4GH50D4BG-11 Laptop Akció</title>,2 GB,2.3 GHz,,"
          162 735 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i5,DDR3,1366 x 768,https://www.arukereso.hu/notebook-c3100/dell/inspiron-5559-di5559a2-6200-4gh50d4bg-11-p333895260/,AMD Radeon R5 M335,4 GB,Dedikált,6200U,1600 MHz,"15.6"""
,<title>Dell Vostro 3568 227848 Notebook Árak - Dell Vostro 3568 227848 Laptop Akció</title>,2 GB,2.7 GHz,,"
          228 900 Ft-tól
      ",Windows 10 Home,Intel Core i7,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/dell/vostro-3568-227848-p361569735/,AMD Radeon R5 M420X,4 GB,Dedikált,7500U,2400 MHz,"15.6"""
16 GB,<title>Dell Vostro 3568 N029VN3568EMEA01_1801_HOM Notebook Árak - Dell Vostro 3568 N029VN3568EMEA01_1801_HOM Laptop Akció</title>,2 GB,2 GHz,,"
          163 690 Ft-tól
      ",Windows 10 Home,Intel Core i3,DDR4,1366 x 768,https://www.arukereso.hu/notebook-c3100/dell/vostro-3568-n029vn3568emea01-1801-hom-p361317347/,AMD Radeon R5 M420X,4 GB,Dedikált,6006U,2400 MHz,"15.6"""
32 GB,<title>Lenovo IdeaPad 700 80RU00FPHV Notebook Árak - Lenovo IdeaPad 700 80RU00FPHV Laptop Akció</title>,2 GB,2.6 GHz,2,"
          219 990 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i7,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/lenovo/ideapad-700-80ru00fphv-p342911356/,Nvidia GeForce GTX 950M,4 GB,Dedikált,6700HQ,2133 MHz,"15.6"""
16 GB,<title>Acer Aspire E5-773G-52EW LIN NX.G2BEU.006 Notebook Árak - Acer Aspire E5-773G-52EW LIN NX.G2BEU.006 Laptop Akció</title>,2 GB,2.3 GHz,2,"
          182 400 Ft-tól
      ",Linux,Intel Core i5,DDR3,1920 x 1080,https://www.arukereso.hu/notebook-c3100/acer/aspire-e5-773g-52ew-lin-nx-g2beu-006-p333894228/,Nvidia GeForce 940M,4 GB,Dedikált,6200U,1600 MHz,"17.3"""
,<title>Acer Aspire F5-573G-574C LIN NX.GD9EU.020 Notebook Árak - Acer Aspire F5-573G-574C LIN NX.GD9EU.020 Laptop Akció</title>,4 GB,2.5 GHz,,"
          197 597 Ft-tól
      ",Linux,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/acer/aspire-f5-573g-574c-lin-nx-gd9eu-020-p358837517/,Nvidia GeForce 940MX,4 GB,Dedikált,7200U,2133 MHz,"15.6"""
,<title>Lenovo IdeaPad 110 80TJ007JHV Notebook Árak - Lenovo IdeaPad 110 80TJ007JHV Laptop Akció</title>,2 GB,2 GHz,,"
          122 320 Ft-tól
      ",Windows 10 Home,AMD A-sorozat,DDR3,1366 x 768,https://www.arukereso.hu/notebook-c3100/lenovo/ideapad-110-80tj007jhv-p343862628/,AMD Radeon R5 M430,4 GB,Dedikált,A6-6310,1333 MHz,"15.6"""
16 GB,<title>Acer Aspire E5-773G-32G0 LIN NX.G2BEU.011 Notebook Árak - Acer Aspire E5-773G-32G0 LIN NX.G2BEU.011 Laptop Akció</title>,2 GB,2.3 GHz,2,"
          170 111 Ft
        ",Linux,Intel Core i3,DDR3,1920 x 1080,https://www.arukereso.hu/notebook-c3100/acer/aspire-e5-773g-32g0-lin-nx-g2beu-011-p343480190/,Nvidia GeForce 940M,4 GB,Dedikált,6100U,1600 MHz,"17.3"""
,<title>Acer Aspire E5-575G-53DQ LIN NX.GLAEU.006 Notebook Árak - Acer Aspire E5-575G-53DQ LIN NX.GLAEU.006 Laptop Akció</title>,,2.5 GHz,,"
          203 990 Ft-tól
      ",Linux,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/acer/aspire-e5-575g-53dq-lin-nx-glaeu-006-p365318625/,Nvidia GeForce GTX 950M,8 GB,Dedikált,7200U,2133 MHz,"15.6"""
,<title>Acer Aspire F5-573G-37PJ LIN NX.GD5EU.010 Notebook Árak - Acer Aspire F5-573G-37PJ LIN NX.GD5EU.010 Laptop Akció</title>,4 GB,2.3 GHz,,"
          154 899 Ft-tól
      ",Linux,Intel Core i3,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/acer/aspire-f5-573g-37pj-lin-nx-gd5eu-010-p354793207/,Nvidia GeForce 940MX,4 GB,Dedikált,6100U,2133 MHz,"15.6"""
,<title>Acer Aspire F5-573G-32MK W10 NX.GD5EU.016 Notebook Árak - Acer Aspire F5-573G-32MK W10 NX.GD5EU.016 Laptop Akció</title>,4 GB,2.3 GHz,,"
          184 516 Ft-tól
      ",Windows 10 Home,Intel Core i3,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/acer/aspire-f5-573g-32mk-w10-nx-gd5eu-016-p366459539/,Nvidia GeForce 940MX,4 GB,Dedikált,6100U,2133 MHz,"15.6"""
,<title>Dell Inspiron 5567 INSP5567-37 Notebook Árak - Dell Inspiron 5567 INSP5567-37 Laptop Akció</title>,2 GB,2.5 GHz,,"
          194 900 Ft-tól
      ",Linux,Intel Core i5,DDR4,1366 x 768,https://www.arukereso.hu/notebook-c3100/dell/inspiron-5567-insp5567-37-p366201781/,AMD Radeon R7 M445,8 GB,Dedikált,7200U,2400 MHz,"15.6"""
,<title>Dell Inspiron 5567 DI5567A4-7500-8GS256DF3FG-11 Notebook Árak - Dell Inspiron 5567 DI5567A4-7500-8GS256DF3FG-11 Laptop Akció</title>,4 GB,2.7 GHz,,"
          244 900 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i7,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/dell/inspiron-5567-di5567a4-7500-8gs256df3fg-11-p353367625/,AMD Radeon R7 M445,8 GB,Dedikált,7500U,2133 MHz,"15.6"""
8 GB,<title>ASUS X540LJ-XX583T Notebook Árak - ASUS X540LJ-XX583T Laptop Akció</title>,2 GB,2 GHz,1,"
          153 900 Ft-tól
      ",Windows 10 Home,Intel Core i3,DDR3,1366 x 768,https://www.arukereso.hu/notebook-c3100/asus/x540lj-xx583t-p344850632/,Nvidia GeForce 920M,4 GB,Dedikált,5005U,1600 MHz,"15.6"""
16 GB,<title>Lenovo IdeaPad Z50-70 59-432067 Notebook Árak - Lenovo IdeaPad Z50-70 59-432067 Laptop Akció</title>,2 GB,1.7 GHz,2,"222 161 Ft 
      ",Operációs rendszer nélkül,Intel Core i5,DDR3,1920 x 1080,https://www.arukereso.hu/notebook-c3100/lenovo/ideapad-z50-70-59-432067-p246042411/,Nvidia GeForce GT 820M,4 GB,Dedikált,4210U,1600 MHz,"15.6"""
,<title>Acer TravelMate EX2520G-3825 W10 NX.EFDEU.011 Notebook Árak - Acer TravelMate EX2520G-3825 W10 NX.EFDEU.011 Laptop Akció</title>,2 GB,2 GHz,,"
          165 990 Ft-tól
      ",Windows 10 Home,Intel Core i3,DDR3,1920 x 1080,https://www.arukereso.hu/notebook-c3100/acer/travelmate-ex2520g-3825-w10-nx-efdeu-011-p363224089/,Nvidia GeForce 940M,4 GB,Dedikált,6006U,1600 MHz,"15.6"""
16 GB,<title>Lenovo IdeaPad B50-80 80EW0494HV Notebook Árak - Lenovo IdeaPad B50-80 80EW0494HV Laptop Akció</title>,2 GB,2 GHz,2,"
          150 900 Ft-tól
      ",Windows 10 Home,Intel Core i3,DDR3,1366 x 768,https://www.arukereso.hu/notebook-c3100/lenovo/ideapad-b50-80-80ew0494hv-p328271953/,AMD Radeon R5 M330,4 GB,Dedikált,5005U,1600 MHz,"15.6"""
8 GB,<title>Acer Aspire E5-522G-625U LIN NX.MWJEU.003 Notebook Árak - Acer Aspire E5-522G-625U LIN NX.MWJEU.003 Laptop Akció</title>,2 GB,2 GHz,1,"
          105 000 Ft
        ",Linux,AMD A-sorozat,DDR3,1366 x 768,https://www.arukereso.hu/notebook-c3100/acer/aspire-e5-522g-625u-lin-nx-mwjeu-003-p330223461/,AMD Radeon R5 M335,4 GB,Dedikált,A6-7310,1600 MHz,"15.6"""
,<title>HP 15-ba027nc F1X12EA Notebook Árak - HP 15-ba027nc F1X12EA Laptop Akció</title>,2 GB,2.2 GHz,2,"
          158 590 Ft
        ",Windows 10 Home,AMD A-sorozat,DDR3,1366 x 768,https://www.arukereso.hu/notebook-c3100/hp/15-ba027nc-f1x12ea-p339647128/,AMD Radeon R5 M430,8 GB,Dedikált,A8-7410,1600 MHz,"15.6"""
8 GB,<title>ASUS X540LJ-XX021T Notebook Árak - ASUS X540LJ-XX021T Laptop Akció</title>,1 GB,1.7 GHz,1,"
          154 900 Ft
        ",Windows 10 Home,Intel Core i3,DDR3,1366 x 768,https://www.arukereso.hu/notebook-c3100/asus/x540lj-xx021t-p339646962/,Nvidia GeForce 920M,4 GB,Dedikált,4005U,1600 MHz,"15.6"""
16 GB,<title>Acer Aspire E5-573G-P49J LIN NX.MVNEU.010 Notebook Árak - Acer Aspire E5-573G-P49J LIN NX.MVNEU.010 Laptop Akció</title>,2 GB,1.7 GHz,2,"
          97 900 Ft-tól
      ",Linux,Intel Pentium,DDR3,1366 x 768,https://www.arukereso.hu/notebook-c3100/acer/aspire-e5-573g-p49j-lin-nx-mvneu-010-p327644563/,Nvidia GeForce 920M,4 GB,Dedikált,3556U,1600 MHz,"15.6"""
,<title>Dell Inspiron 5567 INSP5567-44 Notebook Árak - Dell Inspiron 5567 INSP5567-44 Laptop Akció</title>,2 GB,2 GHz,,"
          155 989 Ft-tól
      ",Linux,Intel Core i3,DDR3,1366 x 768,https://www.arukereso.hu/notebook-c3100/dell/inspiron-5567-insp5567-44-p366201713/,AMD Radeon R7 M440,4 GB,Dedikált,6006U,2400 MHz,"15.6"""
16 GB,<title>Acer Aspire E5-571G-560Y W10 NX.MLCEU.043 Notebook Árak - Acer Aspire E5-571G-560Y W10 NX.MLCEU.043 Laptop Akció</title>,2 GB,2.2 GHz,2,"
          172 848 Ft
        ",Windows 10 Home,Intel Core i5,DDR3,1366 x 768,https://www.arukereso.hu/notebook-c3100/acer/aspire-e5-571g-560y-w10-nx-mlceu-043-p317299687/,Nvidia GeForce 840M,4 GB,Dedikált,5200U,1600 MHz,"15.6"""
,<title>ASUS VivoBook X556UQ-DM202D Notebook Árak - ASUS VivoBook X556UQ-DM202D Laptop Akció</title>,2 GB,2.3 GHz,,"
          172 790 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i5,DDR4,1366 x 768,https://www.arukereso.hu/notebook-c3100/asus/vivobook-x556uq-dm202d-p345845944/,Nvidia GeForce 940MX,4 GB,Dedikált,6200U,2133 MHz,"15.6"""
,<title>ASUS VivoBook X556UQ-DM837T Notebook Árak - ASUS VivoBook X556UQ-DM837T Laptop Akció</title>,2 GB,2.7 GHz,,"
          235 890 Ft-tól
      ",Windows 10 Home,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/asus/vivobook-x556uq-dm837t-p361317291/,Nvidia GeForce 940MX,8 GB,Dedikált,7200U,2133 MHz,"15.6"""
,<title>Acer Aspire F5-573G-552K LIN NX.GD6EU.007 Notebook Árak - Acer Aspire F5-573G-552K LIN NX.GD6EU.007 Laptop Akció</title>,4 GB,2.5 GHz,,"
          189 990 Ft-tól
      ",Linux,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/acer/aspire-f5-573g-552k-lin-nx-gd6eu-007-p358838225/,Nvidia GeForce GTX 950M,4 GB,Dedikált,7200U,2133 MHz,"15.6"""
,<title>ASUS VivoBook Max X541UJ-GQ029 Notebook Árak - ASUS VivoBook Max X541UJ-GQ029 Laptop Akció</title>,2 GB,2.5 GHz,,"
          179 680 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i5,DDR4,1366 x 768,https://www.arukereso.hu/notebook-c3100/asus/vivobook-max-x541uj-gq029-p359471747/,Nvidia GeForce 920M,4 GB,Dedikált,7200U,2133 MHz,"15.6"""
,<title>Dell Inspiron 5567 223604 Notebook Árak - Dell Inspiron 5567 223604 Laptop Akció</title>,2 GB,2.5 GHz,,"
          194 900 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i5,DDR4,1366 x 768,https://www.arukereso.hu/notebook-c3100/dell/inspiron-5567-223604-p353922273/,AMD Radeon R7 M445,8 GB,Dedikált,7200U,2400 MHz,"15.6"""
,<title>Lenovo IdeaPad Z50-75 80EC00MKCK Notebook Árak - Lenovo IdeaPad Z50-75 80EC00MKCK Laptop Akció</title>,2 GB,2.1 GHz,2,"
          174 990 Ft
        ",Windows 10 Home,AMD FX-sorozat,DDR3,1920 x 1080,https://www.arukereso.hu/notebook-c3100/lenovo/ideapad-z50-75-80ec00mkck-p346620096/,AMD Radeon R7 M260DX,8 GB,Dedikált,FX-7500,1600 MHz,"15.6"""
,<title>Acer Aspire E5-575G-33ZV LIN NX.GDVEU.012 Notebook Árak - Acer Aspire E5-575G-33ZV LIN NX.GDVEU.012 Laptop Akció</title>,2 GB,2 GHz,,"
          133 990 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i3,DDR4,1366 x 768,https://www.arukereso.hu/notebook-c3100/acer/aspire-e5-575g-33zv-lin-nx-gdveu-012-p361316769/,Nvidia GeForce 940MX,4 GB,Dedikált,6006U,2133 MHz,"15.6"""
16 GB,<title>HP ProBook 470 G4 Y8B63EA Notebook Árak - HP ProBook 470 G4 Y8B63EA Laptop Akció</title>,2 GB,2.5 GHz,2,"
          252 522 Ft
        ",Windows 10 Pro,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/hp/probook-470-g4-y8b63ea-p350977903/,Nvidia GeForce 930MX,4 GB,Dedikált,7200U,2133 MHz,"17.3"""
8 GB,<title>ASUS K501LX-DM174D Notebook Árak - ASUS K501LX-DM174D Laptop Akció</title>,2 GB,2.2 GHz,1,"
          262 790 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i5,DDR3,1920 x 1080,https://www.arukereso.hu/notebook-c3100/asus/k501lx-dm174d-p333513053/,Nvidia GeForce GTX 950M,8 GB,Dedikált,5200U,1600 MHz,"15.6"""
,<title>Acer Aspire E5-571G-79BY LIN NX.MLCEU.041 Notebook Árak - Acer Aspire E5-571G-79BY LIN NX.MLCEU.041 Laptop Akció</title>,2 GB,2.4 GHz,,"
          177 099 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i7,DDR3,1366 x 768,https://www.arukereso.hu/notebook-c3100/acer/aspire-e5-571g-79by-lin-nx-mlceu-041-p315105061/,Nvidia GeForce 840M,4 GB,Dedikált,5500U,1600 MHz,"15.6"""
,<title>ASUS X756UX-T4181T Notebook Árak - ASUS X756UX-T4181T Laptop Akció</title>,2 GB,2.5 GHz,,"
          282 844 Ft
        ",Windows 10 Home,Intel Core i7,DDR3,1920 x 1080,https://www.arukereso.hu/notebook-c3100/asus/x756ux-t4181t-p347684156/,Intel HD 520,8 GB,Dedikált,6500U,1600 MHz,"17.3"""
,<title>Acer Aspire E5-575G-580T NX.GDZEU.037 Notebook Árak - Acer Aspire E5-575G-580T NX.GDZEU.037 Laptop Akció</title>,2 GB,2.5 GHz,,"
          203 990 Ft-tól
      ",Linux,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/acer/aspire-e5-575g-580t-nx-gdzeu-037-p365318617/,Nvidia GeForce GTX 950M,8 GB,Dedikált,7200U,2133 MHz,"15.6"""
12 GB,<title>ASUS X550JX-XX131D Notebook Árak - ASUS X550JX-XX131D Laptop Akció</title>,4 GB,2.6 GHz,1,"224 900 Ft 
      ",Operációs rendszer nélkül,Intel Core i7,DDR3,1366 x 768,https://www.arukereso.hu/notebook-c3100/asus/x550jx-xx131d-p297905721/,Nvidia GeForce GTX 950M,4 GB,Dedikált,4720HQ,1600 MHz,"15.6"""
12 GB,<title>ASUS X751SJ-TY031D Notebook Árak - ASUS X751SJ-TY031D Laptop Akció</title>,1 GB,1.6 GHz,1,"
          109 990 Ft-tól
      ",Operációs rendszer nélkül,Intel Pentium,DDR3,1600 x 900,https://www.arukereso.hu/notebook-c3100/asus/x751sj-ty031d-p341616764/,Nvidia GeForce 920M,4 GB,Dedikált,N3700,1333 MHz,"17.3"""
16 GB,<title>Lenovo IdeaPad 310 80SM00MGHV Notebook Árak - Lenovo IdeaPad 310 80SM00MGHV Laptop Akció</title>,2 GB,2.3 GHz,1,"
          159 299 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i5,DDR4,1366 x 768,https://www.arukereso.hu/notebook-c3100/lenovo/ideapad-310-80sm00mghv-p344819934/,Nvidia GeForce 920MX,4 GB,Dedikált,6200U,2133 MHz,"15.6"""
,<title>Acer Aspire V15 W10 NX.G66EC.001 Notebook Árak - Acer Aspire V15 W10 NX.G66EC.001 Laptop Akció</title>,4 GB,2.3 GHz,,"
          250 990 Ft
        ",Windows 10 Home,Intel Core i5,DDR3,1920 x 1080,https://www.arukereso.hu/notebook-c3100/acer/aspire-v15-w10-nx-g66ec-001-p327920679/,Nvidia GeForce GTX 950M,8 GB,Dedikált,6300HQ,1600 MHz,"15.6"""
16 GB,<title>Lenovo IdeaPad 305 80NJ00FWHV Notebook Árak - Lenovo IdeaPad 305 80NJ00FWHV Laptop Akció</title>,2 GB,2.2 GHz,2,"
          154 990 Ft-tól
      ",Windows 10 Home,Intel Core i5,DDR3,1366 x 768,https://www.arukereso.hu/notebook-c3100/lenovo/ideapad-305-80nj00fwhv-p311165265/,AMD Radeon R5 M330,4 GB,Dedikált,5200U,1600 MHz,"15.6"""
32 GB,<title>Acer Aspire E5-575G-31GG LIN NX.GDVEU.009 Notebook Árak - Acer Aspire E5-575G-31GG LIN NX.GDVEU.009 Laptop Akció</title>,2 GB,2.3 GHz,,"
          132 790 Ft-tól
      ",Linux,Intel Core i3,DDR4,1366 x 768,https://www.arukereso.hu/notebook-c3100/acer/aspire-e5-575g-31gg-lin-nx-gdveu-009-p349259473/,Nvidia GeForce 940MX,4 GB,Dedikált,6100U,2133 MHz,"15.6"""
,<title>ASUS VivoBook Pro N752VX-GC286T Notebook Árak - ASUS VivoBook Pro N752VX-GC286T Laptop Akció</title>,2 GB,2.3 GHz,,"
          279 990 Ft
        ",Windows 10 Home,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/asus/vivobook-pro-n752vx-gc286t-p353276743/,Nvidia GeForce GTX 950M,8 GB,Dedikált,6300HQ,2133 MHz,"17.3"""
,<title>ASUS X550VX-XX016D Notebook Árak - ASUS X550VX-XX016D Laptop Akció</title>,2 GB,2.6 GHz,1,"
          209 900 Ft
        ",Operációs rendszer nélkül,Intel Core i7,DDR4,1366 x 768,https://www.arukereso.hu/notebook-c3100/asus/x550vx-xx016d-p343764926/,Nvidia GeForce GTX 950M,4 GB,Dedikált,6700HQ,2133 MHz,"15"""
,<title>Lenovo V110 80TL00DRRI Notebook Árak - Lenovo V110 80TL00DRRI Laptop Akció</title>,2 GB,2 GHz,,"
          107 900 Ft
        ",Operációs rendszer nélkül,Intel Core i3,DDR4,1366 x 768,https://www.arukereso.hu/notebook-c3100/lenovo/v110-80tl00drri-p356938615/,AMD Radeon R5 M430,4 GB,Dedikált,6006U,2133 MHz,"15"""
