core,name,clock,price,rank,link,other_name,g3d_mark,description
Socket:LGA771Clockspeed:2.3 GHz4Typical TDP:80 W,Intel Xeon E5345 @ 2.33GHz,Socket:LGA7712.3 GHzNo of Cores:4Typical TDP:80 W,,2958Single Thread Rating: 916,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5345+%40+2.33GHz&id=1230,Intel(R) Xeon(R) CPU E5345 @ 2.33GHz,,
Socket:LGA771Clockspeed:2.0 GHz4Typical TDP:80 W,Intel Xeon E5335 @ 2.00GHz,Socket:LGA7712.0 GHzNo of Cores:4Typical TDP:80 W,,2513Single Thread Rating: 785,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5335+%40+2.00GHz&id=1229,Intel(R) Xeon(R) CPU E5335 @ 2.00GHz,,
Socket:LGA771Clockspeed:1.9 GHz4Typical TDP:80 W,Intel Xeon E5320 @ 1.86GHz,Socket:LGA7711.9 GHzNo of Cores:4Typical TDP:80 W,,2282Single Thread Rating: 718,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5320+%40+1.86GHz&id=1228,Intel(R) Xeon(R) CPU E5320 @ 1.86GHz,,
Socket:LGA771Clockspeed:1.6 GHz4Typical TDP:80 W,Intel Xeon E5310 @ 1.60GHz,Socket:LGA7711.6 GHzNo of Cores:4Typical TDP:80 W,,2264Single Thread Rating: 639,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5310+%40+1.60GHz&id=1704,Intel(R) Xeon(R) CPU E5310 @ 1.60GHz,,
Socket:LGA771Clockspeed:3.0 GHz2Typical TDP:65 W,Intel Xeon E5240 @ 3.00GHz,Socket:LGA7713.0 GHzNo of Cores:2Typical TDP:65 W,,2424Single Thread Rating: 1277,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5240+%40+3.00GHz&id=1227,Intel(R) Xeon(R) CPU E5240 @ 3.00GHz,,
Socket:LGA771Clockspeed:1.9 GHz2Typical TDP:65 W,Intel Xeon E5205 @ 1.86GHz,Socket:LGA7711.9 GHzNo of Cores:2Typical TDP:65 W,,1401Single Thread Rating: 756,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5205+%40+1.86GHz&id=1226,Intel(R) Xeon(R) CPU E5205 @ 1.86GHz,,
Socket:FCLGA2011-3Clockspeed:2.2 GHzTurbo Speed:3.0 GHz22 (2 logical cores per physical)Typical TDP:135 W,Intel Xeon E5-4669 v4 @ 2.20GHz,Socket:FCLGA2011-32.2 GHzTurbo Speed:3.0 GHzNo of Cores:22 (2 logical cores per physical)Typical TDP:135 W,,13626Single Thread Rating: 1250,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-4669+v4+%40+2.20GHz&id=2997,Intel(R) Xeon(R) CPU E5-4669 v4 @ 2.20GHz,,
Socket:LGA2011Clockspeed:2.7 GHzTurbo Speed:3.3 GHz8 (2 logical cores per physical)Typical TDP:130 W,Intel Xeon E5-4650 @ 2.70GHz,Socket:LGA20112.7 GHzTurbo Speed:3.3 GHzNo of Cores:8 (2 logical cores per physical)Typical TDP:130 W,,11960Single Thread Rating: 1483,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-4650+%40+2.70GHz&id=1225,Intel(R) Xeon(R) CPU E5-4650 0 @ 2.70GHz,,
Socket:FCLGA2011-3Clockspeed:2.6 GHzTurbo Speed:3.2 GHz10Typical TDP:135 W,Intel Xeon E5-4627 v4 @ 2.60GHz,Socket:FCLGA2011-32.6 GHzTurbo Speed:3.2 GHzNo of Cores:10Typical TDP:135 W,,15516Single Thread Rating: 1865,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-4627+v4+%40+2.60GHz&id=3005,Intel(R) Xeon(R) CPU E5-4627 v4 @ 2.60GHz,,
Socket:FCLGA2011Clockspeed:2.6 GHzTurbo Speed:3.2 GHz10Typical TDP:135 W,Intel Xeon E5-4627 v3 @ 2.60GHz,Socket:FCLGA20112.6 GHzTurbo Speed:3.2 GHzNo of Cores:10Typical TDP:135 W,,14219Single Thread Rating: 1782,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-4627+v3+%40+2.60GHz&id=2913,Intel(R) Xeon(R) CPU E5-4627 v3 @ 2.60GHz,,
Socket:LGA 2011Clockspeed:2.2 GHzTurbo Speed:2.6 GHz8 (2 logical cores per physical)Typical TDP:95 W,Intel Xeon E5-4620 @ 2.20GHz,Socket:LGA 20112.2 GHzTurbo Speed:2.6 GHzNo of Cores:8 (2 logical cores per physical)Typical TDP:95 W,,8127Single Thread Rating: 1232,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-4620+%40+2.20GHz&id=2615,Intel(R) Xeon(R) CPU E5-4620 0 @ 2.20GHz,,
Socket:LGA 2011Clockspeed:2.0 GHz4 (2 logical cores per physical)Typical TDP:95 W,Intel Xeon E5-4603 @ 2.00GHz,Socket:LGA 20112.0 GHzNo of Cores:4 (2 logical cores per physical)Typical TDP:95 W,,5014Single Thread Rating: 1063,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-4603+%40+2.00GHz&id=2181,Intel(R) Xeon(R) CPU E5-4603 0 @ 2.00GHz,,
Socket:FCLGA2011-3Clockspeed:2.2 GHzTurbo Speed:3.6 GHz22 (2 logical cores per physical)Typical TDP:145 W,Intel Xeon E5-2699 v4 @ 2.20GHz,Socket:FCLGA2011-32.2 GHzTurbo Speed:3.6 GHzNo of Cores:22 (2 logical cores per physical)Typical TDP:145 W,,23344Single Thread Rating: 1768,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2699+v4+%40+2.20GHz&id=2753,Intel(R) Xeon(R) CPU E5-2699 v4 @ 2.20GHz,,
Socket:LGA2011-v3Clockspeed:2.3 GHzTurbo Speed:3.6 GHz18 (2 logical cores per physical)Typical TDP:145 W,Intel Xeon E5-2699 v3 @ 2.30GHz,Socket:LGA2011-v32.3 GHzTurbo Speed:3.6 GHzNo of Cores:18 (2 logical cores per physical)Typical TDP:145 W,,22645Single Thread Rating: 1869,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2699+v3+%40+2.30GHz&id=2366,Intel(R) Xeon(R) CPU E5-2699 v3 @ 2.30GHz,,
Socket:FCLGA2011-3Clockspeed:2.2 GHzTurbo Speed:3.6 GHz20 (2 logical cores per physical)Typical TDP:135 W,Intel Xeon E5-2698 v4 @ 2.20GHz,Socket:FCLGA2011-32.2 GHzTurbo Speed:3.6 GHzNo of Cores:20 (2 logical cores per physical)Typical TDP:135 W,,21789Single Thread Rating: 1584,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2698+v4+%40+2.20GHz&id=2806,Intel(R) Xeon(R) CPU E5-2698 v4 @ 2.20GHz,,
Socket:LGA2011-v3Clockspeed:2.3 GHzTurbo Speed:3.6 GHz16 (2 logical cores per physical)Typical TDP:135 W,Intel Xeon E5-2698 v3 @ 2.30GHz,Socket:LGA2011-v32.3 GHzTurbo Speed:3.6 GHzNo of Cores:16 (2 logical cores per physical)Typical TDP:135 W,,21149Single Thread Rating: 1820,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2698+v3+%40+2.30GHz&id=2368,Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz,,
Socket:FCLGA2011-3Clockspeed:2.3 GHzTurbo Speed:3.6 GHz18 (2 logical cores per physical)Typical TDP:145 W,Intel Xeon E5-2697 v4 @ 2.30GHz,Socket:FCLGA2011-32.3 GHzTurbo Speed:3.6 GHzNo of Cores:18 (2 logical cores per physical)Typical TDP:145 W,,21356Single Thread Rating: 1691,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2697+v4+%40+2.30GHz&id=2783,Intel(R) Xeon(R) CPU E5-2697 v4 @ 2.30GHz,,
Socket:LGA2011-v3Clockspeed:2.6 GHzTurbo Speed:3.6 GHz14 (2 logical cores per physical)Typical TDP:145 W,Intel Xeon E5-2697 v3 @ 2.60GHz,Socket:LGA2011-v32.6 GHzTurbo Speed:3.6 GHzNo of Cores:14 (2 logical cores per physical)Typical TDP:145 W,,21608Single Thread Rating: 1984,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2697+v3+%40+2.60GHz&id=2333,Intel(R) Xeon(R) CPU E5-2697 v3 @ 2.60GHz,,
Socket:FCLGA2011Clockspeed:2.7 GHzTurbo Speed:3.5 GHz12 (2 logical cores per physical)Typical TDP:130 W,Intel Xeon E5-2697 v2 @ 2.70GHz,Socket:FCLGA20112.7 GHzTurbo Speed:3.5 GHzNo of Cores:12 (2 logical cores per physical)Typical TDP:130 W,,17321Single Thread Rating: 1674,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2697+v2+%40+2.70GHz&id=2009,"Intel(R) Xeon(R) CPU E5-2697 v2 @ 2.70GHz, Genuine Intel(R) CPU E2697V @ 2.70GHz",,
Socket:FCLGA2011-3Clockspeed:2.2 GHzTurbo Speed:3.6 GHz22 (2 logical cores per physical)Typical TDP:145 W,Intel Xeon E5-2696 v4 @ 2.20GHz,Socket:FCLGA2011-32.2 GHzTurbo Speed:3.6 GHzNo of Cores:22 (2 logical cores per physical)Typical TDP:145 W,,22197Single Thread Rating: 1680,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2696+v4+%40+2.20GHz&id=2750,Intel(R) Xeon(R) CPU E5-2696 v4 @ 2.20GHz,,
Socket:LGA2011-v3Clockspeed:2.3 GHzTurbo Speed:3.6 GHz18 (2 logical cores per physical),Intel Xeon E5-2696 v3 @ 2.30GHz,Socket:LGA2011-v32.3 GHzTurbo Speed:3.6 GHzNo of Cores:18 (2 logical cores per physical),,22277Single Thread Rating: 1878,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2696+v3+%40+2.30GHz&id=2526,Intel(R) Xeon(R) CPU E5-2696 v3 @ 2.30GHz,,
Socket:LGA2011Clockspeed:2.5 GHzTurbo Speed:3.3 GHz12 (2 logical cores per physical),Intel Xeon E5-2696 v2 @ 2.50GHz,Socket:LGA20112.5 GHzTurbo Speed:3.3 GHzNo of Cores:12 (2 logical cores per physical),,16681Single Thread Rating: 1723,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2696+v2+%40+2.50GHz&id=2039,Intel(R) Xeon(R) CPU E5-2696 v2 @ 2.50GHz,,
Socket:FCLGA2011-3Clockspeed:2.1 GHzTurbo Speed:3.3 GHz18 (2 logical cores per physical)Typical TDP:120 W,Intel Xeon E5-2695 v4 @ 2.10GHz,Socket:FCLGA2011-32.1 GHzTurbo Speed:3.3 GHzNo of Cores:18 (2 logical cores per physical)Typical TDP:120 W,,20582Single Thread Rating: 1705,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2695+v4+%40+2.10GHz&id=2846,Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,,
Socket:LGA2011-v3Clockspeed:2.3 GHzTurbo Speed:3.3 GHz14 (2 logical cores per physical)Typical TDP:120 W,Intel Xeon E5-2695 v3 @ 2.30GHz,Socket:LGA2011-v32.3 GHzTurbo Speed:3.3 GHzNo of Cores:14 (2 logical cores per physical)Typical TDP:120 W,,20431Single Thread Rating: 1930,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2695+v3+%40+2.30GHz&id=2371,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,,
Socket:LGA 2011Clockspeed:2.4 GHzTurbo Speed:3.2 GHz12 (2 logical cores per physical)Typical TDP:115 W,Intel Xeon E5-2695 v2 @ 2.40GHz,Socket:LGA 20112.4 GHzTurbo Speed:3.2 GHzNo of Cores:12 (2 logical cores per physical)Typical TDP:115 W,,15708Single Thread Rating: 1558,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2695+v2+%40+2.40GHz&id=2114,Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,,
Socket:LGA 2011Clockspeed:2.2 GHz12 (2 logical cores per physical)Typical TDP:115 W,Intel Xeon E5-2692 v2 @ 2.20GHz,Socket:LGA 20112.2 GHzNo of Cores:12 (2 logical cores per physical)Typical TDP:115 W,,16018Single Thread Rating: 1606,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2692+v2+%40+2.20GHz&id=2761,Intel(R) Xeon(R) CPU E5-2692 v2 @ 2.20GHz,,
Socket:FCLGA2011-3Clockspeed:2.6 GHzTurbo Speed:3.5 GHz14 (2 logical cores per physical)Typical TDP:135 W,Intel Xeon E5-2690 v4 @ 2.60GHz,Socket:FCLGA2011-32.6 GHzTurbo Speed:3.5 GHzNo of Cores:14 (2 logical cores per physical)Typical TDP:135 W,,21806Single Thread Rating: 1913,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2690+v4+%40+2.60GHz&id=2780,"Intel(R) Xeon(R) CPU E5-2690 v4@ 2.60GHz, Intel(R) Xeon(R) CPU E5-2690 v4 @ 2.60GHz",,
Socket:LGA2011-v3Clockspeed:2.6 GHzTurbo Speed:3.5 GHz12 (2 logical cores per physical)Typical TDP:135 W,Intel Xeon E5-2690 v3 @ 2.60GHz,Socket:LGA2011-v32.6 GHzTurbo Speed:3.5 GHzNo of Cores:12 (2 logical cores per physical)Typical TDP:135 W,,19362Single Thread Rating: 1966,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2690+v3+%40+2.60GHz&id=2364,Intel(R) Xeon(R) CPU E5-2690 v3 @ 2.60GHz,,
Socket:FCLGA2011Clockspeed:3.0 GHzTurbo Speed:3.6 GHz10 (2 logical cores per physical)Typical TDP:130 W,Intel Xeon E5-2690 v2 @ 3.00GHz,Socket:FCLGA20113.0 GHzTurbo Speed:3.6 GHzNo of Cores:10 (2 logical cores per physical)Typical TDP:130 W,,16546Single Thread Rating: 1819,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2690+v2+%40+3.00GHz&id=2057,Intel(R) Xeon(R) CPU E5-2690 v2 @ 3.00GHz,,
Socket:LGA2011Clockspeed:2.9 GHzTurbo Speed:3.8 GHz8 (2 logical cores per physical)Typical TDP:135 W,Intel Xeon E5-2690 @ 2.90GHz,Socket:LGA20112.9 GHzTurbo Speed:3.8 GHzNo of Cores:8 (2 logical cores per physical)Typical TDP:135 W,,14188Single Thread Rating: 1859,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2690+%40+2.90GHz&id=1223,Intel(R) Xeon(R) CPU E5-2690 0 @ 2.90GHz,,
Socket:FCLGA2011Clockspeed:3.1 GHzTurbo Speed:3.8 GHz10 (2 logical cores per physical)Typical TDP:165 W,Intel Xeon E5-2689 v4 @ 3.10GHz,Socket:FCLGA20113.1 GHzTurbo Speed:3.8 GHzNo of Cores:10 (2 logical cores per physical)Typical TDP:165 W,,19521Single Thread Rating: 2091,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2689+v4+%40+3.10GHz&id=2853,Intel(R) Xeon(R) CPU E5-2689 v4 @ 3.10GHz,,
Socket:LGA 2011Clockspeed:2.6 GHzTurbo Speed:3.6 GHz8 (2 logical cores per physical)Typical TDP:115 W,Intel Xeon E5-2689 @ 2.60GHz,Socket:LGA 20112.6 GHzTurbo Speed:3.6 GHzNo of Cores:8 (2 logical cores per physical)Typical TDP:115 W,,13747Single Thread Rating: 1839,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2689+%40+2.60GHz&id=1881,Intel(R) Xeon(R) CPU E5-2689 0 @ 2.60GHz,,
Socket:FCLGA2011-3Clockspeed:3.0 GHzTurbo Speed:3.5 GHz12 (2 logical cores per physical)Typical TDP:160 W,Intel Xeon E5-2687W v4 @ 3.00GHz,Socket:FCLGA2011-33.0 GHzTurbo Speed:3.5 GHzNo of Cores:12 (2 logical cores per physical)Typical TDP:160 W,,20130Single Thread Rating: 1929,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2687W+v4+%40+3.00GHz&id=2765,Intel(R) Xeon(R) CPU E5-2687W v4 @ 3.00GHz,,
Socket:LGA2011-v3Clockspeed:3.1 GHzTurbo Speed:3.5 GHz10 (2 logical cores per physical)Typical TDP:160 W,Intel Xeon E5-2687W v3 @ 3.10GHz,Socket:LGA2011-v33.1 GHzTurbo Speed:3.5 GHzNo of Cores:10 (2 logical cores per physical)Typical TDP:160 W,,17779Single Thread Rating: 1938,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2687W+v3+%40+3.10GHz&id=2387,Intel(R) Xeon(R) CPU E5-2687W v3 @ 3.10GHz,,
Socket:FCLGA2011Clockspeed:3.4 GHzTurbo Speed:4.0 GHz8 (2 logical cores per physical)Typical TDP:150 W,Intel Xeon E5-2687W v2 @ 3.40GHz,Socket:FCLGA20113.4 GHzTurbo Speed:4.0 GHzNo of Cores:8 (2 logical cores per physical)Typical TDP:150 W,,16559Single Thread Rating: 2042,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2687W+v2+%40+3.40GHz&id=2045,Intel(R) Xeon(R) CPU E5-2687W v2 @ 3.40GHz,,
Socket:LGA2011Clockspeed:3.1 GHzTurbo Speed:3.8 GHz8 (2 logical cores per physical)Typical TDP:150 W,Intel Xeon E5-2687W @ 3.10GHz,Socket:LGA20113.1 GHzTurbo Speed:3.8 GHzNo of Cores:8 (2 logical cores per physical)Typical TDP:150 W,,14401Single Thread Rating: 1861,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2687W+%40+3.10GHz&id=1222,Intel(R) Xeon(R) CPU E5-2687W 0 @ 3.10GHz,,
Socket:LGA2011-v3Clockspeed:2.0 GHzTurbo Speed:3.5 GHz18 (2 logical cores per physical)Typical TDP:120 W,Intel Xeon E5-2686 v3 @ 2.00GHz,Socket:LGA2011-v32.0 GHzTurbo Speed:3.5 GHzNo of Cores:18 (2 logical cores per physical)Typical TDP:120 W,,19255Single Thread Rating: 1531,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2686+v3+%40+2.00GHz&id=2568,Intel(R) Xeon(R) CPU E5-2686 v3 @ 2.00GHz,,
Socket:LGA2011-v3Clockspeed:2.6 GHzTurbo Speed:3.3 GHz12Typical TDP:120 W,Intel Xeon E5-2685 v3 @ 2.60GHz,Socket:LGA2011-v32.6 GHzTurbo Speed:3.3 GHzNo of Cores:12Typical TDP:120 W,,14154Single Thread Rating: 1758,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2685+v3+%40+2.60GHz&id=2538,Intel(R) Xeon(R) CPU E5-2685 v3 @ 2.60GHz,,
Socket:LGA2011-v3Clockspeed:2.0 GHzTurbo Speed:3.0 GHz14 (2 logical cores per physical)Typical TDP:120 W,Intel Xeon E5-2683 v3 @ 2.00GHz,Socket:LGA2011-v32.0 GHzTurbo Speed:3.0 GHzNo of Cores:14 (2 logical cores per physical)Typical TDP:120 W,,17504Single Thread Rating: 1656,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2683+v3+%40+2.00GHz&id=2491,Intel(R) Xeon(R) CPU E5-2683 v3 @ 2.00GHz,,
Socket:FCLGA2011-3Clockspeed:2.4 GHzTurbo Speed:3.3 GHz14 (2 logical cores per physical)Typical TDP:120 W,Intel Xeon E5-2680 v4 @ 2.40GHz,Socket:FCLGA2011-32.4 GHzTurbo Speed:3.3 GHzNo of Cores:14 (2 logical cores per physical)Typical TDP:120 W,,19905Single Thread Rating: 1772,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2680+v4+%40+2.40GHz&id=2779,"Intel(R) Xeon(R) CPU E5-2680 v4@ 2.40GHz, Intel(R) Xeon(R) CPU E5-2680 v4 @ 2.40GHz",,
Socket:LGA2011-v3Clockspeed:2.5 GHzTurbo Speed:3.3 GHz12 (2 logical cores per physical)Typical TDP:120 W,Intel Xeon E5-2680 v3 @ 2.50GHz,Socket:LGA2011-v32.5 GHzTurbo Speed:3.3 GHzNo of Cores:12 (2 logical cores per physical)Typical TDP:120 W,,18761Single Thread Rating: 1863,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2680+v3+%40+2.50GHz&id=2390,Intel(R) Xeon(R) CPU E5-2680 v3 @ 2.50GHz,,
Socket:FCLGA2011Clockspeed:2.8 GHzTurbo Speed:3.6 GHz10 (2 logical cores per physical)Typical TDP:115 W,Intel Xeon E5-2680 v2 @ 2.80GHz,Socket:FCLGA20112.8 GHzTurbo Speed:3.6 GHzNo of Cores:10 (2 logical cores per physical)Typical TDP:115 W,,16341Single Thread Rating: 1758,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2680+v2+%40+2.80GHz&id=2061,Intel(R) Xeon(R) CPU E5-2680 v2 @ 2.80GHz,,
Socket:LGA2011Clockspeed:2.7 GHzTurbo Speed:3.5 GHz8 (2 logical cores per physical)Typical TDP:130 W,Intel Xeon E5-2680 @ 2.70GHz,Socket:LGA20112.7 GHzTurbo Speed:3.5 GHzNo of Cores:8 (2 logical cores per physical)Typical TDP:130 W,,12931Single Thread Rating: 1668,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2680+%40+2.70GHz&id=1221,Intel(R) Xeon(R) CPU E5-2680 0 @ 2.70GHz,,
Socket:FCLGA2011-3Clockspeed:2.5 GHzTurbo Speed:3.3 GHz20 (2 logical cores per physical)Typical TDP:200 W,Intel Xeon E5-2679 v4 @ 2.50GHz,Socket:FCLGA2011-32.5 GHzTurbo Speed:3.3 GHzNo of Cores:20 (2 logical cores per physical)Typical TDP:200 W,,25236Single Thread Rating: 1837,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2679+v4+%40+2.50GHz&id=2805,Intel(R) Xeon(R) CPU E5-2679 v4 @ 2.50GHz,,
Socket:LGA2011-v3Clockspeed:2.5 GHzTurbo Speed:3.1 GHz12 (2 logical cores per physical)Typical TDP:120 W,Intel Xeon E5-2678 v3 @ 2.50GHz,Socket:LGA2011-v32.5 GHzTurbo Speed:3.1 GHzNo of Cores:12 (2 logical cores per physical)Typical TDP:120 W,,16618Single Thread Rating: 1553,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2678+v3+%40+2.50GHz&id=2584,Intel(R) Xeon(R) CPU E5-2678 v3 @ 2.50GHz,,
Socket:LGA2011-v3Clockspeed:2.4 GHzTurbo Speed:3.0 GHz12 (2 logical cores per physical)Typical TDP:120 W,Intel Xeon E5-2676 v3 @ 2.40GHz,Socket:LGA2011-v32.4 GHzTurbo Speed:3.0 GHzNo of Cores:12 (2 logical cores per physical)Typical TDP:120 W,,17795Single Thread Rating: 1730,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2676+v3+%40+2.40GHz&id=2643,Intel(R) Xeon(R) CPU E5-2676 v3 @ 2.40GHz,,
Socket:LGA2011-v3Clockspeed:1.8 GHzTurbo Speed:2.3 GHz16 (2 logical cores per physical),Intel Xeon E5-2675 v3 @ 1.80GHz,Socket:LGA2011-v31.8 GHzTurbo Speed:2.3 GHzNo of Cores:16 (2 logical cores per physical),,15275Single Thread Rating: 1265,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2675+v3+%40+1.80GHz&id=2686,Intel(R) Xeon(R) CPU E5-2675 v3 @ 1.80GHz,,
Socket:FCLGA2011-3Clockspeed:2.3 GHzTurbo Speed:3.3 GHz20 (2 logical cores per physical)Typical TDP:135 W,Intel Xeon E5-2673 v4 @ 2.30GHz,Socket:FCLGA2011-32.3 GHzTurbo Speed:3.3 GHzNo of Cores:20 (2 logical cores per physical)Typical TDP:135 W,,21073Single Thread Rating: 1777,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2673+v4+%40+2.30GHz&id=2888,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,,
Socket:LGA2011-v3Clockspeed:2.4 GHzTurbo Speed:4.0 GHz12 (2 logical cores per physical)Typical TDP:110 W,Intel Xeon E5-2673 v3 @ 2.40GHz,Socket:LGA2011-v32.4 GHzTurbo Speed:4.0 GHzNo of Cores:12 (2 logical cores per physical)Typical TDP:110 W,,16904Single Thread Rating: 1683,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2673+v3+%40+2.40GHz&id=2606,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40GHz,,
Socket:LGA 2011Clockspeed:3.3 GHzTurbo Speed:4.0 GHz8 (2 logical cores per physical)Typical TDP:110 W,Intel Xeon E5-2673 v2 @ 3.30GHz,Socket:LGA 20113.3 GHzTurbo Speed:4.0 GHzNo of Cores:8 (2 logical cores per physical)Typical TDP:110 W,,16320Single Thread Rating: 2009,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2673+v2+%40+3.30GHz&id=2741,Intel(R) Xeon(R) CPU E5-2673 v2 @ 3.30GHz,,
Socket:LGA2011-v3Clockspeed:2.3 GHzTurbo Speed:3.1 GHz12 (2 logical cores per physical)Typical TDP:120 W,Intel Xeon E5-2670 v3 @ 2.30GHz,Socket:LGA2011-v32.3 GHzTurbo Speed:3.1 GHzNo of Cores:12 (2 logical cores per physical)Typical TDP:120 W,,16549Single Thread Rating: 1690,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2670+v3+%40+2.30GHz&id=2337,Intel(R) Xeon(R) CPU E5-2670 v3 @ 2.30GHz,,
Socket:LGA2011Clockspeed:2.6 GHzTurbo Speed:3.3 GHz8 (2 logical cores per physical)Typical TDP:115 W,Intel Xeon E5-2670 @ 2.60GHz,Socket:LGA20112.6 GHzTurbo Speed:3.3 GHzNo of Cores:8 (2 logical cores per physical)Typical TDP:115 W,,12320Single Thread Rating: 1595,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2670+%40+2.60GHz&id=1220,Intel(R) Xeon(R) CPU E5-2670 0 @ 2.60GHz,,
Socket:FCLGA2011-3Clockspeed:3.2 GHzTurbo Speed:3.6 GHz8 (2 logical cores per physical)Typical TDP:135 W,Intel Xeon E5-2667 v4 @ 3.20GHz,Socket:FCLGA2011-33.2 GHzTurbo Speed:3.6 GHzNo of Cores:8 (2 logical cores per physical)Typical TDP:135 W,,15916Single Thread Rating: 1678,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2667+v4+%40+3.20GHz&id=2830,Intel(R) Xeon(R) CPU E5-2667 v4 @ 3.20GHz,,
Socket:LGA2011-v3Clockspeed:3.2 GHzTurbo Speed:3.6 GHz8 (2 logical cores per physical)Typical TDP:135 W,Intel Xeon E5-2667 v3 @ 3.20GHz,Socket:LGA2011-v33.2 GHzTurbo Speed:3.6 GHzNo of Cores:8 (2 logical cores per physical)Typical TDP:135 W,,16125Single Thread Rating: 2048,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2667+v3+%40+3.20GHz&id=2441,Intel(R) Xeon(R) CPU E5-2667 v3 @ 3.20GHz,,
Socket:LGA 2011Clockspeed:3.3 GHzTurbo Speed:4.0 GHz8 (2 logical cores per physical)Typical TDP:130 W,Intel Xeon E5-2667 v2 @ 3.30GHz,Socket:LGA 20113.3 GHzTurbo Speed:4.0 GHzNo of Cores:8 (2 logical cores per physical)Typical TDP:130 W,,16542Single Thread Rating: 2029,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2667+v2+%40+3.30GHz&id=2154,Intel(R) Xeon(R) CPU E5-2667 v2 @ 3.30GHz,,
