core,name,clock,price,rank,link,other_name,g3d_mark,description
Socket:FM2Clockspeed:3.7 GHzTurbo Speed:4.3 GHz4Typical TDP:65 W,AMD A10-6700 APU,Socket:FM23.7 GHzTurbo Speed:4.3 GHzNo of Cores:4Typical TDP:65 W,,4598Single Thread Rating: 1522,http://www.cpubenchmark.net/cpu.php?cpu=AMD+A10-6700+APU&id=1936,AMD A10-6700 APU with Radeon(tm) HD Graphics,,
Socket:FM2Clockspeed:3.8 GHzTurbo Speed:4.2 GHz4 (in 2 physical modules)Typical TDP:100 W,AMD A10-5800K APU,Socket:FM23.8 GHzTurbo Speed:4.2 GHzNo of Cores:4 (in 2 physical modules)Typical TDP:100 W,,4632Single Thread Rating: 1459,http://www.cpubenchmark.net/cpu.php?cpu=AMD+A10-5800K+APU&id=1446,AMD A10-5800K APU with Radeon(tm) HD Graphics,,
Socket:FM2Clockspeed:3.8 GHzTurbo Speed:4.2 GHz4 (in 2 physical modules)Typical TDP:100 W,AMD A10-5800B APU,Socket:FM23.8 GHzTurbo Speed:4.2 GHzNo of Cores:4 (in 2 physical modules)Typical TDP:100 W,,4572Single Thread Rating: 1527,http://www.cpubenchmark.net/cpu.php?cpu=AMD+A10-5800B+APU&id=1990,AMD A10-5800B APU with Radeon(tm) HD Graphics,,
Socket:F (1207)Clockspeed:2.2 GHz6Typical TDP:75 W,AMD Opteron 2427,Socket:F (1207)2.2 GHzNo of Cores:6Typical TDP:75 W,,3069Single Thread Rating: 594,http://www.cpubenchmark.net/cpu.php?cpu=AMD+Opteron+2427&id=1408,Six-Core AMD Opteron(tm) Processor 2427,,
Socket:BGA559Clockspeed:2.1 GHz2 (2 logical cores per physical)Typical TDP:10 W,Intel Atom D2701 @ 2.13GHz,Socket:BGA5592.1 GHzNo of Cores:2 (2 logical cores per physical)Typical TDP:10 W,,720Single Thread Rating: 342,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Atom+D2701+%40+2.13GHz&id=1918,Intel(R) Atom(TM) CPU D2701 @ 2.13GHz,,
Socket:FCBGA1023Clockspeed:1.5 GHz2Typical TDP:17 W,Intel Celeron 1007U @ 1.50GHz,Socket:FCBGA10231.5 GHzNo of Cores:2Typical TDP:17 W,,1400Single Thread Rating: 765,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Celeron+1007U+%40+1.50GHz&id=1847,Intel(R) Celeron(R) CPU 1007U @ 1.50GHz,,
Socket:BGA1023Clockspeed:1.7 GHzTurbo Speed:2.6 GHz2 (2 logical cores per physical)Typical TDP:17 W,Intel Core i5-3317U @ 1.70GHz,Socket:BGA10231.7 GHzTurbo Speed:2.6 GHzNo of Cores:2 (2 logical cores per physical)Typical TDP:17 W,,3090Single Thread Rating: 1222,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-3317U+%40+1.70GHz&id=816,Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz,,
Socket:LGA1150Clockspeed:3.0 GHzTurbo Speed:3.7 GHz4Typical TDP:65 W,Intel Core i5-4590S @ 3.00GHz,Socket:LGA11503.0 GHzTurbo Speed:3.7 GHzNo of Cores:4Typical TDP:65 W,,6949Single Thread Rating: 2094,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-4590S+%40+3.00GHz&id=2227,Intel(R) Core(TM) i5-4590S CPU @ 3.00GHz,,
Description:Intel HD Graphics 5300Socket:FCBGA1234Clockspeed:0.8 GHzTurbo Speed:2.0 GHz2 (2 logical cores per physical)Typical TDP:4.5 W,Intel Core M-5Y10c @ 0.80GHz,Description:Intel HD Graphics 5300Socket:FCBGA12340.8 GHzTurbo Speed:2.0 GHzNo of Cores:2 (2 logical cores per physical)Typical TDP:4.5 W,,2805Single Thread Rating: 1045,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+M-5Y10c+%40+0.80GHz&id=2464,Intel(R) Core(TM) M-5Y10c CPU @ 0.80GHz,,Intel HD Graphics 5300Socket:FCBGA1234Clockspeed:0.8 GHzTurbo Speed:2.0 GHzNo of Cores:2 (2 logical cores per physical)Typical TDP:4.5 W
Socket:BGA479Clockspeed:1.6 GHz2Typical TDP:17 W,Intel Core2 Duo L7500 @ 1.60GHz,Socket:BGA4791.6 GHzNo of Cores:2Typical TDP:17 W,,965Single Thread Rating: 576,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Core2+Duo+L7500+%40+1.60GHz&id=961,Intel(R) Core(TM)2 Duo CPU L7500 @ 1.60GHz,,
Socket:LGA2011-v3Clockspeed:1.8 GHzTurbo Speed:2.5 GHz12 (2 logical cores per physical)Typical TDP:75 W,Intel Xeon E5-2648L v3 @ 1.80GHz,Socket:LGA2011-v31.8 GHzTurbo Speed:2.5 GHzNo of Cores:12 (2 logical cores per physical)Typical TDP:75 W,,12332Single Thread Rating: 1460,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2648L+v3+%40+1.80GHz&id=2748,Intel(R) Xeon(R) CPU E5-2648L v3 @ 1.80GHz,,
Socket:FCLGA2011Clockspeed:2.5 GHzTurbo Speed:3.3 GHz10 (2 logical cores per physical)Typical TDP:115 W,Intel Xeon E5-2670 v2 @ 2.50GHz,Socket:FCLGA20112.5 GHzTurbo Speed:3.3 GHzNo of Cores:10 (2 logical cores per physical)Typical TDP:115 W,,14975Single Thread Rating: 1576,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2670+v2+%40+2.50GHz&id=2152,Intel(R) Xeon(R) CPU E5-2670 v2 @ 2.50GHz,,
Socket:LGA771Clockspeed:1.6 GHz2Typical TDP:65 W,Intel Xeon 5110 @ 1.60GHz,Socket:LGA7711.6 GHzNo of Cores:2Typical TDP:65 W,,1079Single Thread Rating: 619,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+5110+%40+1.60GHz&id=1181&multi=2,Intel(R) Xeon(R) CPU 5110 @ 1.60GHz,,
Socket:LGA 1356Clockspeed:2.3 GHzTurbo Speed:3.1 GHz8 (2 logical cores per physical)Typical TDP:95 W,[Dual CPU] Intel Xeon E5-2470 @ 2.30GHz,Socket:LGA 13562.3 GHzTurbo Speed:3.1 GHzNo of Cores:8 (2 logical cores per physical)Typical TDP:95 W,,16613,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2470+%40+2.30GHz&id=2003&cpuCount=2,Intel(R) Xeon(R) CPU E5-2470 0 @ 2.30GHz,,
Socket:F (1207)Clockspeed:2.4 GHz4Typical TDP:115 W,[Dual CPU] Quad-Core AMD Opteron 8378,Socket:F (1207)2.4 GHzNo of Cores:4Typical TDP:115 W,,5382,http://www.cpubenchmark.net/cpu.php?cpu=Quad-Core+AMD+Opteron+8378&id=2313&cpuCount=2,Quad-Core AMD Opteron(tm) Processor 8378,,
Socket:F (1207)Clockspeed:2.3 GHz4Typical TDP:75 W,[Dual CPU] Quad-Core AMD Opteron 8356,Socket:F (1207)2.3 GHzNo of Cores:4Typical TDP:75 W,,4376,http://www.cpubenchmark.net/cpu.php?cpu=Quad-Core+AMD+Opteron+8356&id=2223&cpuCount=2,Quad-Core AMD Opteron(tm) Processor 8356,,
Socket:F (1207)Clockspeed:2.3 GHz4Typical TDP:75 W,[Quad CPU] Quad-Core AMD Opteron 8356,Socket:F (1207)2.3 GHzNo of Cores:4Typical TDP:75 W,,7170,http://www.cpubenchmark.net/cpu.php?cpu=Quad-Core+AMD+Opteron+8356&id=2223&cpuCount=4,Quad-Core AMD Opteron(tm) Processor 8356,,
Socket:F (1207)Clockspeed:2.0 GHz4Typical TDP:75 W,[Dual CPU] Quad-Core AMD Opteron 8350,Socket:F (1207)2.0 GHzNo of Cores:4Typical TDP:75 W,,4290,http://www.cpubenchmark.net/cpu.php?cpu=Quad-Core+AMD+Opteron+8350&id=2132&cpuCount=2,Quad-Core AMD Opteron(tm) Processor 8350,,
Socket:F (1207)Clockspeed:2.4 GHz4Typical TDP:137 W,[Dual CPU] Quad-Core AMD Opteron 2358 SE,Socket:F (1207)2.4 GHzNo of Cores:4Typical TDP:137 W,,5042,http://www.cpubenchmark.net/cpu.php?cpu=Quad-Core+AMD+Opteron+2358+SE&id=2385&cpuCount=2,Quad-Core AMD Opteron(tm) Processor 2358 SE,,
Socket:F (1207)Clockspeed:2.1 GHz4Typical TDP:75 W,[Dual CPU] Quad-Core AMD Opteron 2352,Socket:F (1207)2.1 GHzNo of Cores:4Typical TDP:75 W,,4240,http://www.cpubenchmark.net/cpu.php?cpu=Quad-Core+AMD+Opteron+2352&id=2201&cpuCount=2,Quad-Core AMD Opteron(tm) Processor 2352,,
Socket:LGA1567Clockspeed:2.3 GHzTurbo Speed:2.7 GHz8 (2 logical cores per physical)Typical TDP:130 W,[Dual CPU] Intel Xeon X7560 @ 2.27GHz,Socket:LGA15672.3 GHzTurbo Speed:2.7 GHzNo of Cores:8 (2 logical cores per physical)Typical TDP:130 W,,11631,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+X7560+%40+2.27GHz&id=1710&cpuCount=2,Intel(R) Xeon(R) CPU X7560 @ 2.27GHz,,
Socket:LGA1567Clockspeed:2.3 GHzTurbo Speed:2.7 GHz8 (2 logical cores per physical)Typical TDP:130 W,[8-Way] Intel Xeon X7560 @ 2.27GHz,Socket:LGA15672.3 GHzTurbo Speed:2.7 GHzNo of Cores:8 (2 logical cores per physical)Typical TDP:130 W,,17658,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+X7560+%40+2.27GHz&id=1710&cpuCount=8,Intel(R) Xeon(R) CPU X7560 @ 2.27GHz,,
Socket:LGA1567Clockspeed:2.3 GHzTurbo Speed:2.7 GHz8 (2 logical cores per physical)Typical TDP:130 W,[Quad CPU] Intel Xeon X7560 @ 2.27GHz,Socket:LGA15672.3 GHzTurbo Speed:2.7 GHzNo of Cores:8 (2 logical cores per physical)Typical TDP:130 W,,15414,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+X7560+%40+2.27GHz&id=1710&cpuCount=4,Intel(R) Xeon(R) CPU X7560 @ 2.27GHz,,
Socket:LGA1567Clockspeed:2.0 GHzTurbo Speed:2.4 GHz8 (2 logical cores per physical)Typical TDP:130 W,[Dual CPU] Intel Xeon X7550 @ 2.00GHz,Socket:LGA15672.0 GHzTurbo Speed:2.4 GHzNo of Cores:8 (2 logical cores per physical)Typical TDP:130 W,,9937,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+X7550+%40+2.00GHz&id=2141&cpuCount=2,Intel(R) Xeon(R) CPU X7550 @ 2.00GHz,,
Socket:LGA1567Clockspeed:2.0 GHzTurbo Speed:2.4 GHz8 (2 logical cores per physical)Typical TDP:130 W,[Quad CPU] Intel Xeon X7550 @ 2.00GHz,Socket:LGA15672.0 GHzTurbo Speed:2.4 GHzNo of Cores:8 (2 logical cores per physical)Typical TDP:130 W,,11498,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+X7550+%40+2.00GHz&id=2141&cpuCount=4,Intel(R) Xeon(R) CPU X7550 @ 2.00GHz,,
Socket:PGA604Clockspeed:2.7 GHz6Typical TDP:130 W,[Dual CPU] Intel Xeon X7460 @ 2.66GHz,Socket:PGA6042.7 GHzNo of Cores:6Typical TDP:130 W,,8721,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+X7460+%40+2.66GHz&id=2656&cpuCount=2,Intel(R) Xeon(R) CPU X7460 @ 2.66GHz,,
Socket:PGA604Clockspeed:2.7 GHz6Typical TDP:130 W,[Quad CPU] Intel Xeon X7460 @ 2.66GHz,Socket:PGA6042.7 GHzNo of Cores:6Typical TDP:130 W,,12494,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+X7460+%40+2.66GHz&id=2656&cpuCount=4,Intel(R) Xeon(R) CPU X7460 @ 2.66GHz,,
Socket:PGA604Clockspeed:2.7 GHz6Typical TDP:130 W,[3-Way] Intel Xeon X7460 @ 2.66GHz,Socket:PGA6042.7 GHzNo of Cores:6Typical TDP:130 W,,7672,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+X7460+%40+2.66GHz&id=2656&cpuCount=3,Intel(R) Xeon(R) CPU X7460 @ 2.66GHz,,
Socket:604Clockspeed:2.9 GHz4Typical TDP:130 W,[Dual CPU] Intel Xeon X7350 @ 2.93GHz,Socket:6042.9 GHzNo of Cores:4Typical TDP:130 W,,6594,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+X7350+%40+2.93GHz&id=2156&cpuCount=2,Intel(R) Xeon(R) CPU X7350 @ 2.93GHz,,
Socket:604Clockspeed:2.9 GHz4Typical TDP:130 W,[Quad CPU] Intel Xeon X7350 @ 2.93GHz,Socket:6042.9 GHzNo of Cores:4Typical TDP:130 W,,9542,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+X7350+%40+2.93GHz&id=2156&cpuCount=4,Intel(R) Xeon(R) CPU X7350 @ 2.93GHz,,
Socket:LGA1366Clockspeed:4.4 GHz2 (2 logical cores per physical)Typical TDP:130 W,Intel Xeon X5698 @ 4.40GHz,Socket:LGA13664.4 GHzNo of Cores:2 (2 logical cores per physical)Typical TDP:130 W,,4272Single Thread Rating: 1857,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+X5698+%40+4.40GHz&id=1928&multi=2,Intel(R) Xeon(R) CPU X5698 @ 4.40GHz,,
Socket:LGA1366Clockspeed:3.5 GHzTurbo Speed:3.7 GHz6 (2 logical cores per physical)Typical TDP:130 W,[Dual CPU] Intel Xeon X5690 @ 3.47GHz,Socket:LGA13663.5 GHzTurbo Speed:3.7 GHzNo of Cores:6 (2 logical cores per physical)Typical TDP:130 W,,14208,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+X5690+%40+3.47GHz&id=1314&cpuCount=2,Intel(R) Xeon(R) CPU X5690 @ 3.47GHz,,
Socket:LGA1366Clockspeed:3.5 GHzTurbo Speed:3.7 GHz6 (2 logical cores per physical)Typical TDP:130 W,Intel Xeon X5690 @ 3.47GHz,Socket:LGA13663.5 GHzTurbo Speed:3.7 GHzNo of Cores:6 (2 logical cores per physical)Typical TDP:130 W,,9066Single Thread Rating: 1504,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+X5690+%40+3.47GHz&id=1314&multi=2,Intel(R) Xeon(R) CPU X5690 @ 3.47GHz,,
Socket:LGA1366Clockspeed:3.6 GHzTurbo Speed:3.9 GHz4 (2 logical cores per physical)Typical TDP:130 W,[Dual CPU] Intel Xeon X5687 @ 3.60GHz,Socket:LGA13663.6 GHzTurbo Speed:3.9 GHzNo of Cores:4 (2 logical cores per physical)Typical TDP:130 W,,12094,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+X5687+%40+3.60GHz&id=1313&cpuCount=2,Intel(R) Xeon(R) CPU X5687 @ 3.60GHz,,
Socket:LGA1366Clockspeed:3.6 GHzTurbo Speed:3.9 GHz4 (2 logical cores per physical)Typical TDP:130 W,Intel Xeon X5687 @ 3.60GHz,Socket:LGA13663.6 GHzTurbo Speed:3.9 GHzNo of Cores:4 (2 logical cores per physical)Typical TDP:130 W,,7138Single Thread Rating: 1572,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+X5687+%40+3.60GHz&id=1313&multi=2,Intel(R) Xeon(R) CPU X5687 @ 3.60GHz,,
Socket:LGA1366Clockspeed:3.3 GHzTurbo Speed:3.6 GHz6 (2 logical cores per physical)Typical TDP:130 W,[Dual CPU] Intel Xeon X5680 @ 3.33GHz,Socket:LGA13663.3 GHzTurbo Speed:3.6 GHzNo of Cores:6 (2 logical cores per physical)Typical TDP:130 W,,13823,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+X5680+%40+3.33GHz&id=1312&cpuCount=2,Intel(R) Xeon(R) CPU X5680 @ 3.33GHz,,
Socket:LGA1366Clockspeed:3.3 GHzTurbo Speed:3.6 GHz6 (2 logical cores per physical)Typical TDP:130 W,Intel Xeon X5680 @ 3.33GHz,Socket:LGA13663.3 GHzTurbo Speed:3.6 GHzNo of Cores:6 (2 logical cores per physical)Typical TDP:130 W,,8767Single Thread Rating: 1446,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+X5680+%40+3.33GHz&id=1312&multi=2,Intel(R) Xeon(R) CPU X5680 @ 3.33GHz,,
Socket:LGA1366Clockspeed:3.2 GHzTurbo Speed:3.6 GHz6 (2 logical cores per physical),Intel Xeon X5679 @ 3.20GHz,Socket:LGA13663.2 GHzTurbo Speed:3.6 GHzNo of Cores:6 (2 logical cores per physical),,8652Single Thread Rating: 1442,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+X5679+%40+3.20GHz&id=1311&multi=2,Intel(R) Xeon(R) CPU X5679 @ 3.20GHz,,
Socket:LGA1366Clockspeed:3.5 GHzTurbo Speed:3.7 GHz4 (2 logical cores per physical)Typical TDP:130 W,[Dual CPU] Intel Xeon X5677 @ 3.47GHz,Socket:LGA13663.5 GHzTurbo Speed:3.7 GHzNo of Cores:4 (2 logical cores per physical)Typical TDP:130 W,,11619,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+X5677+%40+3.47GHz&id=1310&cpuCount=2,Intel(R) Xeon(R) CPU X5677 @ 3.47GHz,,
Socket:LGA1366Clockspeed:3.5 GHzTurbo Speed:3.7 GHz4 (2 logical cores per physical)Typical TDP:130 W,Intel Xeon X5677 @ 3.47GHz,Socket:LGA13663.5 GHzTurbo Speed:3.7 GHzNo of Cores:4 (2 logical cores per physical)Typical TDP:130 W,,6984Single Thread Rating: 1519,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+X5677+%40+3.47GHz&id=1310&multi=2,Intel(R) Xeon(R) CPU X5677 @ 3.47GHz,,
Socket:LGA1366Clockspeed:3.1 GHzTurbo Speed:3.5 GHz6 (2 logical cores per physical)Typical TDP:95 W,[Dual CPU] Intel Xeon X5675 @ 3.07GHz,Socket:LGA13663.1 GHzTurbo Speed:3.5 GHzNo of Cores:6 (2 logical cores per physical)Typical TDP:95 W,,12762,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+X5675+%40+3.07GHz&id=1309&cpuCount=2,Intel(R) Xeon(R) CPU X5675 @ 3.07GHz,,
Socket:LGA1366Clockspeed:3.1 GHzTurbo Speed:3.5 GHz6 (2 logical cores per physical)Typical TDP:95 W,Intel Xeon X5675 @ 3.07GHz,Socket:LGA13663.1 GHzTurbo Speed:3.5 GHzNo of Cores:6 (2 logical cores per physical)Typical TDP:95 W,,8556Single Thread Rating: 1404,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+X5675+%40+3.07GHz&id=1309&multi=2,Intel(R) Xeon(R) CPU X5675 @ 3.07GHz,,
Socket:LGA1366Clockspeed:3.2 GHzTurbo Speed:3.6 GHz4 (2 logical cores per physical)Typical TDP:95 W,[Dual CPU] Intel Xeon X5672 @ 3.20GHz,Socket:LGA13663.2 GHzTurbo Speed:3.6 GHzNo of Cores:4 (2 logical cores per physical)Typical TDP:95 W,,10125,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+X5672+%40+3.20GHz&id=1308&cpuCount=2,Intel(R) Xeon(R) CPU X5672 @ 3.20GHz,,
Socket:LGA1366Clockspeed:3.2 GHzTurbo Speed:3.6 GHz4 (2 logical cores per physical)Typical TDP:95 W,Intel Xeon X5672 @ 3.20GHz,Socket:LGA13663.2 GHzTurbo Speed:3.6 GHzNo of Cores:4 (2 logical cores per physical)Typical TDP:95 W,,6507Single Thread Rating: 1371,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+X5672+%40+3.20GHz&id=1308&multi=2,Intel(R) Xeon(R) CPU X5672 @ 3.20GHz,,
Socket:LGA1366Clockspeed:2.9 GHzTurbo Speed:3.3 GHz6 (2 logical cores per physical)Typical TDP:95 W,[Dual CPU] Intel Xeon X5670 @ 2.93GHz,Socket:LGA13662.9 GHzTurbo Speed:3.3 GHzNo of Cores:6 (2 logical cores per physical)Typical TDP:95 W,,12613,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+X5670+%40+2.93GHz&id=1307&cpuCount=2,Intel(R) Xeon(R) CPU X5670 @ 2.93GHz,,
Socket:LGA1366Clockspeed:2.9 GHzTurbo Speed:3.3 GHz6 (2 logical cores per physical)Typical TDP:95 W,Intel Xeon X5670 @ 2.93GHz,Socket:LGA13662.9 GHzTurbo Speed:3.3 GHzNo of Cores:6 (2 logical cores per physical)Typical TDP:95 W,,8061Single Thread Rating: 1348,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+X5670+%40+2.93GHz&id=1307&multi=2,Intel(R) Xeon(R) CPU X5670 @ 2.93GHz,,
Socket:LGA1366Clockspeed:3.1 GHzTurbo Speed:3.5 GHz4Typical TDP:95 W,[Dual CPU] Intel Xeon X5667 @ 3.07GHz,Socket:LGA13663.1 GHzTurbo Speed:3.5 GHzNo of Cores:4Typical TDP:95 W,,8817,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+X5667+%40+3.07GHz&id=1306&cpuCount=2,Intel(R) Xeon(R) CPU X5667 @ 3.07GHz,,
