description,price,rank,link,other_name,g3d_mark,name
"Bus Interface: PCIe 2.1 x16, Max Memory Size: 2048 MB, Core Clock(s): 880 MHz, Memory Clock(s): 1375 MHz, Graphics API Support: DirectX 11 OpenGL 4.4 Max TDP: 250 W",,3470,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+6970&id=84,AMD Radeon HD 6970,36.53,Radeon HD 6970
"Bus Interface: PCIe 2.1 x16, Max Memory Size: 1024 MB, Core Clock(s): 800 MHz, Memory Clock(s): 1250 MHz, Graphics API Support: DirectX 11.0 OpenGL 4.4 Max TDP: 200 W",,3174,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+6950&id=36,AMD Radeon HD 6950,35.27,Radeon HD 6950
,,1913,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+6900M&id=290,AMD Radeon HD 6900M,NA,Radeon HD 6900M
"Bus Interface: PCIe 2.1 x16, Max Memory Size: 2048 MB, Core Clock(s): 900 MHz, Memory Clock(s): 1050 MHz, Graphics API Support: DirectX 11 OpenGL 4.4 Max TDP: 151 W",,2575,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+6870&id=22,"AMD Radeon HD 6870, ATI Radeon HD 6870",28.61,Radeon HD 6870
"Bus Interface: PCIe 2.1 x16, Max Memory Size: 1024 MB, Core Clock(s): 775 MHz, Memory Clock(s): 1000 MHz, Graphics API Support: DirectX 11 OpenGL 4.4 Max TDP: 127 W",,2241,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+6850&id=45,"AMD Radeon HD 6850, ASUS EAH6850 Series, ATI Radeon HD 6850",22.41,Radeon HD 6850
,,988,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+6800M&id=287,AMD Radeon HD 6800M,NA,Radeon HD 6800M
"Bus Interface: PCIe 2.1 x16, Max Memory Size: 1024 MB, Core Clock(s): 840 MHz, Memory Clock(s): 1050 MHz, Graphics API Support: DirectX 11 OpenGL 4.4 Max TDP: 150 W",,2028,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+6790&id=286,"AMD Radeon HD 6700, AMD Radeon HD 6790",31.20,Radeon HD 6790
"Bus Interface: PCIe 2.1 x16, Max Memory Size: 1024 MB, Core Clock(s): 725 MHz, Memory Clock(s): 900 MHz, Graphics API Support: DirectX 11 OpenGL 4.4",,992,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+6770M&id=285,"AMD Radeon HD 6770M, Radeon (TM) HD 6770M",NA,Radeon HD 6770M
"Bus Interface: PCIe 2.1 x16, Max Memory Size: 1024 MB, Core Clock(s): 850,850 MHz, Memory Clock(s): 1200,1050 MHz, Graphics API Support: DirectX 11 OpenGL 4.4 Max TDP: 108 W",,1659,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+6770&id=284,"AMD Radeon HD 6770, ASUS EAH6770 Series",21.55,Radeon HD 6770
"Bus Interface: PCIe 2.1 x16, Max Memory Size: 1024 MB, Core Clock(s): 600 MHz, Memory Clock(s): 800,900 MHz, Graphics API Support: DirectX 11 OpenGL 4.4",,928,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+6750M&id=283,"AMD Radeon HD 6750M, ATI Radeon HD 6750m",NA,Radeon HD 6750M
"Bus Interface: PCIe 2.1 x16, Max Memory Size: 1024 MB, Core Clock(s): 700,700 MHz, Memory Clock(s): 1150,1150 MHz, Graphics API Support: DirectX 11 OpenGL 4.4 Max TDP: 86 W",,1297,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+6750&id=282,AMD Radeon HD 6750,25.95,Radeon HD 6750
,,982,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+6700M&id=280,AMD Radeon HD 6700M,NA,Radeon HD 6700M
,,646,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+6670+%2B+6670+Dual&id=2357,AMD Radeon HD 6670 + 6670 Dual Graphics,NA,Radeon HD 6670 + 6670 Dual
"Bus Interface: PCIe 2.1 x16, Max Memory Size: 2048 MB, Core Clock(s): 800,800 MHz, Memory Clock(s): 800,1000 MHz, Graphics API Support: DirectX 11 OpenGL 4.4 Max TDP: 66 W",,1046,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+6670&id=96,"AMD Radeon HD 6670, AMD Radeon HD 6670 (Engineering Sample - WDDM v1.20), AMD Radeon HD 6670 (Engineering Sample)",10.16,Radeon HD 6670
"Bus Interface: PCIe 2.1 x16, Max Memory Size: 1024 MB, Core Clock(s): 600 MHz, Memory Clock(s): 900 MHz, Graphics API Support: DirectX 11 OpenGL 4.4",,695,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+6650M&id=279,AMD Radeon HD 6650M,NA,Radeon HD 6650M
"Bus Interface: PCIe 2.1 x16, Max Memory Size: 1024 MB, Core Clock(s): 485 MHz, Memory Clock(s): 800 MHz, Graphics API Support: DirectX 11 OpenGL 4.4",,684,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+6630M&id=277,"AMD Radeon 6630M Graphic, AMD Radeon HD 6630M, AMD Radeon(TM) HD 6630M, Radeon (TM) HD 6630M",NA,Radeon HD 6630M
"Bus Interface: UNB/MC, Core Clock(s): 444 MHz, Graphics API Support: DirectX 11 OpenGL 4.4 Max TDP: 45 W",,560,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+6620G&id=40,"AMD Radeon HD 6620G, AMD Radeon HD 6620G (Engineering Sample - WDDM v1., AMD Radeon HD 6620G (Engineering Sample - WDDM v1.20), AMD Radeon(TM) HD 6620G",NA,Radeon HD 6620G
,,547,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+6610M&id=2285,AMD Radeon HD 6610M Graphics,NA,Radeon HD 6610M
"Bus Interface: PCIe 2.1 x16, Max Memory Size: 1024 MB, Core Clock(s): 650 MHz, Memory Clock(s): 900 MHz, Graphics API Support: DirectX 11 OpenGL 4.4 Max TDP: 44 W",,759,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+6570&id=54,AMD Radeon HD 6570,4.22,Radeon HD 6570
"Bus Interface: UNB/MC, Core Clock(s): 600 MHz, Graphics API Support: DirectX 11 OpenGL 4.4 Max TDP: 100 W",,654,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+6550D&id=274,"AMD Radeon HD 6550D, AMD Radeon HD 6550D (Engineering Sample - WDDM v1., AMD Radeon HD 6550D (Engineering Sample - WDDM v1.20), AMD Radeon HD 6550D (Engineering Sample), AMD Radeon HD 6550D Graphics",NA,Radeon HD 6550D
,,707,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+6550A&id=273,AMD Radeon HD 6550A,NA,Radeon HD 6550A
"Bus Interface: UNB/MC, Core Clock(s): 443 MHz, Graphics API Support: DirectX 11 OpenGL 4.4 Max TDP: 100 W",,517,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+6530D&id=109,"AMD Radeon HD 6530D, AMD Radeon HD 6530D (Engineering Sample - WDDM v1., AMD Radeon HD 6530D (Engineering Sample - WDDM v1.20), AMD Radeon HD 6530D (Engineering Sample), AMD Radeon HD 6530D Graphics",NA,Radeon HD 6530D
"Bus Interface: UNB/MC, Core Clock(s): 400 MHz, Graphics API Support: DirectX 11 OpenGL 4.4 Max TDP: 45 W",,487,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+6520G&id=52,"AMD Radeon HD 6520G, AMD Radeon(TM) HD 6520G",NA,Radeon HD 6520G
"Bus Interface: PCIe 2.1 x16, Max Memory Size: 512 MB, Core Clock(s): 800 MHz, Memory Clock(s): 800 MHz, Graphics API Support: DirectX 11 OpenGL 4.4",,369,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+6490M&id=271,"AMD Radeon HD 6490M, Radeon (TM) HD 6490M, Radeon HD 6490M",0.31,Radeon HD 6490M
"Bus Interface: UNB/MC, Core Clock(s): 444 MHz, Graphics API Support: DirectX 11 OpenGL 4.4 Max TDP: 45 W",,405,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+6480G&id=270,"AMD Radeon HD 6480G, AMD Radeon(TM) HD 6480G",NA,Radeon HD 6480G
"Bus Interface: PCIe 2.1 x16, Max Memory Size: 1024 MB, Core Clock(s): 700,750 MHz, Memory Clock(s): 800,800 MHz, Graphics API Support: DirectX 11 OpenGL 4.4",,314,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+6470M&id=107,"AMD Radeon HD 6470M, AMD Radeon(TM) HD 6470M, Radeon (TM) HD 6470M, Radeon HD 6470M",0.55,Radeon HD 6470M
,,260,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+6450A&id=268,AMD Radeon HD 6450A,NA,Radeon HD 6450A
"Bus Interface: PCIe 2.1 x16, Max Memory Size: 512 MB, Core Clock(s): 627,750 MHz, Memory Clock(s): 533,800 MHz, Graphics API Support: DirectX 11 OpenGL 4.4 Max TDP: 18 W",,286,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+6450&id=267,"AMD Radeon HD 6450, AMD Radeon HD 6450 Graphics",9.23,Radeon HD 6450
"Bus Interface: PCIe 2.1 x16, Max Memory Size: 1024 MB, Core Clock(s): 480 MHz, Memory Clock(s): 800 MHz, Graphics API Support: DirectX 11 OpenGL 4.4",,194,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+6430M&id=2416,AMD Radeon HD 6430M,NA,Radeon HD 6430M
"Bus Interface: UNB/MC, Core Clock(s): 600 MHz, Graphics API Support: DirectX 11 OpenGL 4.4 Max TDP: 65 W",,392,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+6410D&id=266,"AMD Radeon HD 6410D, AMD Radeon HD 6410D Graphics",NA,Radeon HD 6410D
"Bus Interface: UNB/MC, Core Clock(s): 400 MHz, Graphics API Support: DirectX 11 OpenGL 4.4 Max TDP: 35 W",,300,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+6380G&id=265,"AMD Radeon HD 6380G, AMD Radeon(TM) HD 6380G",0.75,Radeon HD 6380G
"Bus Interface: PCIe 2.1 x16, Max Memory Size: 1024 MB, Core Clock(s): 750 MHz, Memory Clock(s): 900 MHz, Graphics API Support: DirectX 11 OpenGL 4.4 Max TDP: 11 W",,269,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+6370M&id=264,"AMD Radeon HD 6370M, Radeon (TM) HD 6370M",NA,Radeon HD 6370M
"Bus Interface: UNB/MC, Core Clock(s): 443 MHz, Graphics API Support: DirectX 11 OpenGL 4.4 Max TDP: 65 W",,323,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+6370D&id=263,AMD Radeon HD 6370D,NA,Radeon HD 6370D
"Bus Interface: PCIe 2.1 x16, Max Memory Size: 512 MB, Core Clock(s): 650 MHz, Memory Clock(s): 800 MHz, Graphics API Support: DirectX 11 OpenGL 4.4 Max TDP: 19.1 W",,208,http://www.videocardbenchmark.net/gpu.php?gpu=RADEON+HD+6350&id=262,"AMD RADEON HD 6350, ATI Radeon HD 6350",3.06,RADEON HD 6350
,,198,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+6320M&id=260,AMD Radeon HD 6320M,NA,Radeon HD 6320M
,,216,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+6320+Graphic&id=259,AMD Radeon HD 6320 Graphic,NA,Radeon HD 6320 Graphic
"Bus Interface: UNB/MC, Core Clock(s): 600 MHz, Graphics API Support: DirectX 11 OpenGL 4.4 Max TDP: 45 W",,203,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+6320&id=258,"AMD Radeon HD 6320, AMD Radeon HD 6320 Graphics",0.37,Radeon HD 6320
"Bus Interface: UNB/MC, Core Clock(s): 492 MHz, Graphics API Support: DirectX 11 OpenGL 4.4 Max TDP: 45 W",,169,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+6310&id=13,"AMD Radeon HD 6310, AMD Radeon HD 6310 Graphics, AMD Radeon HD 6310 Graphics (корпорация Майкрософт — WDDM v1.20), Gráficos AMD Radeon HD 6310",NA,Radeon HD 6310
,,249,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+6300M&id=256,AMD Radeon HD 6300M,NA,Radeon HD 6300M
,,137,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+6290M&id=255,AMD Radeon HD 6290M,NA,Radeon HD 6290M
"Bus Interface: UNB/MC, Core Clock(s): 400 MHz, Graphics API Support: DirectX 11 OpenGL 4.4 Max TDP: 45 W",,135,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+6290&id=254,"AMD Radeon HD 6290 Graphics, ATI Radeon HD 6290",NA,Radeon HD 6290
"Bus Interface: UNB/MC, Core Clock(s): 400 MHz, Graphics API Support: DirectX 11 OpenGL 4.4 Max TDP: 35 W",,117,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+6250&id=252,"AMD Radeon HD 6250, AMD Radeon HD 6250 Graphics",NA,Radeon HD 6250
,,211,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+6230&id=2715,ATI Radeon HD 6230,NA,Radeon HD 6230
"Bus Interface: PCIe 2.1 x16, Max Memory Size: 2048 MB, Core Clock(s): 725,725 MHz, Memory Clock(s): 1000,1000 MHz, Graphics API Support: DirectX 11 OpenGL 4.4 Max TDP: 294 W",,2589,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+5970&id=20,ATI Radeon HD 5970,7.85,Radeon HD 5970
"Bus Interface: PCIe 2.1 x16, Max Memory Size: 2048 MB, Core Clock(s): 850,850 MHz, Memory Clock(s): 1200,1200 MHz, Graphics API Support: DirectX 11 OpenGL 4.4 Max TDP: 228 W",,2595,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+5870&id=48,ATI Radeon HD 5870,25.95,Radeon HD 5870
"Bus Interface: PCIe 2.1 x16, Max Memory Size: 2048 MB, Core Clock(s): 725,725 MHz, Memory Clock(s): 1000,1000 MHz, Graphics API Support: DirectX 11 OpenGL 4.4 Max TDP: 151 W",,2252,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+5850&id=47,ATI Radeon HD 5850,28.15,Radeon HD 5850
"Bus Interface: PCIe 2.1 x16, Max Memory Size: 1024 MB, Core Clock(s): 800 MHz, Memory Clock(s): 1000 MHz, Graphics API Support: DirectX 11 OpenGL 4.4 Max TDP: 175 W",,2028,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+5830&id=69,ATI Radeon HD 5830,12.68,Radeon HD 5830
"Bus Interface: PCIe 2.1 x16, Max Memory Size: 2048 MB, Core Clock(s): 650 MHz, Memory Clock(s): 400, 900 MHz, Graphics API Support: DirectX 11.0 OpenGL 4.4 Max TDP: 108 W",,1684,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+5770&id=6,ATI Radeon HD 5770,14.52,Radeon HD 5770
"Bus Interface: PCIe 2.1 x16, Max Memory Size: 1024 MB, Core Clock(s): 700,700 MHz, Memory Clock(s): 1150,1150 MHz, Graphics API Support: DirectX 11 OpenGL 4.4 Max TDP: 86 W",,1399,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+5750&id=50,ATI Radeon HD 5750,20.16,Radeon HD 5750
"Bus Interface: PCIe 2.1 x16, Max Memory Size: 2048 MB, Core Clock(s): 775,775 MHz, Memory Clock(s): 800,1000 MHz, Graphics API Support: DirectX 11 OpenGL 4.4 Max TDP: 64 W",,1064,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+5670&id=28,"AMD Radeon HD 5670, ATI Radeon HD 5670, ATI Radeon HD 5670 (Engineering Sample - WDDM v1.20)",22.24,Radeon HD 5670
,,967,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+5600%2F5700&id=604,"AMD Radeon HD 5600/5700, ATI Radeon HD 5600/5700",NA,Radeon HD 5600/5700
"Bus Interface: PCIe 2.1 x16, Max Memory Size: 2048 MB, Core Clock(s): 650,650 MHz, Memory Clock(s): 400,900 MHz, Graphics API Support: DirectX 11 OpenGL 4.4 Max TDP: 39 W",,711,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+5570&id=80,"AMD Radeon HD 5570, ATI Radeon HD 5570",4.06,Radeon HD 5570
"Bus Interface: PCIe 2.1 x16, Max Memory Size: 2048 MB, Core Clock(s): 550,550,550 MHz, Memory Clock(s): 400,800,800 MHz, Graphics API Support: DirectX 11 OpenGL 4.4 Max TDP: 39 W",,540,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+5550&id=603,"AMD Radeon HD 5550, ASUS EAH5550 Series, ATI Radeon HD 5550",9.82,Radeon HD 5550
,,268,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+5470&id=3055,ATI Radeon HD 5470,NA,Radeon HD 5470
"Bus Interface: PCIe 2.1 x16, Max Memory Size: 2048 MB, Core Clock(s): 650 MHz, Memory Clock(s): 400,800 MHz, Graphics API Support: DirectX 11.0 OpenGL 4.4 Max TDP: 19.1 W",,231,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+5450&id=7,"AMD Radeon HD 5450, ASUS EAH5450 Series, ATI Radeon HD 5450, ATI Radeon HD 5450 (Engineering Sample - WDDM v1.20), ATI Radeon HD 5450 (Engineering Sample), ATI Radeon HD 5450 (корпорация Майкрософт — WDDM v1.20), VisionTek Radeon HD 5450",7.70,Radeon HD 5450
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 2048 MB, Core Clock(s): 850 MHz, Memory Clock(s): 975 MHz, Graphics API Support: DirectX 10.1 OpenGL 3.3 Max TDP: 190 W",,1536,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+4890&id=42,ATI Radeon HD 4890,13.96,Radeon HD 4890
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 1024 MB, Core Clock(s): 700 MHz, Memory Clock(s): 900 MHz, Graphics API Support: DirectX 10.1 OpenGL 3.3 Max TDP: 286 W",,1244,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+4870+X2&id=98,"AMD Radeon HD 4870 X2, ATI Radeon HD 4870 X2, ATI Radeon HD 4870 X2 (Engineering Sample  WDDM v",NA,Radeon HD 4870 X2
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 2048 MB, Core Clock(s): 750 MHz, Memory Clock(s): 900 MHz, Graphics API Support: DirectX 10.1 OpenGL 3.3 Max TDP: 150 W",,1375,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+4870&id=30,ATI Radeon HD 4870,22.92,Radeon HD 4870
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 1024 MB, Core Clock(s): 625 MHz, Memory Clock(s): 995 MHz, Graphics API Support: DirectX 10.1 OpenGL 3.3 Max TDP: 250 W",,1124,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+4850+X2&id=602,"AMD Radeon HD 4850 X2, ATI Radeon HD 4850 X2",NA,Radeon HD 4850 X2
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 2048 MB, Core Clock(s): 625 MHz, Memory Clock(s): 993 MHz, Graphics API Support: DirectX 10.1 OpenGL 3.3 Max TDP: 110 W",,1036,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+4850&id=24,ATI Radeon HD 4850,11.51,Radeon HD 4850
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 1024 MB, Core Clock(s): 575 MHz, Memory Clock(s): 900 MHz, Graphics API Support: DirectX 10.1 OpenGL 3.3 Max TDP: 95 W",,970,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+4830&id=57,ATI Radeon HD 4830,16.17,Radeon HD 4830
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 512 MB, Core Clock(s): 627,750 MHz, Memory Clock(s): 900,900 MHz, Graphics API Support: DirectX 10.1 OpenGL 3.3 Max TDP: 95 W",,791,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+4810&id=2829,ATI Radeon HD 4810,NA,Radeon HD 4810
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 512 MB, Core Clock(s): 750 MHz, Memory Clock(s): 800 MHz, Graphics API Support: DirectX 10.1 OpenGL 3.3 Max TDP: 80 W",,1054,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+4770&id=601,"ATI Radeon HD 4770, ATI Radeon HD 4770 (Engineering Sample - WDDM v1.1)",NA,Radeon HD 4770
"Bus Interface: PCIe 2.0 x16,AGP 8x, Max Memory Size: 1024 MB, Core Clock(s): 750,750 MHz, Memory Clock(s): 400,900,1000 MHz, Graphics API Support: DirectX 10.1 OpenGL 3.3 Max TDP: 59 W",,549,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+4670&id=12,"AMD Radeon HD 4670, ASUS EAH4670 series, ATI Radeon HD 4670",4.99,Radeon HD 4670
,,263,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+4650+AGP&id=597,ATI Radeon HD 4650 AGP,NA,Radeon HD 4650 AGP
"Bus Interface: PCIe 2.0 x16,AGP 8x, Max Memory Size: 1024 MB, Core Clock(s): 600,650 MHz, Memory Clock(s): 400,500,700 MHz, Graphics API Support: DirectX 10.1 OpenGL 3.3 Max TDP: 48 W",,347,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+4650&id=596,"AMD Radeon HD 4650, ASUS AH4650 Series, ATI Radeon HD 4650",2.78,Radeon HD 4650
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 1024 MB, Core Clock(s): 600 MHz, Memory Clock(s): 600,800 MHz, Graphics API Support: DirectX 10.1 OpenGL 3.3 Max TDP: 20 W",,252,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+4550&id=5,"AMD Radeon HD 4550, ATI Radeon HD 4550, ATI Radeon HD 4550 (Engineering Sample - WDDM v1.1), ATI Radeon HD 4550 (Microsoft Corporation WDDM 1.1) , ATI Radeon HD 4550 (корпорация Майкрософт — WDDM v1.1)",1.98,Radeon HD 4550
,,165,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+4330&id=110,ATI Radeon HD 4330,NA,Radeon HD 4330
,,155,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+4300%2F4500+Serisi&id=2945,ATI Radeon HD 4300/4500 Serisi,NA,Radeon HD 4300/4500 Serisi
"Bus Interface: HT 3.0, Max Memory Size: 512 MB, Core Clock(s): 700 MHz, Memory Clock(s): 1333 MHz, Graphics API Support: DirectX 10.1 OpenGL 3.3",,148,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+4290&id=592,ATI Radeon HD 4290,NA,Radeon HD 4290
,,113,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+4270&id=591,ATI Radeon HD 4270,NA,Radeon HD 4270
"Bus Interface: HT 3.0, Max Memory Size: 512 MB, Core Clock(s): 560 MHz, Memory Clock(s): 1333 MHz, Graphics API Support: DirectX 10.1 OpenGL 3.3",,129,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+4250&id=590,"ATI Radeon HD 4250, ATI Radeon HD 4250 (Engineering Sample - WDDM v1.1), ATI Radeon HD 4250 (Engineering Sample), ATI Radeon HD 4250 (корпорация Майкрософт — WDDM v1.1), ATI Radeon HD 4250 Graphics, ATI Radeon HD 4250(Microsoft Corporation - WDDM v1.1)",NA,Radeon HD 4250
"Bus Interface: HT 3.0, Max Memory Size: 512 MB, Core Clock(s): 500 MHz, Memory Clock(s): 1333 MHz, Graphics API Support: DirectX 10.1 OpenGL 3.3",,117,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+4200&id=25,"ATI Radeon HD 4200, ATI Radeon HD 4200 (Engineering Sample - WDDM v1.1, ATI Radeon HD 4200 (Engineering Sample), ATI Radeon HD 4200 (Microsoft Corporation - WDDM v1.1)",NA,Radeon HD 4200
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 512 MB, Core Clock(s): 825,825 MHz, Memory Clock(s): 900,1125 MHz, Graphics API Support: DirectX 10.1 OpenGL 3.3 Max TDP: 165 W",,879,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+3870+X2&id=589,ATI Radeon HD 3870 X2,NA,Radeon HD 3870 X2
"Bus Interface: PCIe 2.0 x16,AGP 8x, Max Memory Size: 1024 MB, Core Clock(s): 777,777 MHz, Memory Clock(s): 900,1126 MHz, Graphics API Support: DirectX 10.1 OpenGL 3.3 Max TDP: 106 W",,735,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+3870&id=10,ATI Radeon HD 3870,12.67,Radeon HD 3870
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 1024 MB, Core Clock(s): 668 MHz, Memory Clock(s): 828 MHz, Graphics API Support: DirectX 10.1 OpenGL 3.3 Max TDP: 349 W",,792,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+3850+X2&id=588,ATI Radeon HD 3850 X2,NA,Radeon HD 3850 X2
"Bus Interface: AGP 8x, Max Memory Size: 1024 MB, Core Clock(s): 668 MHz, Memory Clock(s): 830,900 MHz, Graphics API Support: DirectX 10.1 OpenGL 3.3 Max TDP: 75 W",,476,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+3850+AGP&id=44,ATI Radeon HD 3850 AGP,NA,Radeon HD 3850 AGP
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 1024 MB, Core Clock(s): 668 MHz, Memory Clock(s): 830,900 MHz, Graphics API Support: DirectX 10.1 OpenGL 3.3 Max TDP: 75 W",,540,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+3850&id=587,"ATI Radeon HD 3850, ATI Radeon HD 3850 (Engineering Sample - WDDM v1.1)",NA,Radeon HD 3850
,,254,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+3670&id=586,ATI Radeon HD 3670,NA,Radeon HD 3670
,,152,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+3650+AGP&id=585,ATI Radeon HD 3650 AGP,NA,Radeon HD 3650 AGP
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 512 MB, Core Clock(s): 800 MHz, Memory Clock(s): 950 MHz, Graphics API Support: DirectX 10.1 OpenGL 3.3 Max TDP: 30 W",,151,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+3470&id=583,ATI Radeon HD 3470,NA,Radeon HD 3470
"Bus Interface: PCIe 2.0 x16,AGP 8x, Max Memory Size: 512 MB, Core Clock(s): 600 MHz, Memory Clock(s): 500 MHz, Graphics API Support: DirectX 10.1 OpenGL 3.3 Max TDP: 25 W",,125,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+3450&id=581,"AMD Radeon HD 3450, ATI Radeon HD 3450",1.71,Radeon HD 3450
,,133,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+3300&id=580,"ATI Radeon HD 3300 Graphics, ATI Radeon HD 3300 Graphics (Engineering Sample - WDDM v1.1)",NA,Radeon HD 3300
,,84,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+3200&id=46,"ATI Radeon HD 3200 Graphics, ATI Radeon HD 3200 Graphics (Engineering Sample , ATI Radeon HD 3200 Graphics (Engineering Sample -, ATI Radeon HD 3200 Graphics (Engineering Sample - WDDM v1.1), ATI Radeon HD 3200 Graphics (Engineering Sample), ATI Radeon HD 3200 Graphics (Microsoft Corporation - WDDM v1.1), ATI Radeon HD 3200 Graphics (Prerelease - WDDM 1.1",NA,Radeon HD 3200
