core,name,clock,price,rank,link,other_name,g3d_mark,description
Description:Socket:FCBGA1168Clockspeed:1.8 GHzTurbo Speed:2.9 GHz2 (2 logical cores per physical)Max TDP:15 W,Intel Core i5-5350U @ 1.80GHz,Description:Socket:FCBGA11681.8 GHzTurbo Speed:2.9 GHzNo of Cores:2 (2 logical cores per physical)Max TDP:15 W,,2493Single Thread Rating: 987,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-5350U+%40+1.80GHz&id=2530,Intel(R) Core(TM) i5-5350U CPU @ 1.80GHz,,Socket:FCBGA1168Clockspeed:1.8 GHzTurbo Speed:2.9 GHzNo of Cores:2 (2 logical cores per physical)Max TDP:15 W
Description:Socket:FCBGA1168Clockspeed:2.3 GHzTurbo Speed:2.9 GHz2 (2 logical cores per physical)Max TDP:15 W,Intel Core i5-5300U @ 2.30GHz,Description:Socket:FCBGA11682.3 GHzTurbo Speed:2.9 GHzNo of Cores:2 (2 logical cores per physical)Max TDP:15 W,,3756Single Thread Rating: 1538,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-5300U+%40+2.30GHz&id=2459,Intel(R) Core(TM) i5-5300U CPU @ 2.30GHz,,Socket:FCBGA1168Clockspeed:2.3 GHzTurbo Speed:2.9 GHzNo of Cores:2 (2 logical cores per physical)Max TDP:15 W
Description:Socket:FCBGA1168Clockspeed:2.9 GHzTurbo Speed:3.3 GHz2 (2 logical cores per physical)Max TDP:28 W,Intel Core i5-5287U @ 2.90GHz,Description:Socket:FCBGA11682.9 GHzTurbo Speed:3.3 GHzNo of Cores:2 (2 logical cores per physical)Max TDP:28 W,,4631Single Thread Rating: 1876,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-5287U+%40+2.90GHz&id=2575,Intel(R) Core(TM) i5-5287U CPU @ 2.90GHz,,Socket:FCBGA1168Clockspeed:2.9 GHzTurbo Speed:3.3 GHzNo of Cores:2 (2 logical cores per physical)Max TDP:28 W
Description:Socket:FCBGA1168Clockspeed:2.7 GHzTurbo Speed:3.1 GHz2 (2 logical cores per physical)Max TDP:23 W,Intel Core i5-5257U @ 2.70GHz,Description:Socket:FCBGA11682.7 GHzTurbo Speed:3.1 GHzNo of Cores:2 (2 logical cores per physical)Max TDP:23 W,,4333Single Thread Rating: 1705,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-5257U+%40+2.70GHz&id=2504,Intel(R) Core(TM) i5-5257U CPU @ 2.70GHz,,Socket:FCBGA1168Clockspeed:2.7 GHzTurbo Speed:3.1 GHzNo of Cores:2 (2 logical cores per physical)Max TDP:23 W
Description:Socket:BGA1288Clockspeed:1.9 GHzTurbo Speed:1.9 GHz2 (2 logical cores per physical)Max TDP:18 W,Intel Core i5-520UM @ 1.07GHz,Description:Socket:BGA12881.9 GHzTurbo Speed:1.9 GHzNo of Cores:2 (2 logical cores per physical)Max TDP:18 W,,1394Single Thread Rating: 654,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-520UM+%40+1.07GHz&id=785,Intel(R) Core(TM) i5 CPU U 520 @ 1.07GHz,,Socket:BGA1288Clockspeed:1.9 GHzTurbo Speed:1.9 GHzNo of Cores:2 (2 logical cores per physical)Max TDP:18 W
Description:Socket:FCBGA1168Clockspeed:1.6 GHzTurbo Speed:2.7 GHz2 (2 logical cores per physical)Max TDP:15 W,Intel Core i5-5250U @ 1.60GHz,Description:Socket:FCBGA11681.6 GHzTurbo Speed:2.7 GHzNo of Cores:2 (2 logical cores per physical)Max TDP:15 W,,3566Single Thread Rating: 1446,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-5250U+%40+1.60GHz&id=2478,Intel(R) Core(TM) i5-5250U CPU @ 1.60GHz,,Socket:FCBGA1168Clockspeed:1.6 GHzTurbo Speed:2.7 GHzNo of Cores:2 (2 logical cores per physical)Max TDP:15 W
Description:Socket:BGA1288Clockspeed:2.9 GHzTurbo Speed:2.9 GHz2 (2 logical cores per physical)Max TDP:35 W,Intel Core i5-520M @ 2.40GHz,Description:Socket:BGA12882.9 GHzTurbo Speed:2.9 GHzNo of Cores:2 (2 logical cores per physical)Max TDP:35 W,,2395Single Thread Rating: 1058,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-520M+%40+2.40GHz&id=778,Intel(R) Core(TM) i5 CPU M 520 @ 2.40GHz,,Socket:BGA1288Clockspeed:2.9 GHzTurbo Speed:2.9 GHzNo of Cores:2 (2 logical cores per physical)Max TDP:35 W
Description:Socket:FCBGA1168Clockspeed:2.2 GHzTurbo Speed:2.7 GHz2 (2 logical cores per physical)Max TDP:15 W,Intel Core i5-5200U @ 2.20GHz,Description:Socket:FCBGA11682.2 GHzTurbo Speed:2.7 GHzNo of Cores:2 (2 logical cores per physical)Max TDP:15 W,,3483Single Thread Rating: 1418,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-5200U+%40+2.20GHz&id=2440,Intel(R) Core(TM) i5-5200U CPU @ 2.20GHz,,Socket:FCBGA1168Clockspeed:2.2 GHzTurbo Speed:2.7 GHzNo of Cores:2 (2 logical cores per physical)Max TDP:15 W
Description:Clockspeed:2.4 GHzTurbo Speed:2.9 GHz2 (2 logical cores per physical)Max TDP:35 W,Intel Core i5-520 @ 2.40GHz,Description:2.4 GHzTurbo Speed:2.9 GHzNo of Cores:2 (2 logical cores per physical)Max TDP:35 W,,2244,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-520+%40+2.40GHz&id=766,Intel(R) Core(TM) i5 CPU 520 @ 2.40GHz,,Clockspeed:2.4 GHzTurbo Speed:2.9 GHzNo of Cores:2 (2 logical cores per physical)Max TDP:35 W
Description:Socket:BGA1288Clockspeed:2.9 GHzTurbo Speed:2.9 GHz2 (2 logical cores per physical)Max TDP:35 W,Intel Core i5-480M @ 2.67GHz,Description:Socket:BGA12882.9 GHzTurbo Speed:2.9 GHzNo of Cores:2 (2 logical cores per physical)Max TDP:35 W,,2439Single Thread Rating: 1122,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-480M+%40+2.67GHz&id=777,Intel(R) Core(TM) i5 CPU M 480 @ 2.67GHz,,Socket:BGA1288Clockspeed:2.9 GHzTurbo Speed:2.9 GHzNo of Cores:2 (2 logical cores per physical)Max TDP:35 W
Description:Socket:BGA1288Clockspeed:1.9 GHzTurbo Speed:1.9 GHz2 (2 logical cores per physical)Max TDP:18 W,Intel Core i5-470UM @ 1.33GHz,Description:Socket:BGA12881.9 GHzTurbo Speed:1.9 GHzNo of Cores:2 (2 logical cores per physical)Max TDP:18 W,,1278Single Thread Rating: 592,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-470UM+%40+1.33GHz&id=784,Intel(R) Core(TM) i5 CPU U 470 @ 1.33GHz,,Socket:BGA1288Clockspeed:1.9 GHzTurbo Speed:1.9 GHzNo of Cores:2 (2 logical cores per physical)Max TDP:18 W
Description:Socket:LGA1150Clockspeed:2.5 GHzTurbo Speed:3.5 GHz4Max TDP:45 W,Intel Core i5-4690T @ 2.50GHz,Description:Socket:LGA11502.5 GHzTurbo Speed:3.5 GHzNo of Cores:4Max TDP:45 W,,6680Single Thread Rating: 2048,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-4690T+%40+2.50GHz&id=2437,Intel(R) Core(TM) i5-4690T CPU @ 2.50GHz,,Socket:LGA1150Clockspeed:2.5 GHzTurbo Speed:3.5 GHzNo of Cores:4Max TDP:45 W
Description:Socket:LGA1150Clockspeed:3.2 GHzTurbo Speed:3.9 GHz4Max TDP:65 W,Intel Core i5-4690S @ 3.20GHz,Description:Socket:LGA11503.2 GHzTurbo Speed:3.9 GHzNo of Cores:4Max TDP:65 W,,7328Single Thread Rating: 2205,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-4690S+%40+3.20GHz&id=2241,Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz,,Socket:LGA1150Clockspeed:3.2 GHzTurbo Speed:3.9 GHzNo of Cores:4Max TDP:65 W
Description:Socket:LGA1150Clockspeed:3.5 GHzTurbo Speed:3.9 GHz4Max TDP:88 W,Intel Core i5-4690K @ 3.50GHz,Description:Socket:LGA11503.5 GHzTurbo Speed:3.9 GHzNo of Cores:4Max TDP:88 W,,7692Single Thread Rating: 2231,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-4690K+%40+3.50GHz&id=2284,Intel(R) Core(TM) i5-4690K CPU @ 3.50GHz,,Socket:LGA1150Clockspeed:3.5 GHzTurbo Speed:3.9 GHzNo of Cores:4Max TDP:88 W
Description:Socket:LGA1150Clockspeed:3.5 GHzTurbo Speed:3.9 GHz4Max TDP:84 W,Intel Core i5-4690 @ 3.50GHz,Description:Socket:LGA11503.5 GHzTurbo Speed:3.9 GHzNo of Cores:4Max TDP:84 W,,7547Single Thread Rating: 2210,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-4690+%40+3.50GHz&id=2236,Intel(R) Core(TM) i5-4690 CPU @ 3.50GHz,,Socket:LGA1150Clockspeed:3.5 GHzTurbo Speed:3.9 GHzNo of Cores:4Max TDP:84 W
Description:Socket:FCLGA1150Clockspeed:2.3 GHzTurbo Speed:3.3 GHz4Max TDP:45 W,Intel Core i5-4670T @ 2.30GHz,Description:Socket:FCLGA11502.3 GHzTurbo Speed:3.3 GHzNo of Cores:4Max TDP:45 W,,6229Single Thread Rating: 1888,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-4670T+%40+2.30GHz&id=1966,Intel(R) Core(TM) i5-4670T CPU @ 2.30GHz,,Socket:FCLGA1150Clockspeed:2.3 GHzTurbo Speed:3.3 GHzNo of Cores:4Max TDP:45 W
Description:Socket:LGA1150Clockspeed:3.1 GHzTurbo Speed:2.8 GHz4Max TDP:65 W,Intel Core i5-4670S @ 3.10GHz,Description:Socket:LGA11503.1 GHzTurbo Speed:2.8 GHzNo of Cores:4Max TDP:65 W,,6436Single Thread Rating: 1913,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-4670S+%40+3.10GHz&id=2004,Intel(R) Core(TM) i5-4670S CPU @ 3.10GHz,,Socket:LGA1150Clockspeed:3.1 GHzTurbo Speed:2.8 GHzNo of Cores:4Max TDP:65 W
Description:Socket:LGA1150Clockspeed:3.4 GHzTurbo Speed:3.8 GHz4Max TDP:84 W,Intel Core i5-4670K CPT @ 3.40GHz,Description:Socket:LGA11503.4 GHzTurbo Speed:3.8 GHzNo of Cores:4Max TDP:84 W,,7411Single Thread Rating: 2099,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-4670K+CPT+%40+3.40GHz&id=2452,Intel(R) C/re(TM) i5-4670K CPT @ 3.40GHz,,Socket:LGA1150Clockspeed:3.4 GHzTurbo Speed:3.8 GHzNo of Cores:4Max TDP:84 W
Description:Socket:LGA1150Clockspeed:3.4 GHzTurbo Speed:3.8 GHz4Max TDP:84 W,Intel Core i5-4670K @ 3.40GHz,Description:Socket:LGA11503.4 GHzTurbo Speed:3.8 GHzNo of Cores:4Max TDP:84 W,,7604Single Thread Rating: 2198,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-4670K+%40+3.40GHz&id=1921,Intel(R) Core(TM) i5-4670K CPU @ 3.40GHz,,Socket:LGA1150Clockspeed:3.4 GHzTurbo Speed:3.8 GHzNo of Cores:4Max TDP:84 W
Description:Socket:LGA1150Clockspeed:3.4 GHzTurbo Speed:3.8 GHz4Max TDP:84 W,Intel Core i5-4670 @ 3.40GHz,Description:Socket:LGA11503.4 GHzTurbo Speed:3.8 GHzNo of Cores:4Max TDP:84 W,,7347Single Thread Rating: 2153,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-4670+%40+3.40GHz&id=1933,Intel(R) Core(TM) i5-4670 CPU @ 3.40GHz,,Socket:LGA1150Clockspeed:3.4 GHzTurbo Speed:3.8 GHzNo of Cores:4Max TDP:84 W
Description:Socket:LGA1150Clockspeed:2.0 GHzTurbo Speed:3.0 GHz4Max TDP:35 W,Intel Core i5-4590T @ 2.00GHz,Description:Socket:LGA11502.0 GHzTurbo Speed:3.0 GHzNo of Cores:4Max TDP:35 W,,5465Single Thread Rating: 1693,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-4590T+%40+2.00GHz&id=2276,Intel(R) Core(TM) i5-4590T CPU @ 2.00GHz,,Socket:LGA1150Clockspeed:2.0 GHzTurbo Speed:3.0 GHzNo of Cores:4Max TDP:35 W
Description:Socket:BGA1288Clockspeed:2.8 GHzTurbo Speed:2.8 GHz2 (2 logical cores per physical)Max TDP:35 W,Intel Core i5-460M @ 2.53GHz,Description:Socket:BGA12882.8 GHzTurbo Speed:2.8 GHzNo of Cores:2 (2 logical cores per physical)Max TDP:35 W,,2346Single Thread Rating: 1070,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-460M+%40+2.53GHz&id=776,Intel(R) Core(TM) i5 CPU M 460 @ 2.53GHz,,Socket:BGA1288Clockspeed:2.8 GHzTurbo Speed:2.8 GHzNo of Cores:2 (2 logical cores per physical)Max TDP:35 W
Description:Socket:LGA1150Clockspeed:3.0 GHzTurbo Speed:3.7 GHz4Max TDP:65 W,Intel Core i5-4590S @ 3.00GHz,Description:Socket:LGA11503.0 GHzTurbo Speed:3.7 GHzNo of Cores:4Max TDP:65 W,,6934Single Thread Rating: 2097,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-4590S+%40+3.00GHz&id=2227,Intel(R) Core(TM) i5-4590S CPU @ 3.00GHz,,Socket:LGA1150Clockspeed:3.0 GHzTurbo Speed:3.7 GHzNo of Cores:4Max TDP:65 W
Description:Socket:LGA1150Clockspeed:3.3 GHzTurbo Speed:3.7 GHz4Max TDP:84 W,Intel Core i5-4590 @ 3.30GHz,Description:Socket:LGA11503.3 GHzTurbo Speed:3.7 GHzNo of Cores:4Max TDP:84 W,,7177Single Thread Rating: 2113,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-4590+%40+3.30GHz&id=2234,Intel(R) Core(TM) i5-4590 CPU @ 3.30GHz,,Socket:LGA1150Clockspeed:3.3 GHzTurbo Speed:3.7 GHzNo of Cores:4Max TDP:84 W
Description:Socket:LGA1150Clockspeed:2.7 GHzTurbo Speed:3.3 GHz2 (2 logical cores per physical)Max TDP:35 W,Intel Core i5-4570TE @ 2.70GHz,Description:Socket:LGA11502.7 GHzTurbo Speed:3.3 GHzNo of Cores:2 (2 logical cores per physical)Max TDP:35 W,,3433Single Thread Rating: 1138,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-4570TE+%40+2.70GHz&id=2338,Intel(R) Core(TM) i5-4570TE CPU @ 2.70GHz,,Socket:LGA1150Clockspeed:2.7 GHzTurbo Speed:3.3 GHzNo of Cores:2 (2 logical cores per physical)Max TDP:35 W
Description:Socket:LGA1150Clockspeed:2.9 GHzTurbo Speed:3.6 GHz2 (2 logical cores per physical)Max TDP:35 W,Intel Core i5-4570T @ 2.90GHz,Description:Socket:LGA11502.9 GHzTurbo Speed:3.6 GHzNo of Cores:2 (2 logical cores per physical)Max TDP:35 W,,4762Single Thread Rating: 2005,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-4570T+%40+2.90GHz&id=2041,Intel(R) Core(TM) i5-4570T CPU @ 2.90GHz,,Socket:LGA1150Clockspeed:2.9 GHzTurbo Speed:3.6 GHzNo of Cores:2 (2 logical cores per physical)Max TDP:35 W
Description:Socket:LGA1150Clockspeed:2.9 GHzTurbo Speed:3.6 GHz4Max TDP:65 W,Intel Core i5-4570S @ 2.90GHz,Description:Socket:LGA11502.9 GHzTurbo Speed:3.6 GHzNo of Cores:4Max TDP:65 W,,6608Single Thread Rating: 1989,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-4570S+%40+2.90GHz&id=1925,Intel(R) Core(TM) i5-4570S CPU @ 2.90GHz,,Socket:LGA1150Clockspeed:2.9 GHzTurbo Speed:3.6 GHzNo of Cores:4Max TDP:65 W
Description:Socket:FCBGA1364Clockspeed:2.7 GHzTurbo Speed:3.2 GHz4Max TDP:65 W,Intel Core i5-4570R @ 2.70GHz,Description:Socket:FCBGA13642.7 GHzTurbo Speed:3.2 GHzNo of Cores:4Max TDP:65 W,,6500Single Thread Rating: 1858,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-4570R+%40+2.70GHz&id=2065,Intel(R) Core(TM) i5-4570R CPU @ 2.70GHz,,Socket:FCBGA1364Clockspeed:2.7 GHzTurbo Speed:3.2 GHzNo of Cores:4Max TDP:65 W
Description:Socket:LGA1150Clockspeed:3.2 GHzTurbo Speed:3.6 GHz4Max TDP:84 W,Intel Core i5-4570 @ 3.20GHz,Description:Socket:LGA11503.2 GHzTurbo Speed:3.6 GHzNo of Cores:4Max TDP:84 W,,7010Single Thread Rating: 2054,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-4570+%40+3.20GHz&id=1896,Intel(R) Core(TM) i5-4570 CPU @ 3.20GHz,,Socket:LGA1150Clockspeed:3.2 GHzTurbo Speed:3.6 GHzNo of Cores:4Max TDP:84 W
Description:Socket:PGA988AClockspeed:2.4 GHzTurbo Speed:2.7 GHz2 (2 logical cores per physical)Max TDP:35 W,Intel Core i5-450M @ 2.40GHz,Description:Socket:PGA988A2.4 GHzTurbo Speed:2.7 GHzNo of Cores:2 (2 logical cores per physical)Max TDP:35 W,,2133Single Thread Rating: 958,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-450M+%40+2.40GHz&id=3,Intel(R) Core(TM) i5 CPU M 450 @ 2.40GHz,,Socket:PGA988AClockspeed:2.4 GHzTurbo Speed:2.7 GHzNo of Cores:2 (2 logical cores per physical)Max TDP:35 W
Description:Socket:LGA1150Clockspeed:1.9 GHzTurbo Speed:2.7 GHz4Max TDP:35 W,Intel Core i5-4460T @ 1.90GHz,Description:Socket:LGA11501.9 GHzTurbo Speed:2.7 GHzNo of Cores:4Max TDP:35 W,,4870Single Thread Rating: 1514,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-4460T+%40+1.90GHz&id=2370,Intel(R) Core(TM) i5-4460T CPU @ 1.90GHz,,Socket:LGA1150Clockspeed:1.9 GHzTurbo Speed:2.7 GHzNo of Cores:4Max TDP:35 W
Description:Socket:LGA1150Clockspeed:2.9 GHzTurbo Speed:3.4 GHz4Max TDP:65 W,Intel Core i5-4460S @ 2.90GHz,Description:Socket:LGA11502.9 GHzTurbo Speed:3.4 GHzNo of Cores:4Max TDP:65 W,,6322Single Thread Rating: 1916,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-4460S+%40+2.90GHz&id=2232,Intel(R) Core(TM) i5-4460S CPU @ 2.90GHz,,Socket:LGA1150Clockspeed:2.9 GHzTurbo Speed:3.4 GHzNo of Cores:4Max TDP:65 W
Description:Socket:LGA1150Clockspeed:3.2 GHzTurbo Speed:3.4 GHz4Max TDP:84 W,Intel Core i5-4460 @ 3.20GHz,Description:Socket:LGA11503.2 GHzTurbo Speed:3.4 GHzNo of Cores:4Max TDP:84 W,,6602Single Thread Rating: 1947,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-4460+%40+3.20GHz&id=2230,Intel(R) Core(TM) i5-4460 CPU @ 3.20GHz,,Socket:LGA1150Clockspeed:3.2 GHzTurbo Speed:3.4 GHzNo of Cores:4Max TDP:84 W
Description:Socket:LGA1150Clockspeed:2.8 GHzTurbo Speed:3.3 GHz4Max TDP:65 W,Intel Core i5-4440S @ 2.80GHz,Description:Socket:LGA11502.8 GHzTurbo Speed:3.3 GHzNo of Cores:4Max TDP:65 W,,6111Single Thread Rating: 1859,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-4440S+%40+2.80GHz&id=2119,Intel(R) Core(TM) i5-4440S CPU @ 2.80GHz,,Socket:LGA1150Clockspeed:2.8 GHzTurbo Speed:3.3 GHzNo of Cores:4Max TDP:65 W
Description:Socket:FCLGA1150Clockspeed:3.1 GHzTurbo Speed:3.3 GHz4Max TDP:84 W,Intel Core i5-4440 @ 3.10GHz,Description:Socket:FCLGA11503.1 GHzTurbo Speed:3.3 GHzNo of Cores:4Max TDP:84 W,,6399Single Thread Rating: 1875,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-4440+%40+3.10GHz&id=2017,Intel(R) Core(TM) i5-4440 CPU @ 3.10GHz,,Socket:FCLGA1150Clockspeed:3.1 GHzTurbo Speed:3.3 GHzNo of Cores:4Max TDP:84 W
Description:Socket:LGA1150Clockspeed:2.7 GHzTurbo Speed:3.2 GHz4Max TDP:65 W,Intel Core i5-4430S @ 2.70GHz,Description:Socket:LGA11502.7 GHzTurbo Speed:3.2 GHzNo of Cores:4Max TDP:65 W,,5921Single Thread Rating: 1788,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-4430S+%40+2.70GHz&id=2111,Intel(R) Core(TM) i5-4430S CPU @ 2.70GHz,,Socket:LGA1150Clockspeed:2.7 GHzTurbo Speed:3.2 GHzNo of Cores:4Max TDP:65 W
Description:Socket:LGA1150Clockspeed:3.0 GHzTurbo Speed:3.2 GHz4Max TDP:84 W,Intel Core i5-4430 @ 3.00GHz,Description:Socket:LGA11503.0 GHzTurbo Speed:3.2 GHzNo of Cores:4Max TDP:84 W,,6237Single Thread Rating: 1822,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-4430+%40+3.00GHz&id=1924,Intel(R) Core(TM) i5-4430 CPU @ 3.00GHz,,Socket:LGA1150Clockspeed:3.0 GHzTurbo Speed:3.2 GHzNo of Cores:4Max TDP:84 W
Description:Socket:FCBGA1364Clockspeed:1.6 GHzTurbo Speed:2.7 GHz2 (2 logical cores per physical)Max TDP:25 W,Intel Core i5-4402E @ 1.60GHz,Description:Socket:FCBGA13641.6 GHzTurbo Speed:2.7 GHzNo of Cores:2 (2 logical cores per physical)Max TDP:25 W,,3947Single Thread Rating: 1552,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-4402E+%40+1.60GHz&id=2697,Intel(R) Core(TM) i5-4402E CPU @ 1.60GHz,,Socket:FCBGA1364Clockspeed:1.6 GHzTurbo Speed:2.7 GHzNo of Cores:2 (2 logical cores per physical)Max TDP:25 W
Description:Socket:BGA1364Clockspeed:2.7 GHz2 (2 logical cores per physical)Max TDP:37 W,Intel Core i5-4400E @ 2.70GHz,Description:Socket:BGA13642.7 GHzNo of Cores:2 (2 logical cores per physical)Max TDP:37 W,,1271Single Thread Rating: 476,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-4400E+%40+2.70GHz&id=2188,Intel(R) Core(TM) i5-4400E CPU @ 2.70GHz,,Socket:BGA1364Clockspeed:2.7 GHzNo of Cores:2 (2 logical cores per physical)Max TDP:37 W
Description:Socket:BGA1168Clockspeed:1.4 GHzTurbo Speed:2.9 GHz2 (2 logical cores per physical)Max TDP:15 W,Intel Core i5-4350U @ 1.40GHz,Description:Socket:BGA11681.4 GHzTurbo Speed:2.9 GHzNo of Cores:2 (2 logical cores per physical)Max TDP:15 W,,3610Single Thread Rating: 1522,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-4350U+%40+1.40GHz&id=2010,Intel(R) Core(TM) i5-4350U CPU @ 1.40GHz,,Socket:BGA1168Clockspeed:1.4 GHzTurbo Speed:2.9 GHzNo of Cores:2 (2 logical cores per physical)Max TDP:15 W
Description:Clockspeed:2.9 GHzTurbo Speed:3.6 GHz2 (2 logical cores per physical)Max TDP:37 W,Intel Core i5-4340M @ 2.90GHz,Description:2.9 GHzTurbo Speed:3.6 GHzNo of Cores:2 (2 logical cores per physical)Max TDP:37 W,,4936Single Thread Rating: 2062,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-4340M+%40+2.90GHz&id=2274,Intel(R) Core(TM) i5-4340M CPU @ 2.90GHz,,Clockspeed:2.9 GHzTurbo Speed:3.6 GHzNo of Cores:2 (2 logical cores per physical)Max TDP:37 W
Description:Clockspeed:2.8 GHzTurbo Speed:3.5 GHz2 (2 logical cores per physical)Max TDP:37 W,Intel Core i5-4330M @ 2.80GHz,Description:2.8 GHzTurbo Speed:3.5 GHzNo of Cores:2 (2 logical cores per physical)Max TDP:37 W,,4686Single Thread Rating: 1928,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-4330M+%40+2.80GHz&id=2055,Intel(R) Core(TM) i5-4330M CPU @ 2.80GHz,,Clockspeed:2.8 GHzTurbo Speed:3.5 GHzNo of Cores:2 (2 logical cores per physical)Max TDP:37 W
Description:Socket:FCBGA1168Clockspeed:2.0 GHzTurbo Speed:3.0 GHz2 (2 logical cores per physical)Max TDP:15 W,Intel Core i5-4310U @ 2.00GHz,Description:Socket:FCBGA11682.0 GHzTurbo Speed:3.0 GHzNo of Cores:2 (2 logical cores per physical)Max TDP:15 W,,3693Single Thread Rating: 1587,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-4310U+%40+2.00GHz&id=2207,Intel(R) Core(TM) i5-4310U CPU @ 2.00GHz,,Socket:FCBGA1168Clockspeed:2.0 GHzTurbo Speed:3.0 GHzNo of Cores:2 (2 logical cores per physical)Max TDP:15 W
Description:Clockspeed:2.7 GHzTurbo Speed:3.4 GHz2 (2 logical cores per physical)Max TDP:37 W,Intel Core i5-4310M @ 2.70GHz,Description:2.7 GHzTurbo Speed:3.4 GHzNo of Cores:2 (2 logical cores per physical)Max TDP:37 W,,4545Single Thread Rating: 1855,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-4310M+%40+2.70GHz&id=2235,Intel(R) Core(TM) i5-4310M CPU @ 2.70GHz,,Clockspeed:2.7 GHzTurbo Speed:3.4 GHzNo of Cores:2 (2 logical cores per physical)Max TDP:37 W
Description:Socket:BGA1288Clockspeed:1.7 GHzTurbo Speed:1.7 GHz2 (2 logical cores per physical)Max TDP:18 W,Intel Core i5-430UM @ 1.20GHz,Description:Socket:BGA12881.7 GHzTurbo Speed:1.7 GHzNo of Cores:2 (2 logical cores per physical)Max TDP:18 W,,1336Single Thread Rating: 597,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-430UM+%40+1.20GHz&id=783,Intel(R) Core(TM) i5 CPU U 430 @ 1.20GHz,,Socket:BGA1288Clockspeed:1.7 GHzTurbo Speed:1.7 GHzNo of Cores:2 (2 logical cores per physical)Max TDP:18 W
Description:Socket:BGA1288Clockspeed:2.5 GHzTurbo Speed:2.5 GHz2 (2 logical cores per physical)Max TDP:35 W,Intel Core i5-430M @ 2.27GHz,Description:Socket:BGA12882.5 GHzTurbo Speed:2.5 GHzNo of Cores:2 (2 logical cores per physical)Max TDP:35 W,,2116Single Thread Rating: 896,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-430M+%40+2.27GHz&id=775,Intel(R) Core(TM) i5 CPU M 430 @ 2.27GHz,,Socket:BGA1288Clockspeed:2.5 GHzTurbo Speed:2.5 GHzNo of Cores:2 (2 logical cores per physical)Max TDP:35 W
