memoria_max_meret,name,videokartya_memoria,processzor_orajel,memoria_foglalat,price,oprend,processzor_tipusa,memoria_tipusa,kijelzo_felbontas,link,videokartya_model,memoria_merete,videokartya_tipusa,processzor_modell,memoria_max_seb,kijelzo_meret
,<title>Acer Predator G9-791-78X0 W10 NX.Q09EC.001 Notebook Árak - Acer Predator G9-791-78X0 W10 NX.Q09EC.001 Laptop Akció</title>,4 GB,2.6 GHz,,"
          1 093 990 Ft
        ",Windows 10 Home,Intel Core i7,DDR3,3840 x 2160,http://www.arukereso.hu/notebook-c3100/acer/predator-g9-791-78x0-w10-nx-q09ec-001-p327265871/,Nvidia GeForce GTX 980M,32 GB,Dedikált,6700HQ,2133 MHz,"17.3"""
,<title>MSI GP72-2QEi781 Notebook Árak - MSI GP72-2QEi781 Laptop Akció</title>,2 GB,2.7 GHz,,"
          308 015 Ft-tól
      ",Windows 10 Home,Intel Core i7,DDR3,1920 x 1080,http://www.arukereso.hu/notebook-c3100/msi/gp72-2qei781-p300329033/,Nvidia GeForce GTX 950M,8 GB,Dedikált,5700HQ,1600 MHz,"17.3"""
16 GB,<title>Dell Inspiron 5558 INSP5558-79 Notebook Árak - Dell Inspiron 5558 INSP5558-79 Laptop Akció</title>,4 GB,2.4 GHz,2,"
          208 255 Ft-tól
      ",Linux,Intel Core i7,DDR3,1366 x 768,http://www.arukereso.hu/notebook-c3100/dell/inspiron-5558-insp5558-79-p316523679/,Nvidia GeForce 920M,8 GB,Dedikált,5500U,1600 MHz,"15.6"""
,<title>HP OMEN 15-ax001nc W7R18EA Notebook Árak - HP OMEN 15-ax001nc W7R18EA Laptop Akció</title>,4 GB,2.6 GHz,,"
          400 990 Ft-tól
      ",Windows 10 Home,Intel Core i7,,1920 x 1080,http://www.arukereso.hu/notebook-c3100/hp/omen-15-ax001nc-w7r18ea-p340134218/,Nvidia GeForce GTX 965M,8 GB,Dedikált,6700HQ,2133 MHz,"15.6"""
,<title>Dell Latitude E5470 DE5470-677537A-11 Notebook Árak - Dell Latitude E5470 DE5470-677537A-11 Laptop Akció</title>,2 GB,2.6 GHz,,"
          428 000 Ft-tól
      ",Windows 10 Pro,Intel Core i7,DDR4,1920 x 1080,http://www.arukereso.hu/notebook-c3100/dell/latitude-e5470-de5470-677537a-11-p339435278/,AMD Radeon R7 M360,8 GB,Dedikált,6600U,2133 MHz,"14"""
,<title>Lenovo IdeaPad Yoga 700 80QD00CFCK Notebook Árak - Lenovo IdeaPad Yoga 700 80QD00CFCK Laptop Akció</title>,2 GB,2.5 GHz,,"
          394 990 Ft
        ",,Intel Core i7,DDR3,1920 x 1080,http://www.arukereso.hu/notebook-c3100/lenovo/ideapad-yoga-700-80qd00cfck-p334743806/,Nvidia GeForce 940M,8 GB,Dedikált,6500U,1600 MHz,"14"""
,<title>ASUS F550JX-DM247D Notebook Árak - ASUS F550JX-DM247D Laptop Akció</title>,4 GB,2.6 GHz,1,"
          229 900 Ft
        ",Operációs rendszer nélkül,Intel Core i7,DDR3,1920 x 1080,http://www.arukereso.hu/notebook-c3100/asus/f550jx-dm247d-p327727941/,Nvidia GeForce GTX 950M,8 GB,Dedikált,4720HQ,1600 MHz,"15.6"""
,<title>ASUS ROG GL502VY-FY024T Notebook Árak - ASUS ROG GL502VY-FY024T Laptop Akció</title>,8 GB,2.6 GHz,,"
          788 990 Ft
        ",Windows 10 Home,Intel Core i7,,1920 x 1080,http://www.arukereso.hu/notebook-c3100/asus/rog-gl502vy-fy024t-p343065112/,Nvidia GeForce GTX 980M,32 GB,Dedikált,6700HQ,2133 MHz,"15.6"""
,<title>MSI GE62 2QC-661XHU Notebook Árak - MSI GE62 2QC-661XHU Laptop Akció</title>,2 GB,2.7 GHz,,"
          271 900 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i7,DDR3,1920 x 1080,http://www.arukereso.hu/notebook-c3100/msi/ge62-2qc-661xhu-p343862652/,Nvidia GeForce GTX 960M,8 GB,Dedikált,5700HQ,1600 MHz,"15.6"""
16 GB,<title>Toshiba Satellite L50-C-158 Notebook Árak - Toshiba Satellite L50-C-158 Laptop Akció</title>,2 GB,2.4 GHz,2,"
          204 990 Ft
        ",Operációs rendszer nélkül,Intel Core i7,DDR3,1366 x 768,http://www.arukereso.hu/notebook-c3100/toshiba/satellite-l50-c-158-p291012951/,Nvidia GeForce 930M,4 GB,Dedikált,5500U,1600 MHz,"15.6"""
,<title>Dell Alienware 17 AW17-13 Notebook Árak - Dell Alienware 17 AW17-13 Laptop Akció</title>,3 GB,2.6 GHz,,"
          891 642 Ft-tól
      ",Windows 10 Pro,Intel Core i7,DDR4,3840 x 2160,http://www.arukereso.hu/notebook-c3100/dell/alienware-17-aw17-13-p343322494/,Nvidia GeForce GTX 970M,16 GB,Dedikált,6700HQ,2133 MHz,"17.3"""
,<title>Lenovo IdeaPad G50-80 80E502C8HV Notebook Árak - Lenovo IdeaPad G50-80 80E502C8HV Laptop Akció</title>,2 GB,2.4 GHz,,"
          176 150 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i7,DDR3,1366 x 768,http://www.arukereso.hu/notebook-c3100/lenovo/ideapad-g50-80-80e502c8hv-p286382677/,AMD Radeon R5 M330,4 GB,Dedikált,5500U,1600 MHz,"15.6"""
16 GB,<title>Dell Inspiron 5559 208966 Notebook Árak - Dell Inspiron 5559 208966 Laptop Akció</title>,4 GB,2.5 GHz,2,"
          309 990 Ft-tól
      ",Windows 10 Home,Intel Core i7,DDR3,1366 x 768,http://www.arukereso.hu/notebook-c3100/dell/inspiron-5559-208966-p330223091/,AMD Radeon R5 M335,16 GB,Dedikált,6500U,1600 MHz,"15.6"""
,<title>ASUS VivoBook Pro N552VW-FW114D Notebook Árak - ASUS VivoBook Pro N552VW-FW114D Laptop Akció</title>,4 GB,2.6 GHz,,"
          319 761 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i7,DDR4,1920 x 1080,http://www.arukereso.hu/notebook-c3100/asus/vivobook-pro-n552vw-fw114d-p337860320/,Nvidia GeForce GTX 960M,4 GB,Dedikált,6700HQ,2133 MHz,"15.6"""
,<title>Dell Vostro 5459 MONET14SKL1605_010_UBU Notebook Árak - Dell Vostro 5459 MONET14SKL1605_010_UBU Laptop Akció</title>,2 GB,2.5 GHz,,"
          250 165 Ft-tól
      ",Linux,Intel Core i7,DDR3,1366 x 768,http://www.arukereso.hu/notebook-c3100/dell/vostro-5459-monet14skl1605-010-ubu-p329204577/,Nvidia GeForce 930M,8 GB,Dedikált,6500U,1600 MHz,"14"""
12 GB,<title>ASUS X550JX-XX292D Notebook Árak - ASUS X550JX-XX292D Laptop Akció</title>,2 GB,2 GHz,1,"
          209 900 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i7,DDR3,1366 x 768,http://www.arukereso.hu/notebook-c3100/asus/x550jx-xx292d-p327920669/,Nvidia GeForce GTX 950M,4 GB,Dedikált,4750HQ,1600 MHz,"15.6"""
24 GB,<title>ASUS ZenBook Pro UX501JW-CN522T Notebook Árak - ASUS ZenBook Pro UX501JW-CN522T Laptop Akció</title>,4 GB,2 GHz,1,"
          339 979 Ft-tól
      ",Windows 10 Home,Intel Core i7,DDR3,1920 x 1080,http://www.arukereso.hu/notebook-c3100/asus/zenbook-pro-ux501jw-cn522t-p330673565/,Nvidia GeForce GTX 960M,8 GB,Dedikált,4750HQ,1600 MHz,"15.6"""
,<title>HP Pavilion 15-ab208nh P1E97EA Notebook Árak - HP Pavilion 15-ab208nh P1E97EA Laptop Akció</title>,2 GB,2.4 GHz,,"
          179 990 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i7,DDR3,1366 x 768,http://www.arukereso.hu/notebook-c3100/hp/pavilion-15-ab208nh-p1e97ea-p310932355/,Nvidia GeForce 940M,4 GB,Dedikált,5500U,1600 MHz,"15.6"""
16 GB,<title>Dell Inspiron 5559 208964 Notebook Árak - Dell Inspiron 5559 208964 Laptop Akció</title>,4 GB,2.5 GHz,2,292 900 Ft       ,Operációs rendszer nélkül,Intel Core i7,DDR3,1920 x 1080,http://www.arukereso.hu/notebook-c3100/dell/inspiron-5559-208964-p327470415/,AMD Radeon R5 M335,16 GB,Dedikált,6500U,1600 MHz,"15.6"""
16 GB,<title>Dell Inspiron 5559 DI5559A4-6500-8GH1TW14BK-11 Notebook Árak - Dell Inspiron 5559 DI5559A4-6500-8GH1TW14BK-11 Laptop Akció</title>,4 GB,2.5 GHz,2,"
          234 550 Ft-tól
      ",Windows 10 Home,Intel Core i7,DDR3,1366 x 768,http://www.arukereso.hu/notebook-c3100/dell/inspiron-5559-di5559a4-6500-8gh1tw14bk-11-p327728039/,AMD Radeon R5 M335,8 GB,Dedikált,6500U,1600 MHz,"15.6"""
16 GB,<title>Dell Inspiron 5558 DI5558N4-5500-16GH2TDF4BG-11 Notebook Árak - Dell Inspiron 5558 DI5558N4-5500-16GH2TDF4BG-11 Laptop Akció</title>,4 GB,2.4 GHz,2,"
          269 900 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i7,DDR3,1920 x 1080,http://www.arukereso.hu/notebook-c3100/dell/inspiron-5558-di5558n4-5500-16gh2tdf4bg-11-p295511807/,Nvidia GeForce 920M,16 GB,Dedikált,5500U,1600 MHz,"15.6"""
,<title>ASUS ROG GL552VX-DM27T Notebook Árak - ASUS ROG GL552VX-DM27T Laptop Akció</title>,2 GB,2.6 GHz,,"
          254 990 Ft
        ",Windows 10 Home,Intel Core i7,,1920 x 1080,http://www.arukereso.hu/notebook-c3100/asus/rog-gl552vx-dm27t-p345382148/,,,Dedikált,,,"15.6"""
12 GB,<title>ASUS X556UB-XO036T Notebook Árak - ASUS X556UB-XO036T Laptop Akció</title>,2 GB,2.5 GHz,1,249 900 Ft       ,Windows 10 Home,Intel Core i7,DDR3,1366 x 768,http://www.arukereso.hu/notebook-c3100/asus/x556ub-xo036t-p339035190/,Nvidia GeForce 940M,8 GB,Dedikált,6500U,1600 MHz,"15.6"""
16 GB,<title>Lenovo IdeaPad 300 80Q700MBHV Notebook Árak - Lenovo IdeaPad 300 80Q700MBHV Laptop Akció</title>,2 GB,2.5 GHz,2,"
          189 900 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i7,DDR3,1366 x 768,http://www.arukereso.hu/notebook-c3100/lenovo/ideapad-300-80q700mbhv-p328888877/,AMD Radeon R5 M330,4 GB,Dedikált,6500U,1600 MHz,"15.6"""
,<title>ASUS VivoBook Pro N552VW-FW121D Notebook Árak - ASUS VivoBook Pro N552VW-FW121D Laptop Akció</title>,2 GB,2.6 GHz,,"
          308 560 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i7,DDR4,1920 x 1080,http://www.arukereso.hu/notebook-c3100/asus/vivobook-pro-n552vw-fw121d-p341129266/,Nvidia GeForce GTX 960M,4 GB,Dedikált,6700HQ,2133 MHz,"15.6"""
64 GB,<title>HP ZBook 17 G3 T7V38ES Notebook Árak - HP ZBook 17 G3 T7V38ES Laptop Akció</title>,2 GB,2.6 GHz,4,"
          409 790 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i7,DDR4,1920 x 1200,http://www.arukereso.hu/notebook-c3100/hp/zbook-17-g3-t7v38es-p332999747/,Nvidia Quadro M1000,8 GB,Dedikált,6700HQ,2133 MHz,"17.3"""
,<title>Lenovo IdeaPad 300 80Q70082CK Notebook Árak - Lenovo IdeaPad 300 80Q70082CK Laptop Akció</title>,2 GB,2.5 GHz,,"
          152 990 Ft-tól
      ",,Intel Core i7,DDR3,1366 x 768,http://www.arukereso.hu/notebook-c3100/lenovo/ideapad-300-80q70082ck-p335074914/,AMD Radeon R5 M330,4 GB,Dedikált,6500U,1600 MHz,"15.6"""
32 GB,<title>Acer Aspire V Nitro VN7-792G-71NE LIN NH.GCMEU.002 Notebook Árak - Acer Aspire V Nitro VN7-792G-71NE LIN NH.GCMEU.002 Laptop Akció</title>,4 GB,2.6 GHz,2,"
          385 195 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i7,DDR4,1920 x 1080,http://www.arukereso.hu/notebook-c3100/acer/aspire-v-nitro-vn7-792g-71ne-lin-nh-gcmeu-002-p342963210/,Nvidia GeForce GTX 965M,8 GB,Dedikált,6700HQ,2133 MHz,"17.3"""
64 GB,<title>Lenovo ThinkPad P50 20EN0005HV Notebook Árak - Lenovo ThinkPad P50 20EN0005HV Laptop Akció</title>,2 GB,2.6 GHz,4,"
          655 098 Ft-tól
      ",Windows 10 Pro,Intel Core i7,DDR4,1920 x 1080,http://www.arukereso.hu/notebook-c3100/lenovo/thinkpad-p50-20en0005hv-p333137283/,Nvidia Quadro M1000M,8 GB,Dedikált,6700HQ,2133 MHz,"15,6"""
,<title>ASUS ZenBook Pro UX501JW-CN266T Notebook Árak - ASUS ZenBook Pro UX501JW-CN266T Laptop Akció</title>,4 GB,2.6 GHz,,"
          380 990 Ft-tól
      ",,Intel Core i7,DDR3,1920 x 1080,http://www.arukereso.hu/notebook-c3100/asus/zenbook-pro-ux501jw-cn266t-p324681357/,Nvidia GeForce GTX 960M,8 GB,Dedikált,4720HQ,1600 MHz,"15.6"""
16 GB,<title>Dell Inspiron 5558 INSP5558-40 Notebook Árak - Dell Inspiron 5558 INSP5558-40 Laptop Akció</title>,4 GB,2.4 GHz,2,"
          249 900 Ft-tól
      ",Linux,Intel Core i7,DDR3,1920 x 1080,http://www.arukereso.hu/notebook-c3100/dell/inspiron-5558-insp5558-40-p293655525/,Nvidia GeForce 920M,16 GB,Dedikált,5500U,1600 MHz,"15.6"""
,<title>Lenovo ThinkPad W550s 20E10008HV Notebook Árak - Lenovo ThinkPad W550s 20E10008HV Laptop Akció</title>,2 GB,2.6 GHz,,"
          672 090 Ft-tól
      ",Windows 8.1 Pro,Intel Core i7,DDR3,2880 x 1620,http://www.arukereso.hu/notebook-c3100/lenovo/thinkpad-w550s-20e10008hv-p314459939/,Nvidia Quadro K620M,16 GB,Dedikált,5600U,1600 MHz,"15.6"""
,<title>Dell Inspiron 5558 179431 Notebook Árak - Dell Inspiron 5558 179431 Laptop Akció</title>,4 GB,2.4 GHz,,"
          249 900 Ft
        ",Linux,Intel Core i7,DDR3,1366 x 768,http://www.arukereso.hu/notebook-c3100/dell/inspiron-5558-179431-p283188103/,Nvidia GeForce 920M,16 GB,Dedikált,5500U,1600 MHz,"15.6"""
16 GB,<title>Dell Inspiron 5559 INSP5559-4 Notebook Árak - Dell Inspiron 5559 INSP5559-4 Laptop Akció</title>,4 GB,2.5 GHz,2,"
          273 830 Ft-tól
      ",Linux,Intel Core i7,DDR3,1920 x 1080,http://www.arukereso.hu/notebook-c3100/dell/inspiron-5559-insp5559-4-p328509843/,AMD Radeon R5 M335,16 GB,Dedikált,6500U,1600 MHz,"15.6"""
,<title>Dell Inspiron 5559 DI5559A4-6500-8GS25W1FT4SM-11 Notebook Árak - Dell Inspiron 5559 DI5559A4-6500-8GS25W1FT4SM-11 Laptop Akció</title>,4 GB,2.5 GHz,,"
          303 150 Ft-tól
      ",Windows 10 Home,Intel Core i7,DDR3,1920 x 1080,http://www.arukereso.hu/notebook-c3100/dell/inspiron-5559-di5559a4-6500-8gs25w1ft4sm-11-p334313018/,AMD Radeon R5 M335,8 GB,Dedikált,6500U,1600 MHz,"15.6"""
,<title>ASUS X555LB-DM592T Notebook Árak - ASUS X555LB-DM592T Laptop Akció</title>,2 GB,2.4 GHz,,"
          239 900 Ft-tól
      ",Windows 10 Home,Intel Core i7,DDR3,1920 x 1080,http://www.arukereso.hu/notebook-c3100/asus/x555lb-dm592t-p332997353/,Nvidia GeForce 940M,8 GB,Dedikált,5500U,1600 MHz,"15.6"""
32 GB,<title>ASUS VivoBook Pro N752VX-GC131T Notebook Árak - ASUS VivoBook Pro N752VX-GC131T Laptop Akció</title>,4 GB,2.6 GHz,2,"
          459 820 Ft
        ",Windows 10 Home,Intel Core i7,DDR4,1920 x 1080,http://www.arukereso.hu/notebook-c3100/asus/vivobook-pro-n752vx-gc131t-p332678367/,Nvidia GeForce GTX 950M,8 GB,Dedikált,6700HQ,2133 MHz,"17.3"""
32 GB,<title>Dell XPS 9550 206578 Notebook Árak - Dell XPS 9550 206578 Laptop Akció</title>,2 GB,2.6 GHz,2,"
          671 950 Ft
        ",Windows 10 Home,Intel Core i7,DDR3,3840 x 2160,http://www.arukereso.hu/notebook-c3100/dell/xps-9550-206578-p316915569/,Nvidia GeForce GTX 960M,16 GB,Dedikált,6700HQ,2133 MHz,"15.6"""
,<title>HP ProBook 470 G2 P5S25ES Notebook Árak - HP ProBook 470 G2 P5S25ES Laptop Akció</title>,2 GB,2.4 GHz,,"
          235 490 Ft
        ",Windows 10 Home,Intel Core i7,DDR3,1920 x 1080,http://www.arukereso.hu/notebook-c3100/hp/probook-470-g2-p5s25es-p319565375/,AMD Radeon R5 M255,4 GB,Dedikált,5500U,1600 MHz,"17.3"""
,<title>Lenovo IdeaPad B51-60 80LM00R2HV Notebook Árak - Lenovo IdeaPad B51-60 80LM00R2HV Laptop Akció</title>,2 GB,2.5 GHz,,"
          213 708 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i7,DDR3,1920 x 1080,http://www.arukereso.hu/notebook-c3100/lenovo/ideapad-b51-60-80lm00r2hv-p337858444/,AMD Radeon R5 M330,4 GB,Dedikált,6500U,1600 MHz,"15.6"""
,<title>ASUS ZenBook UX303UB-R4100T Notebook Árak - ASUS ZenBook UX303UB-R4100T Laptop Akció</title>,2 GB,,,"
          451 990 Ft
        ",Windows 10 Home,Intel Core i7,,1920 x 1080,http://www.arukereso.hu/notebook-c3100/asus/zenbook-ux303ub-r4100t-p327000305/,Nvidia GeForce 940M,12 GB,Dedikált,6500U,,"13.3"""
16 GB,<title>Dell Inspiron 5559 208969 Notebook Árak - Dell Inspiron 5559 208969 Laptop Akció</title>,4 GB,2.5 GHz,2,"
          277 889 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i7,DDR3,1920 x 1080,http://www.arukereso.hu/notebook-c3100/dell/inspiron-5559-208969-p327470319/,AMD Radeon R5 M335,8 GB,Dedikált,6500U,1600 MHz,"15.6"""
,<title>HP ProBook 450 G2 P5S28ES Notebook Árak - HP ProBook 450 G2 P5S28ES Laptop Akció</title>,2 GB,2.4 GHz,,"
          199 890 Ft-tól
      ",Linux,Intel Core i7,DDR3,1920 x 1080,http://www.arukereso.hu/notebook-c3100/hp/probook-450-g2-p5s28es-p319192667/,AMD Radeon R5 M255,4 GB,Dedikált,5500U,1600 MHz,"15.6"""
,<title>Acer Predator G9-791-778D W10 NX.Q03EC.002 Notebook Árak - Acer Predator G9-791-778D W10 NX.Q03EC.002 Laptop Akció</title>,3 GB,2.6 GHz,,"
          518 990 Ft
        ",Windows 10 Home,Intel Core i7,DDR3,1920 x 1080,http://www.arukereso.hu/notebook-c3100/acer/predator-g9-791-778d-w10-nx-q03ec-002-p325458925/,Nvidia GeForce GTX 970M,8 GB,Dedikált,6700HQ,1600 MHz,"17.3"""
64 GB,<title>HP ZBook 15 G3 T7V37ES Notebook Árak - HP ZBook 15 G3 T7V37ES Laptop Akció</title>,2 GB,2.6 GHz,4,"
          380 990 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i7,DDR4,1920 x 1200,http://www.arukereso.hu/notebook-c3100/hp/zbook-15-g3-t7v37es-p332999793/,AMD FirePro W5170M,8 GB,Dedikált,6700HQ,2133 MHz,"15.6"""
12 GB,<title>ASUS K501UX-DM078T Notebook Árak - ASUS K501UX-DM078T Laptop Akció</title>,4 GB,2.5 GHz,1,"
          293 942 Ft-tól
      ",Windows 10 Home,Intel Core i7,DDR3,1920 x 1080,http://www.arukereso.hu/notebook-c3100/asus/k501ux-dm078t-p340559108/,Nvidia GeForce GTX 950M,8 GB,Dedikált,6500U,1600 MHz,"15.6"""
32 GB,<title>Acer Aspire V5-591G-70SY LIN NX.G66EU.005 Notebook Árak - Acer Aspire V5-591G-70SY LIN NX.G66EU.005 Laptop Akció</title>,2 GB,2.6 GHz,2,"
          243 860 Ft-tól
      ",Linux,Intel Core i7,DDR4,1920 x 1080,http://www.arukereso.hu/notebook-c3100/acer/aspire-v5-591g-70sy-lin-nx-g66eu-005-p328888681/,Nvidia GeForce GTX 950M,4 GB,Dedikált,6700HQ,2133 MHz,"15.6"""
,<title>MSI GT73VR-6RE4K32SR451 Notebook Árak - MSI GT73VR-6RE4K32SR451 Laptop Akció</title>,8 GB,2.7 GHz,,"
          1 212 200 Ft
        ",Windows 10 Home,Intel Core i7,,3840 x 2160,http://www.arukereso.hu/notebook-c3100/msi/gt73vr-6re4k32sr451-p344397084/,Nvidia GeForce GTX 1070,32 GB,Dedikált,6820HK,,"17.3"""
16 GB,<title>Dell Inspiron 5559 208957 Notebook Árak - Dell Inspiron 5559 208957 Laptop Akció</title>,4 GB,2.5 GHz,2,"
          236 208 Ft-tól
      ",Windows 10 Home,Intel Core i7,DDR3,1366 x 768,http://www.arukereso.hu/notebook-c3100/dell/inspiron-5559-208957-p330223243/,AMD Radeon R5 M335,8 GB,Dedikált,6500U,1600 MHz,"15.6"""
,<title>ASUS X302LJ-R4036H Notebook Árak - ASUS X302LJ-R4036H Laptop Akció</title>,2 GB,2.4 GHz,,"
          266 190 Ft
        ",Windows 8.1,Intel Core i7,DDR3,1920 x 1080,http://www.arukereso.hu/notebook-c3100/asus/x302lj-r4036h-p307876205/,Nvidia GeForce 920M,6 GB,Dedikált,5500U,1600 MHz,"13.3"""
,<title>MSI GT83VR-6RE32SR451 Notebook Árak - MSI GT83VR-6RE32SR451 Laptop Akció</title>,8 GB,2.7 GHz,,"
          1 506 160 Ft
        ",Windows 10 Home,Intel Core i7,,1920 x 1080,http://www.arukereso.hu/notebook-c3100/msi/gt83vr-6re32sr451-p344850400/,Nvidia GeForce GTX 1070,32 GB,Dedikált,6820HQ,,"18.4"""
,<title>ASUS ROG G752VY-GC261T Notebook Árak - ASUS ROG G752VY-GC261T Laptop Akció</title>,4 GB,,,"
          662 990 Ft
        ",Windows 10 Home,Intel Core i7,,1920 x 1080,http://www.arukereso.hu/notebook-c3100/asus/rog-g752vy-gc261t-p328581957/,Nvidia GeForce GTX 980M,8 GB,Dedikált,6700HQ,,"17.3"""
16 GB,<title>Dell Latitude 3450 CA009L3450EMEA_WIN Notebook Árak - Dell Latitude 3450 CA009L3450EMEA_WIN Laptop Akció</title>,2 GB,2.4 GHz,2,"
          330 441 Ft-tól
      ",Windows 8.1 Pro,Intel Core i7,DDR3,1920 x 1080,http://www.arukereso.hu/notebook-c3100/dell/latitude-3450-ca009l3450emea-win-p270932547/,Nvidia GeForce GT 830M,8 GB,Dedikált,5500U,1600 MHz,"14"""
,<title>MSI GE62VR-6RF16H21 Notebook Árak - MSI GE62VR-6RF16H21 Laptop Akció</title>,6 GB,2.6 GHz,,"
          614 900 Ft
        ",Windows 10 Home,Intel Core i7,,1920 x 1080,http://www.arukereso.hu/notebook-c3100/msi/ge62vr-6rf16h21-p345594884/,Nvidia GeForce GTX 1060,16 GB,Dedikált,6700HQ,,"15.6"""
12 GB,<title>ASUS K501UX-DM080D Notebook Árak - ASUS K501UX-DM080D Laptop Akció</title>,2 GB,2.5 GHz,1,"
          253 704 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i7,DDR3,1920 x 1080,http://www.arukereso.hu/notebook-c3100/asus/k501ux-dm080d-p338335268/,Nvidia GeForce GTX 950M,4 GB,Dedikált,6500U,1600 MHz,"15.6"""
,<title>MSI GS63VR-6RF16H22 Notebook Árak - MSI GS63VR-6RF16H22 Laptop Akció</title>,6 GB,2.6 GHz,,"
          734 530 Ft
        ",Windows 10 Home,Intel Core i7,,1920 x 1080,http://www.arukereso.hu/notebook-c3100/msi/gs63vr-6rf16h22-p344850152/,Nvidia GeForce GTX 1060,16 GB,Dedikált,6700HQ,,"15.6"""
16 GB,<title>Dell Inspiron 5559 INSP5559-14 Notebook Árak - Dell Inspiron 5559 INSP5559-14 Laptop Akció</title>,4 GB,2.5 GHz,2,"
          272 990 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i7,DDR3,1920 x 1080,http://www.arukereso.hu/notebook-c3100/dell/inspiron-5559-insp5559-14-p330297713/,AMD Radeon R5 M335,8 GB,Dedikált,6500U,1600 MHz,"15.6"""
32 GB,<title>ASUS ROG G751JT-T7211D Notebook Árak - ASUS ROG G751JT-T7211D Laptop Akció</title>,3 GB,2 GHz,4,"
          639 900 Ft
        ",Operációs rendszer nélkül,Intel Core i7,DDR3,1920 x 1080,http://www.arukereso.hu/notebook-c3100/asus/rog-g751jt-t7211d-p301211591/,Nvidia GeForce GTX 970M,24 GB,Dedikált,4750HQ,1600 MHz,"17.3"""
16 GB,<title>Dell Inspiron 7559 210566 Notebook Árak - Dell Inspiron 7559 210566 Laptop Akció</title>,4 GB,2.6 GHz,2,"
          359 990 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i7,DDR3,3840 x 2160,http://www.arukereso.hu/notebook-c3100/dell/inspiron-7559-210566-p332410903/,Nvidia GeForce GTX 960M,16 GB,Dedikált,6700HQ,1600 MHz,"15.6"""
16 GB,<title>Dell Inspiron 5759 DI5759A4-6500-8GH1TDF4SI-11 Notebook Árak - Dell Inspiron 5759 DI5759A4-6500-8GH1TDF4SI-11 Laptop Akció</title>,4 GB,2.5 GHz,2,"
          261 630 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i7,DDR3,1920 x 1080,http://www.arukereso.hu/notebook-c3100/dell/inspiron-5759-di5759a4-6500-8gh1tdf4si-11-p328197759/,AMD Radeon R5 M335,8 GB,Dedikált,6500U,1600 MHz,"17.3"""
32 GB,<title>HP ZBook 15 G2 J8Z48EA Notebook Árak - HP ZBook 15 G2 J8Z48EA Laptop Akció</title>,2 GB,2.5 GHz,4,"
          669 486 Ft-tól
      ",Windows 8.1 Pro,Intel Core i7,DDR3,3200 x 1800,http://www.arukereso.hu/notebook-c3100/hp/zbook-15-g2-j8z48ea-p253238501/,Nvidia Quadro K2100M,8 GB,Dedikált,4710MQ,1600 MHz,"15.6"""
,<title>MSI GT72VR-6RE16H21 Notebook Árak - MSI GT72VR-6RE16H21 Laptop Akció</title>,8 GB,2.6 GHz,,"
          844 760 Ft-tól
      ",Windows 10 Home,Intel Core i7,,1920 x 1080,http://www.arukereso.hu/notebook-c3100/msi/gt72vr-6re16h21-p344850172/,Nvidia GeForce GTX 1070,16 GB,Dedikált,6700HQ,,"17.3"""
16 GB,<title>Lenovo ThinkPad T550 20CKS02K00 Notebook Árak - Lenovo ThinkPad T550 20CKS02K00 Laptop Akció</title>,1 GB,2.6 GHz,2,"
          571 590 Ft
        ",Windows 8.1 Pro,Intel Core i7,DDR3,1920 x 1080,http://www.arukereso.hu/notebook-c3100/lenovo/thinkpad-t550-20cks02k00-p304735339/,Nvidia GeForce 940M,8 GB,Dedikált,5600U,1600 MHz,"15.6"""
16 GB,<title>Dell Inspiron 7559 210471 Notebook Árak - Dell Inspiron 7559 210471 Laptop Akció</title>,4 GB,2.6 GHz,2,"
          338 000 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i7,DDR3,3840 x 2160,http://www.arukereso.hu/notebook-c3100/dell/inspiron-7559-210471-p327982359/,Nvidia GeForce GTX 960M,8 GB,Dedikált,6700HQ,1600 MHz,"15.6"""
,<title>ASUS Transformer Book Flip TP300LD-C4031H Notebook Árak - ASUS Transformer Book Flip TP300LD-C4031H Laptop Akció</title>,2 GB,2 GHz,,"
          282 980 Ft
        ",Windows 8.1,Intel Core i7,DDR3,1920 x 1080,http://www.arukereso.hu/notebook-c3100/asus/transformer-book-flip-tp300ld-c4031h-p245043075/,Nvidia GeForce GT 820M,8 GB,Dedikált,4510U,1600 MHz,"13.3"""
