memoria_max_meret,name,videokartya_memoria,processzor_orajel,memoria_foglalat,price,oprend,processzor_tipusa,memoria_tipusa,kijelzo_felbontas,link,videokartya_model,memoria_merete,videokartya_tipusa,processzor_modell,memoria_max_seb,kijelzo_meret
24 GB,<title>ASUS ZenBook Pro UX501JW-CN504T Notebook Árak - ASUS ZenBook Pro UX501JW-CN504T Laptop Akció</title>,4 GB,2.6 GHz,1,394 900 Ft       ,Windows 10 Home,Intel Core i7,DDR3,1920 x 1080,http://www.arukereso.hu/notebook-c3100/asus/zenbook-pro-ux501jw-cn504t-p336666406/,Nvidia GeForce GTX 960M,4 GB,Dedikált,4720HQ,1600 MHz,"15.6"""
,<title>HP Pavilion Gaming 15-ak002nh P1P93EA Notebook Árak - HP Pavilion Gaming 15-ak002nh P1P93EA Laptop Akció</title>,4 GB,2.6 GHz,,"
          309 275 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i7,DDR3,1920 x 1080,http://www.arukereso.hu/notebook-c3100/hp/pavilion-gaming-15-ak002nh-p1p93ea-p317713265/,Nvidia GeForce GTX 950M,8 GB,Dedikált,6700HQ,1600 MHz,"15.6"""
64 GB,<title>ASUS ROG G752VT-GC046T Notebook Árak - ASUS ROG G752VT-GC046T Laptop Akció</title>,3 GB,2.6 GHz,4,479 900 Ft       ,Windows 10 Home,Intel Core i7,DDR4,1920 x 1080,http://www.arukereso.hu/notebook-c3100/asus/rog-g752vt-gc046t-p323167189/,Nvidia GeForce GTX 970M,8 GB,Dedikált,6700HQ,2133 MHz,"17.3"""
,<title>ASUS ZenBook Pro UX501VW-FI156T Notebook Árak - ASUS ZenBook Pro UX501VW-FI156T Laptop Akció</title>,4 GB,2.6 GHz,,"
          460 900 Ft-tól
      ",Windows 10 Home,Intel Core i7,DDR4,3840 x 2160,http://www.arukereso.hu/notebook-c3100/asus/zenbook-pro-ux501vw-fi156t-p334180352/,Nvidia GeForce GTX 960M,12 GB,Dedikált,6700HQ,2133 MHz,"15.6"""
16 GB,<title>ASUS X756UX-T4067D Notebook Árak - ASUS X756UX-T4067D Laptop Akció</title>,4 GB,2.5 GHz,2,254 900 Ft       ,Operációs rendszer nélkül,Intel Core i7,DDR3,1920 x 1080,http://www.arukereso.hu/notebook-c3100/asus/x756ux-t4067d-p340558998/,Nvidia GeForce GTX 950M,8 GB,Dedikált,6500U,1600 MHz,"17.3"""
64 GB,<title>Acer Predator G9-591-75B0 W10 NX.Q05EU.002 Notebook Árak - Acer Predator G9-591-75B0 W10 NX.Q05EU.002 Laptop Akció</title>,4 GB,2.6 GHz,4,"
          599 900 Ft-tól
      ",Windows 10 Home,Intel Core i7,DDR4,1920 x 1080,http://www.arukereso.hu/notebook-c3100/acer/predator-g9-591-75b0-w10-nx-q05eu-002-p325814135/,Nvidia GeForce GTX 980M,16 GB,Dedikált,6700HQ,2133 MHz,"15.6"""
,<title>ASUS ROG GL502VT-FY086T Notebook Árak - ASUS ROG GL502VT-FY086T Laptop Akció</title>,6 GB,2.6 GHz,,"
          422 377 Ft-tól
      ",Windows 10 Home,Intel Core i7,DDR4,1920 x 1080,http://www.arukereso.hu/notebook-c3100/asus/rog-gl502vt-fy086t-p343064208/,Nvidia GeForce GTX 970M,8 GB,Dedikált,6700HQ,2133 MHz,"15.6"""
16 GB,<title>Acer Aspire E5-571G-77QF LIN NX.MLCEU.038 Notebook Árak - Acer Aspire E5-571G-77QF LIN NX.MLCEU.038 Laptop Akció</title>,2 GB,2.4 GHz,2,189 900 Ft       ,Linux,Intel Core i7,DDR3,1920 x 1080,http://www.arukereso.hu/notebook-c3100/acer/aspire-e5-571g-77qf-lin-nx-mlceu-038-p310131653/,Nvidia GeForce 840M,4 GB,Dedikált,5500U,1600 MHz,"15.6"""
32 GB,<title>Lenovo IdeaPad 700 80RU009LHV Notebook Árak - Lenovo IdeaPad 700 80RU009LHV Laptop Akció</title>,4 GB,2.6 GHz,2,272 090 Ft       ,Operációs rendszer nélkül,Intel Core i7,DDR4,1920 x 1080,http://www.arukereso.hu/notebook-c3100/lenovo/ideapad-700-80ru009lhv-p337247226/,Nvidia GeForce GTX 950M,8 GB,Dedikált,6700HQ,2133 MHz,"15.6"""
32 GB,<title>ASUS ROG G751JY-T7372D Notebook Árak - ASUS ROG G751JY-T7372D Laptop Akció</title>,4 GB,2.6 GHz,4,"
          532 257 Ft
        ",Operációs rendszer nélkül,Intel Core i7,DDR3,1920 x 1080,http://www.arukereso.hu/notebook-c3100/asus/rog-g751jy-t7372d-p290579801/,Nvidia GeForce GTX 980M,8 GB,Dedikált,4720HQ,1600 MHz,"17"""
16 GB,<title>Lenovo IdeaPad B50-80 80EW05N9RI Notebook Árak - Lenovo IdeaPad B50-80 80EW05N9RI Laptop Akció</title>,2 GB,2.4 GHz,2,"
          144 900 Ft
        ",Operációs rendszer nélkül,Intel Core i7,DDR3,1366 x 768,http://www.arukereso.hu/notebook-c3100/lenovo/ideapad-b50-80-80ew05n9ri-p328514515/,AMD Radeon R5 M230,4 GB,Dedikált,5500U,1600 MHz,"15"""
32 GB,<title>Acer Aspire V5-591G-75B5 LIN NX.G5WEU.003 Notebook Árak - Acer Aspire V5-591G-75B5 LIN NX.G5WEU.003 Laptop Akció</title>,2 GB,2.6 GHz,2,254 900 Ft       ,Linux,Intel Core i7,DDR4,1920 x 1080,http://www.arukereso.hu/notebook-c3100/acer/aspire-v5-591g-75b5-lin-nx-g5weu-003-p326253939/,Nvidia GeForce GTX 950M,8 GB,Dedikált,6700HQ,2133 MHz,"15.6"""
,<title>ASUS ROG G501VW-FW086T Notebook Árak - ASUS ROG G501VW-FW086T Laptop Akció</title>,4 GB,2.6 GHz,,"
          387 900 Ft-tól
      ",Windows 10 Home,Intel Core i7,DDR4,1920 x 1080,http://www.arukereso.hu/notebook-c3100/asus/rog-g501vw-fw086t-p344968274/,Nvidia GeForce GTX 960M,16 GB,Dedikált,6700HQ,2133 MHz,"15.6"""
16 GB,<title>Lenovo IdeaPad B51-80 80LM0046HV Notebook Árak - Lenovo IdeaPad B51-80 80LM0046HV Laptop Akció</title>,2 GB,2.5 GHz,2,"
          211 132 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i7,DDR3,1920 x 1080,http://www.arukereso.hu/notebook-c3100/lenovo/ideapad-b51-80-80lm0046hv-p328346825/,AMD Radeon R5 M330,8 GB,Dedikált,6500U,1600 MHz,"15.6"""
12 GB,<title>ASUS X751LB-TY143D Notebook Árak - ASUS X751LB-TY143D Laptop Akció</title>,2 GB,2.4 GHz,1,224 900 Ft       ,Operációs rendszer nélkül,Intel Core i7,DDR3,1600 x 900,http://www.arukereso.hu/notebook-c3100/asus/x751lb-ty143d-p336471516/,Nvidia GeForce 940M,8 GB,Dedikált,5500U,1600 MHz,"17.3"""
,<title>ASUS ROG GL752VW-T4343D Notebook Árak - ASUS ROG GL752VW-T4343D Laptop Akció</title>,4 GB,2.6 GHz,,"
          329 990 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i7,DDR4,1920 x 1080,http://www.arukereso.hu/notebook-c3100/asus/rog-gl752vw-t4343d-p343987486/,Nvidia GeForce GTX 960M,8 GB,Dedikált,6700HQ,2133 MHz,"17.3"""
,<title>Lenovo IdeaPad 510 80SR00CGHV Notebook Árak - Lenovo IdeaPad 510 80SR00CGHV Laptop Akció</title>,4 GB,2.5 GHz,,"
          244 611 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i7,DDR4,1920 x 1080,http://www.arukereso.hu/notebook-c3100/lenovo/ideapad-510-80sr00cghv-p344819886/,Nvidia GeForce 940MX,4 GB,Dedikált,6500U,2133 MHz,"15.6"""
32 GB,<title>Acer Aspire V Nitro VN7-592G-71JV LIN NX.G6JEU.002 Notebook Árak - Acer Aspire V Nitro VN7-592G-71JV LIN NX.G6JEU.002 Laptop Akció</title>,4 GB,2.6 GHz,2,299 900 Ft       ,Linux,Intel Core i7,DDR4,1920 x 1080,http://www.arukereso.hu/notebook-c3100/acer/aspire-v-nitro-vn7-592g-71jv-lin-nx-g6jeu-002-p322738449/,Nvidia GeForce GTX 960M,8 GB,Dedikált,6700HQ,2133 MHz,"15.6"""
,<title>Lenovo IdeaPad Y50-70 59-444791 Notebook Árak - Lenovo IdeaPad Y50-70 59-444791 Laptop Akció</title>,4 GB,2.6 GHz,,"
          259 900 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i7,DDR3,1920 x 1080,http://www.arukereso.hu/notebook-c3100/lenovo/ideapad-y50-70-59-444791-p292709327/,Nvidia GeForce GTX 960M,4 GB,Dedikált,4720HQ,1600 MHz,"15.6"""
,<title>ASUS ROG GL552VX-CN059T Notebook Árak - ASUS ROG GL552VX-CN059T Laptop Akció</title>,4 GB,2.6 GHz,,"
          299 999 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i7,DDR4,1920 x 1080,http://www.arukereso.hu/notebook-c3100/asus/rog-gl552vx-cn059t-p341923996/,Nvidia GeForce GTX 950M,8 GB,Dedikált,6700HQ,2133 MHz,"15,6"""
32 GB,<title>ASUS VivoBook Pro N752VX-GC105D Notebook Árak - ASUS VivoBook Pro N752VX-GC105D Laptop Akció</title>,4 GB,2.6 GHz,2,329 900 Ft       ,Operációs rendszer nélkül,Intel Core i7,DDR4,1920 x 1080,http://www.arukereso.hu/notebook-c3100/asus/vivobook-pro-n752vx-gc105d-p332304045/,Nvidia GeForce GTX 950M,8 GB,Dedikált,6700HQ,2133 MHz,"17.3"""
16 GB,<title>Acer Aspire F5-572G-7542 LIN NX.GAHEU.001 Notebook Árak - Acer Aspire F5-572G-7542 LIN NX.GAHEU.001 Laptop Akció</title>,2 GB,2.5 GHz,2,199 900 Ft       ,Linux,Intel Core i7,DDR3,1920 x 1080,http://www.arukereso.hu/notebook-c3100/acer/aspire-f5-572g-7542-lin-nx-gaheu-001-p327547347/,Nvidia GeForce 940M,4 GB,Dedikált,6500U,1600 MHz,"15.6"""
16 GB,<title>Lenovo IdeaPad Y700 80Q0005PHV Notebook Árak - Lenovo IdeaPad Y700 80Q0005PHV Laptop Akció</title>,4 GB,2.6 GHz,2,"
          328 900 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i7,DDR3,1920 x 1080,http://www.arukereso.hu/notebook-c3100/lenovo/ideapad-y700-80q0005phv-p326306457/,Nvidia GeForce GTX 960M,8 GB,Dedikált,6700HQ,1600 MHz,"17.3"""
16 GB,<title>ASUS ROG G551JX-CN050D Notebook Árak - ASUS ROG G551JX-CN050D Laptop Akció</title>,4 GB,2.6 GHz,2,"
          341 129 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i7,DDR3,1920 x 1080,http://www.arukereso.hu/notebook-c3100/asus/rog-g551jx-cn050d-p276869489/,Nvidia GeForce GTX 950M,8 GB,Dedikált,4720HQ,1600 MHz,"15.6"""
16 GB,<title>Dell Inspiron 7559 206512 Notebook Árak - Dell Inspiron 7559 206512 Laptop Akció</title>,4 GB,2.6 GHz,2,"
          315 541 Ft-tól
      ",Windows 10 Home,Intel Core i7,DDR3,1920 x 1080,http://www.arukereso.hu/notebook-c3100/dell/inspiron-7559-206512-p314148025/,Nvidia GeForce GTX 960M,8 GB,Dedikált,6700HQ,1600 MHz,"15.6"""
,<title>ASUS VivoBook X556UQ-DM206T Notebook Árak - ASUS VivoBook X556UQ-DM206T Laptop Akció</title>,2 GB,2.5 GHz,,"
          261 900 Ft-tól
      ",Windows 10 Home,Intel Core i7,DDR4,1920 x 1080,http://www.arukereso.hu/notebook-c3100/asus/vivobook-x556uq-dm206t-p345379650/,Nvidia GeForce 940MX,8 GB,Dedikált,6500U,2133 MHz,"15,6"""
,<title>ASUS VivoBook X556UQ-DM212D Notebook Árak - ASUS VivoBook X556UQ-DM212D Laptop Akció</title>,2 GB,2.5 GHz,,224 900 Ft       ,Operációs rendszer nélkül,Intel Core i7,DDR4,1920 x 1080,http://www.arukereso.hu/notebook-c3100/asus/vivobook-x556uq-dm212d-p342960672/,Nvidia GeForce 940MX,8 GB,Dedikált,6500U,2133 MHz,"15,6"""
16 GB,<title>Lenovo IdeaPad Z51-70 80K600HKHV Notebook Árak - Lenovo IdeaPad Z51-70 80K600HKHV Laptop Akció</title>,2 GB,2.4 GHz,2,"
          212 332 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i7,DDR3,1920 x 1080,http://www.arukereso.hu/notebook-c3100/lenovo/ideapad-z51-70-80k600hkhv-p288821115/,AMD Radeon R9 M375,4 GB,Dedikált,5500U,1600 MHz,"15.6"""
12 GB,<title>ASUS X550VX-DM075T Notebook Árak - ASUS X550VX-DM075T Laptop Akció</title>,4 GB,2.6 GHz,1,299 900 Ft       ,Windows 10 Home,Intel Core i7,DDR4,1920 x 1080,http://www.arukereso.hu/notebook-c3100/asus/x550vx-dm075t-p335814908/,Nvidia GeForce GTX 950M,8 GB,Dedikált,6700HQ,2133 MHz,"15.6"""
,<title>ASUS X550VX-DM188D Notebook Árak - ASUS X550VX-DM188D Laptop Akció</title>,4 GB,2.6 GHz,,269 900 Ft       ,Operációs rendszer nélkül,Intel Core i7,DDR4,1920 x 1080,http://www.arukereso.hu/notebook-c3100/asus/x550vx-dm188d-p342963616/,Nvidia GeForce GTX 950M,8 GB,Dedikált,6700HQ,2133 MHz,"15.6"""
16 GB,<title>Lenovo IdeaPad B50-80 80EW01CAHV Notebook Árak - Lenovo IdeaPad B50-80 80EW01CAHV Laptop Akció</title>,2 GB,2.4 GHz,2,"
          210 363 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i7,DDR3,1920 x 1080,http://www.arukereso.hu/notebook-c3100/lenovo/ideapad-b50-80-80ew01cahv-p290719111/,AMD Radeon R5 M330,8 GB,Dedikált,5500U,1600 MHz,"15.6"""
16 GB,<title>ASUS N751JX-T7233D Notebook Árak - ASUS N751JX-T7233D Laptop Akció</title>,4 GB,2 GHz,2,319 900 Ft       ,Operációs rendszer nélkül,Intel Core i7,DDR3,1920 x 1080,http://www.arukereso.hu/notebook-c3100/asus/n751jx-t7233d-p332053933/,Nvidia GeForce GTX 950M,8 GB,Dedikált,4750HQ,1600 MHz,"17.3"""
12 GB,<title>ASUS K501UX-DM164D Notebook Árak - ASUS K501UX-DM164D Laptop Akció</title>,2 GB,2.5 GHz,1,284 900 Ft       ,Operációs rendszer nélkül,Intel Core i7,DDR3,1920 x 1080,http://www.arukereso.hu/notebook-c3100/asus/k501ux-dm164d-p330636199/,Nvidia GeForce GTX 950M,4 GB,Dedikált,6500U,1600 MHz,"15.6"""
16 GB,<title>Lenovo IdeaPad Yoga Y700 80NV00EYHV Notebook Árak - Lenovo IdeaPad Yoga Y700 80NV00EYHV Laptop Akció</title>,4 GB,2.6 GHz,2,324 990 Ft       ,Operációs rendszer nélkül,Intel Core i7,DDR4,1920 x 1080,http://www.arukereso.hu/notebook-c3100/lenovo/ideapad-yoga-y700-80nv00eyhv-p327184293/,Nvidia GeForce GTX 960M,8 GB,Dedikált,6700HQ,2133 MHz,"15.6"""
,<title>ASUS ZenBook Pro UX501VW-FJ214T Notebook Árak - ASUS ZenBook Pro UX501VW-FJ214T Laptop Akció</title>,4 GB,2.6 GHz,,454 900 Ft       ,Windows 10 Home,Intel Core i7,DDR4,3840 x 2160,http://www.arukereso.hu/notebook-c3100/asus/zenbook-pro-ux501vw-fj214t-p343558114/,Nvidia GeForce GTX 960M,8 GB,Dedikált,6700HQ,2133 MHz,"15.6"""
64 GB,<title>Acer Predator G9-591-753F W10 NX.Q05EU.006 Notebook Árak - Acer Predator G9-591-753F W10 NX.Q05EU.006 Laptop Akció</title>,4 GB,2.6 GHz,4,699 900 Ft       ,Windows 10 Home,Intel Core i7,DDR3,1920 x 1080,http://www.arukereso.hu/notebook-c3100/acer/predator-g9-591-753f-w10-nx-q05eu-006-p325610085/,Nvidia GeForce GTX 980M,16 GB,Dedikált,6700HQ,2133 MHz,"15.6"""
16 GB,<title>ASUS X756UX-T4031D Notebook Árak - ASUS X756UX-T4031D Laptop Akció</title>,4 GB,2.5 GHz,2,"
          247 320 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i7,DDR3,1920 x 1080,http://www.arukereso.hu/notebook-c3100/asus/x756ux-t4031d-p333726539/,Nvidia GeForce GTX 950M,8 GB,Dedikált,6500U,1600 MHz,"17.3"""
16 GB,<title>Dell Inspiron 7559 DI7559N4-6700-16GH1T12SDUTBK-11 Notebook Árak - Dell Inspiron 7559 DI7559N4-6700-16GH1T12SDUTBK-11 Laptop Akció</title>,4 GB,2.6 GHz,2,"
          354 340 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i7,DDR3,3840 x 2160,http://www.arukereso.hu/notebook-c3100/dell/inspiron-7559-di7559n4-6700-16gh1t12sdutbk-11-p332307315/,Nvidia GeForce GTX 960M,16 GB,Dedikált,6700HQ,1600 MHz,"15.6"""
16 GB,<title>Lenovo IdeaPad Yoga 510 80S7009AHV Notebook Árak - Lenovo IdeaPad Yoga 510 80S7009AHV Laptop Akció</title>,2 GB,2.5 GHz,1,289 990 Ft       ,Windows 10 Home,Intel Core i7,DDR4,1920 x 1080,http://www.arukereso.hu/notebook-c3100/lenovo/ideapad-yoga-510-80s7009ahv-p343480700/,AMD Radeon R7 M260,8 GB,Dedikált,6500U,2133 MHz,"14"""
16 GB,<title>Lenovo IdeaPad G50-70 59-424287 Notebook Árak - Lenovo IdeaPad G50-70 59-424287 Laptop Akció</title>,2 GB,2 GHz,2,170 090 Ft       ,Operációs rendszer nélkül,Intel Core i7,DDR3,1366 x 768,http://www.arukereso.hu/notebook-c3100/lenovo/ideapad-g50-70-59-424287-p235328845/,AMD Radeon R5 M230,4 GB,Dedikált,4510U,1600 MHz,"15.6"""
8 GB,<title>Lenovo IdeaPad 500S 80Q20065HV Notebook Árak - Lenovo IdeaPad 500S 80Q20065HV Laptop Akció</title>,2 GB,2.5 GHz,1,248 590 Ft       ,Operációs rendszer nélkül,Intel Core i7,DDR3,1920 x 1080,http://www.arukereso.hu/notebook-c3100/lenovo/ideapad-500s-80q20065hv-p327644255/,Nvidia GeForce 920M,8 GB,Dedikált,6500U,1600 MHz,"13.3"""
16 GB,<title>Dell Inspiron 5759 209394 Notebook Árak - Dell Inspiron 5759 209394 Laptop Akció</title>,4 GB,2.5 GHz,2,275 900 Ft       ,Linux,Intel Core i7,DDR3,1920 x 1080,http://www.arukereso.hu/notebook-c3100/dell/inspiron-5759-209394-p326701085/,AMD Radeon R5 M335,8 GB,Dedikált,6500U,1600 MHz,"17.3"""
12 GB,<title>ASUS X550VX-DM073D Notebook Árak - ASUS X550VX-DM073D Laptop Akció</title>,4 GB,2.6 GHz,1,259 900 Ft       ,Operációs rendszer nélkül,Intel Core i7,DDR4,1920 x 1080,http://www.arukereso.hu/notebook-c3100/asus/x550vx-dm073d-p337405340/,Nvidia GeForce GTX 950M,4 GB,Dedikált,6700HQ,2133 MHz,"15.6"""
16 GB,<title>ASUS VivoBook Pro N552VW-FW112T Notebook Árak - ASUS VivoBook Pro N552VW-FW112T Laptop Akció</title>,4 GB,2.6 GHz,2,389 900 Ft       ,Windows 10 Home,Intel Core i7,DDR4,1920 x 1080,http://www.arukereso.hu/notebook-c3100/asus/vivobook-pro-n552vw-fw112t-p336970412/,Nvidia GeForce GTX 960M,12 GB,Dedikált,6700HQ,2133 MHz,"15.6"""
32 GB,<title>HP ZBook 15 G2 J8Z46EA Notebook Árak - HP ZBook 15 G2 J8Z46EA Laptop Akció</title>,2 GB,2.5 GHz,4,"
          629 321 Ft-tól
      ",Windows 8.1 Pro,Intel Core i7,DDR3,1920 x 1080,http://www.arukereso.hu/notebook-c3100/hp/zbook-15-g2-j8z46ea-p252716861/,Nvidia Quadro K1100M,8 GB,Dedikált,4710MQ,1600 MHz,"15"""
16 GB,<title>Lenovo IdeaPad Y700 80NV00F1HV Notebook Árak - Lenovo IdeaPad Y700 80NV00F1HV Laptop Akció</title>,4 GB,2.6 GHz,2,"
          309 900 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i7,DDR3,1920 x 1080,http://www.arukereso.hu/notebook-c3100/lenovo/ideapad-y700-80nv00f1hv-p326306415/,Nvidia GeForce GTX 960M,4 GB,Dedikált,6700HQ,1600 MHz,"15.6"""
16 GB,<title>Dell Inspiron 5559 208970 Notebook Árak - Dell Inspiron 5559 208970 Laptop Akció</title>,4 GB,2.5 GHz,2,"
          284 881 Ft-tól
      ",Windows 10 Home,Intel Core i7,DDR3,1920 x 1080,http://www.arukereso.hu/notebook-c3100/dell/inspiron-5559-208970-p330223045/,AMD Radeon R5 M335,8 GB,Dedikált,6500U,1600 MHz,"15.6"""
16 GB,<title>Microsoft Surface Book Core i7 512GB Notebook Árak - Microsoft Surface Book Core i7 512GB Laptop Akció</title>,1 GB,2.6 GHz,,"
          949 990 Ft-tól
      ",Windows 10 Pro,Intel Core i7,,3000 x 2000,http://www.arukereso.hu/notebook-c3100/microsoft/surface-book-core-i7-512gb-p327101683/,Nvidia GeForce 940M,16 GB,Dedikált,6600U,,"13.5"""
,<title>HP OMEN 17-w005nh X5X90EA Notebook Árak - HP OMEN 17-w005nh X5X90EA Laptop Akció</title>,4 GB,2.6 GHz,,489 280 Ft       ,Windows 10 Home,Intel Core i7,DDR4,1920 x 1080,http://www.arukereso.hu/notebook-c3100/hp/omen-17-w005nh-x5x90ea-p342044728/,Nvidia GeForce GTX 965M,16 GB,Dedikált,6700HQ,2133 MHz,"17.3"""
12 GB,<title>ASUS X550VX-DM074D Notebook Árak - ASUS X550VX-DM074D Laptop Akció</title>,4 GB,2.6 GHz,1,269 900 Ft       ,Operációs rendszer nélkül,Intel Core i7,DDR4,1920 x 1080,http://www.arukereso.hu/notebook-c3100/asus/x550vx-dm074d-p336101090/,Nvidia GeForce GTX 950M,8 GB,Dedikált,6700HQ,2133 MHz,"15.6"""
,<title>Lenovo IdeaPad Y50-70 59-444784 Notebook Árak - Lenovo IdeaPad Y50-70 59-444784 Laptop Akció</title>,4 GB,2.6 GHz,,"
          290 598 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i7,DDR3,1920 x 1080,http://www.arukereso.hu/notebook-c3100/lenovo/ideapad-y50-70-59-444784-p291008065/,Nvidia GeForce GTX 960M,8 GB,Dedikált,4720HQ,1600 MHz,"15.6"""
16 GB,<title>MSI GP62 2QE-050XHU Notebook Árak - MSI GP62 2QE-050XHU Laptop Akció</title>,2 GB,2.7 GHz,2,"
          259 899 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i7,DDR3,1920 x 1080,http://www.arukereso.hu/notebook-c3100/msi/gp62-2qe-050xhu-p306340337/,Nvidia GeForce GTX 950M,8 GB,Dedikált,5700HQ,1600 MHz,"15.6"""
16 GB,<title>Dell Inspiron 5759 209395 Notebook Árak - Dell Inspiron 5759 209395 Laptop Akció</title>,4 GB,2.5 GHz,2,329 899 Ft       ,Linux,Intel Core i7,DDR3,1920 x 1080,http://www.arukereso.hu/notebook-c3100/dell/inspiron-5759-209395-p326701059/,AMD Radeon R5 M335,16 GB,Dedikált,6500U,1600 MHz,"17.3"""
,<title>Dell Alienware 17 AW17-4 Notebook Árak - Dell Alienware 17 AW17-4 Laptop Akció</title>,4 GB,2.8 GHz,,"
          1 079 602 Ft
        ",Windows 8.1,Intel Core i7,DDR3,1920 x 1080,http://www.arukereso.hu/notebook-c3100/dell/alienware-17-aw17-4-p290737013/,Nvidia GeForce GTX 980M,8 GB,Dedikált,4980HQ,1600 MHz,"17.3"""
24 GB,<title>ASUS ZenBook Pro UX501VW-FW064T Notebook Árak - ASUS ZenBook Pro UX501VW-FW064T Laptop Akció</title>,2 GB,2.6 GHz,1,394 900 Ft       ,Windows 10 Home,Intel Core i7,DDR3,1920 x 1080,http://www.arukereso.hu/notebook-c3100/asus/zenbook-pro-ux501vw-fw064t-p327470733/,Nvidia GeForce GTX 960M,8 GB,Dedikált,6700HQ,1600 MHz,"15.6"""
12 GB,<title>ASUS X550JX-XX285D Notebook Árak - ASUS X550JX-XX285D Laptop Akció</title>,4 GB,2.6 GHz,1,249 900 Ft       ,Operációs rendszer nélkül,Intel Core i7,DDR3,1366 x 768,http://www.arukereso.hu/notebook-c3100/asus/x550jx-xx285d-p329202903/,Nvidia GeForce GTX 950M,8 GB,Dedikált,4720HQ,1600 MHz,"15.6"""
16 GB,<title>ASUS ROG G551VW-FW278D Notebook Árak - ASUS ROG G551VW-FW278D Laptop Akció</title>,4 GB,2.6 GHz,2,339 899 Ft       ,Operációs rendszer nélkül,Intel Core i7,DDR4,1920 x 1080,http://www.arukereso.hu/notebook-c3100/asus/rog-g551vw-fw278d-p327470719/,Nvidia GeForce GTX 960M,8 GB,Dedikált,6700HQ,2133 MHz,"15.6"""
,<title>ASUS ROG GL502VT-FY086 Notebook Árak - ASUS ROG GL502VT-FY086 Laptop Akció</title>,6 GB,2.6 GHz,,429 900 Ft       ,Operációs rendszer nélkül,Intel Core i7,DDR4,1920 x 1080,http://www.arukereso.hu/notebook-c3100/asus/rog-gl502vt-fy086-p340910490/,Nvidia GeForce GTX 970M,8 GB,Dedikált,6700HQ,2133 MHz,"15.6"""
,<title>Acer Predator GX-791-773X W10 NH.Q13EC.002 Notebook Árak - Acer Predator GX-791-773X W10 NH.Q13EC.002 Laptop Akció</title>,8 GB,2.7 GHz,,"
          1 482 030 Ft
        ",Windows 10 Home,Intel Core i7,DDR4,3840 x 2160,http://www.arukereso.hu/notebook-c3100/acer/predator-gx-791-773x-w10-nh-q13ec-002-p345594418/,Nvidia GeForce GTX 980M,64 GB,Dedikált,6820HK,2133 MHz,"17.3"""
,<title>ASUS ROG GL502VT-FY032T Notebook Árak - ASUS ROG GL502VT-FY032T Laptop Akció</title>,3 GB,2.6 GHz,,"
          489 990 Ft-tól
      ",Windows 10 Home,Intel Core i7,,1920 x 1080,http://www.arukereso.hu/notebook-c3100/asus/rog-gl502vt-fy032t-p336666448/,Nvidia GeForce GTX 970M,16 GB,Dedikált,6700HQ,2133 MHz,"15.6"""
16 GB,<title>Dell Inspiron 7559 206514 Notebook Árak - Dell Inspiron 7559 206514 Laptop Akció</title>,4 GB,2.6 GHz,2,377 900 Ft       ,Windows 10 Home,Intel Core i7,DDR3,3840 x 2160,http://www.arukereso.hu/notebook-c3100/dell/inspiron-7559-206514-p313181993/,Nvidia GeForce GTX 960M,8 GB,Dedikált,6700HQ,1600 MHz,"15"""
12 GB,<title>ASUS ZenBook UX303UB-R4022T Notebook Árak - ASUS ZenBook UX303UB-R4022T Laptop Akció</title>,2 GB,2.5 GHz,1,339 900 Ft       ,Windows 10 Home,Intel Core i7,DDR3,1920 x 1080,http://www.arukereso.hu/notebook-c3100/asus/zenbook-ux303ub-r4022t-p328510533/,Nvidia GeForce 940M,8 GB,Dedikált,6500U,1600 MHz,"13.3"""
16 GB,<title>Dell Inspiron 5559 208963 Notebook Árak - Dell Inspiron 5559 208963 Laptop Akció</title>,4 GB,2.5 GHz,2,"
          268 146 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i7,DDR3,1920 x 1080,http://www.arukereso.hu/notebook-c3100/dell/inspiron-5559-208963-p327470419/,AMD Radeon R5 M335,16 GB,Dedikált,6500U,1600 MHz,"15.6"""
32 GB,<title>ASUS ROG GL552VX-CN059D Notebook Árak - ASUS ROG GL552VX-CN059D Laptop Akció</title>,4 GB,2.6 GHz,2,289 900 Ft       ,Operációs rendszer nélkül,Intel Core i7,DDR4,1920 x 1080,http://www.arukereso.hu/notebook-c3100/asus/rog-gl552vx-cn059d-p327000497/,Nvidia GeForce GTX 950M,8 GB,Dedikált,6700HQ,2133 MHz,"15"""
