core,name,clock,price,rank,link,other_name,g3d_mark,description
1Typical TDP:-1 W,686 Gen,,,288Single Thread Rating: 0,https://www.cpubenchmark.net/cpu.php?cpu=686+Gen&id=1495,686 Gen,,
Socket:FT3Clockspeed:1.0 GHz2Typical TDP:3.9 W,AMD A4-1200 APU,Socket:FT31.0 GHzNo of Cores:2Typical TDP:3.9 W,,640Single Thread Rating: 371,https://www.cpubenchmark.net/cpu.php?cpu=AMD+A4-1200+APU&id=2049,AMD A4-1200 APU with Radeon(TM) HD Graphics,,
Clockspeed:3.8 GHzTurbo Speed:4.0 GHz2 (in 1 physical modules)Typical TDP:65 W,AMD A4 PRO-7300B APU,3.8 GHzTurbo Speed:4.0 GHzNo of Cores:2 (in 1 physical modules)Typical TDP:65 W,,2342Single Thread Rating: 1446,https://www.cpubenchmark.net/cpu.php?cpu=AMD+A4+PRO-7300B+APU&id=2439,AMD A4 PRO-7300B APU with Radeon HD Graphics,,
Socket:BGA769 (FT3)Clockspeed:2.2 GHz4Typical TDP:25 W,AMD A4 PRO-3340B,Socket:BGA769 (FT3)2.2 GHzNo of Cores:4Typical TDP:25 W,,2402Single Thread Rating: 872,https://www.cpubenchmark.net/cpu.php?cpu=AMD+A4+PRO-3340B&id=2653,AMD A4 PRO-3340B with Radeon HD Graphics,,
Socket:FM2+Clockspeed:3.4 GHzTurbo Speed:3.8 GHz2 (in 1 physical modules)Typical TDP:65 W,AMD A4 PRO-7350B,Socket:FM2+3.4 GHzTurbo Speed:3.8 GHzNo of Cores:2 (in 1 physical modules)Typical TDP:65 W,,2794Single Thread Rating: 1386,https://www.cpubenchmark.net/cpu.php?cpu=AMD+A4+PRO-7350B&id=2450,"AMD A4 PRO-7350B R5, 5 Compute Cores 2C+3G",,
"Description:RADEON R7, 12 COMPUTE CORES 4C+8GSocket:AM4Clockspeed:3.1 GHzTurbo Speed:3.8 GHz4Typical TDP:35 W",AMD A12-9800E,"Description:RADEON R7, 12 COMPUTE CORES 4C+8GSocket:AM43.1 GHzTurbo Speed:3.8 GHzNo of Cores:4Typical TDP:35 W",,5097Single Thread Rating: 1618,https://www.cpubenchmark.net/cpu.php?cpu=AMD+A12-9800E&id=3083,"AMD A12-9800E RADEON R7, 12 COMPUTE CORES 4C+8G",,"RADEON R7, 12 COMPUTE CORES 4C+8GSocket:AM4Clockspeed:3.1 GHzTurbo Speed:3.8 GHzNo of Cores:4Typical TDP:35 W"
Socket:FT3bClockspeed:1.0 GHzTurbo Speed:1.6 GHz4Typical TDP:4.5 W,AMD A4 Micro-6400T APU,Socket:FT3b1.0 GHzTurbo Speed:1.6 GHzNo of Cores:4Typical TDP:4.5 W,,1544Single Thread Rating: 585,https://www.cpubenchmark.net/cpu.php?cpu=AMD+A4+Micro-6400T+APU&id=2413,AMD A4 Micro-6400T APU + AMD Radeon R3 Graphics,,
"Description:RADEON R7, 12 COMPUTE CORES 4C+8GSocket:AM4Clockspeed:3.8 GHzTurbo Speed:4.2 GHz4 (in 2 physical modules)Typical TDP:65 W",AMD A12-9800,"Description:RADEON R7, 12 COMPUTE CORES 4C+8GSocket:AM43.8 GHzTurbo Speed:4.2 GHzNo of Cores:4 (in 2 physical modules)Typical TDP:65 W",,5590Single Thread Rating: 1856,https://www.cpubenchmark.net/cpu.php?cpu=AMD+A12-9800&id=2861,"AMD A12-9800 RADEON R7, 12 COMPUTE CORES 4C+8G",,"RADEON R7, 12 COMPUTE CORES 4C+8GSocket:AM4Clockspeed:3.8 GHzTurbo Speed:4.2 GHzNo of Cores:4 (in 2 physical modules)Typical TDP:65 W"
"Description:RADEON R7, 10 COMPUTE CORES 4C+6GSocket:FP4Clockspeed:2.8 GHzTurbo Speed:3.5 GHz4Typical TDP:35 W",AMD A12-9730P,"Description:RADEON R7, 10 COMPUTE CORES 4C+6GSocket:FP42.8 GHzTurbo Speed:3.5 GHzNo of Cores:4Typical TDP:35 W",,4389Single Thread Rating: 1625,https://www.cpubenchmark.net/cpu.php?cpu=AMD+A12-9730P&id=3040,"AMD A12-9730P RADEON R7, 10 COMPUTE CORES 4C+6G",,"RADEON R7, 10 COMPUTE CORES 4C+6GSocket:FP4Clockspeed:2.8 GHzTurbo Speed:3.5 GHzNo of Cores:4Typical TDP:35 W"
"Description:RADEON R7, 10 COMPUTE CORES 4C+6GSocket:FP4Clockspeed:2.5 GHzTurbo Speed:3.4 GHz4Typical TDP:15 W",AMD A12-9700P,"Description:RADEON R7, 10 COMPUTE CORES 4C+6GSocket:FP42.5 GHzTurbo Speed:3.4 GHzNo of Cores:4Typical TDP:15 W",,3759Single Thread Rating: 1324,https://www.cpubenchmark.net/cpu.php?cpu=AMD+A12-9700P&id=2848,"AMD A12-9700P RADEON R7, 10 COMPUTE CORES 4C+6G",,"RADEON R7, 10 COMPUTE CORES 4C+6GSocket:FP4Clockspeed:2.5 GHzTurbo Speed:3.4 GHzNo of Cores:4Typical TDP:15 W"
"Description:RADEON R7, 12 COMPUTE CORES 4C+8GSocket:FP4Clockspeed:2.7 GHzTurbo Speed:3.6 GHz4Typical TDP:15 W",AMD A12-9720P,"Description:RADEON R7, 12 COMPUTE CORES 4C+8GSocket:FP42.7 GHzTurbo Speed:3.6 GHzNo of Cores:4Typical TDP:15 W",,3993Single Thread Rating: 1412,https://www.cpubenchmark.net/cpu.php?cpu=AMD+A12-9720P&id=3043,"AMD A12-9720P RADEON R7, 12 COMPUTE CORES 4C+8G",,"RADEON R7, 12 COMPUTE CORES 4C+8GSocket:FP4Clockspeed:2.7 GHzTurbo Speed:3.6 GHzNo of Cores:4Typical TDP:15 W"
"Description:RADEON R7, 10 COMPUTE CORES 4C+6GSocket:AM4Clockspeed:3.0 GHzTurbo Speed:3.5 GHz4Typical TDP:35 W",AMD A10-9700E,"Description:RADEON R7, 10 COMPUTE CORES 4C+6GSocket:AM43.0 GHzTurbo Speed:3.5 GHzNo of Cores:4Typical TDP:35 W",,4775Single Thread Rating: 1565,https://www.cpubenchmark.net/cpu.php?cpu=AMD+A10-9700E&id=3133,"AMD A10-9700E RADEON R7, 10 COMPUTE CORES 4C+6G",,"RADEON R7, 10 COMPUTE CORES 4C+6GSocket:AM4Clockspeed:3.0 GHzTurbo Speed:3.5 GHzNo of Cores:4Typical TDP:35 W"
"Description:RADEON R7, 10 COMPUTE CORES 4C+6GSocket:AM4Clockspeed:3.5 GHzTurbo Speed:3.8 GHz4TDP Down:45 WTypical TDP:65 W3",AMD A10-9700,"Description:RADEON R7, 10 COMPUTE CORES 4C+6GSocket:AM43.5 GHzTurbo Speed:3.8 GHzNo of Cores:4TDP Down:45 WTypical TDP:65 W3",,5515Single Thread Rating: 1759,https://www.cpubenchmark.net/cpu.php?cpu=AMD+A10-9700&id=2900,"AMD A10-9700 RADEON R7, 10 COMPUTE CORES 4C+6G",,"RADEON R7, 10 COMPUTE CORES 4C+6GSocket:AM4Clockspeed:3.5 GHzTurbo Speed:3.8 GHzNo of Cores:4TDP Down:45 WTypical TDP:65 W3"
"Description:RADEON R5, 10 COMPUTE CORES 4C+6GClockspeed:2.5 GHzTurbo Speed:3.4 GHz4Typical TDP:15 W",AMD A10-9620P,"Description:RADEON R5, 10 COMPUTE CORES 4C+6G2.5 GHzTurbo Speed:3.4 GHzNo of Cores:4Typical TDP:15 W",,3892Single Thread Rating: 1389,https://www.cpubenchmark.net/cpu.php?cpu=AMD+A10-9620P&id=3060,"AMD A10-9620P RADEON R5, 10 COMPUTE CORES 4C+6G",,"RADEON R5, 10 COMPUTE CORES 4C+6GClockspeed:2.5 GHzTurbo Speed:3.4 GHzNo of Cores:4Typical TDP:15 W"
"Description:RADEON R5, 10 COMPUTE CORES 4C+6GSocket:FP4Clockspeed:2.6 GHzTurbo Speed:3.3 GHz4Typical TDP:35 W",AMD A10-9630P,"Description:RADEON R5, 10 COMPUTE CORES 4C+6GSocket:FP42.6 GHzTurbo Speed:3.3 GHzNo of Cores:4Typical TDP:35 W",,4492Single Thread Rating: 1438,https://www.cpubenchmark.net/cpu.php?cpu=AMD+A10-9630P&id=2857,"AMD A10-9630P RADEON R5, 10 COMPUTE CORES 4C+6G",,"RADEON R5, 10 COMPUTE CORES 4C+6GSocket:FP4Clockspeed:2.6 GHzTurbo Speed:3.3 GHzNo of Cores:4Typical TDP:35 W"
"Description:RADEON R5, 10 COMPUTE CORES 4C+6GSocket:FP4Clockspeed:2.3 GHzTurbo Speed:3.2 GHz4Typical TDP:15 W",AMD A10-9600P,"Description:RADEON R5, 10 COMPUTE CORES 4C+6GSocket:FP42.3 GHzTurbo Speed:3.2 GHzNo of Cores:4Typical TDP:15 W",,3820Single Thread Rating: 1310,https://www.cpubenchmark.net/cpu.php?cpu=AMD+A10-9600P&id=2793,"AMD A10-9600P RADEON R5, 10 COMPUTE CORES 4C+6G",,"RADEON R5, 10 COMPUTE CORES 4C+6GSocket:FP4Clockspeed:2.3 GHzTurbo Speed:3.2 GHzNo of Cores:4Typical TDP:15 W"
Socket:F (1207)Clockspeed:2.4 GHz4Typical TDP:115 W,[Dual CPU] Quad-Core AMD Opteron 8378,Socket:F (1207)2.4 GHzNo of Cores:4Typical TDP:115 W,,5382Single Thread Rating: 819,https://www.cpubenchmark.net/cpu.php?cpu=Quad-Core+AMD+Opteron+8378&id=2313&cpuCount=2,Quad-Core AMD Opteron(tm) Processor 8378,,
Socket:F (1207)Clockspeed:2.3 GHz4Typical TDP:75 W,[Quad CPU] Quad-Core AMD Opteron 8356,Socket:F (1207)2.3 GHzNo of Cores:4Typical TDP:75 W,,7170Single Thread Rating: 772,https://www.cpubenchmark.net/cpu.php?cpu=Quad-Core+AMD+Opteron+8356&id=2223&cpuCount=4,Quad-Core AMD Opteron(tm) Processor 8356,,
Socket:F (1207)Clockspeed:2.0 GHz4Typical TDP:75 W,[Dual CPU] Quad-Core AMD Opteron 8350,Socket:F (1207)2.0 GHzNo of Cores:4Typical TDP:75 W,,4290Single Thread Rating: 732,https://www.cpubenchmark.net/cpu.php?cpu=Quad-Core+AMD+Opteron+8350&id=2132&cpuCount=2,Quad-Core AMD Opteron(tm) Processor 8350,,
Socket:F (1207)Clockspeed:2.4 GHz4Typical TDP:137 W,[Dual CPU] Quad-Core AMD Opteron 2358 SE,Socket:F (1207)2.4 GHzNo of Cores:4Typical TDP:137 W,,5042Single Thread Rating: 858,https://www.cpubenchmark.net/cpu.php?cpu=Quad-Core+AMD+Opteron+2358+SE&id=2385&cpuCount=2,Quad-Core AMD Opteron(tm) Processor 2358 SE,,
Socket:F (1207)Clockspeed:2.1 GHz4Typical TDP:75 W,[Dual CPU] Quad-Core AMD Opteron 2352,Socket:F (1207)2.1 GHzNo of Cores:4Typical TDP:75 W,,4232Single Thread Rating: 737,https://www.cpubenchmark.net/cpu.php?cpu=Quad-Core+AMD+Opteron+2352&id=2201&cpuCount=2,Quad-Core AMD Opteron(tm) Processor 2352,,
Socket:LGA1567Clockspeed:2.3 GHzTurbo Speed:2.7 GHz8 (2 logical cores per physical)Typical TDP:130 W,[8-Way] Intel Xeon X7560 @ 2.27GHz,Socket:LGA15672.3 GHzTurbo Speed:2.7 GHzNo of Cores:8 (2 logical cores per physical)Typical TDP:130 W,,17658Single Thread Rating: 885,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+X7560+%40+2.27GHz&id=1710&cpuCount=8,Intel(R) Xeon(R) CPU X7560 @ 2.27GHz,,
Socket:LGA1567Clockspeed:2.0 GHzTurbo Speed:2.4 GHz8 (2 logical cores per physical)Typical TDP:130 W,[Quad CPU] Intel Xeon X7550 @ 2.00GHz,Socket:LGA15672.0 GHzTurbo Speed:2.4 GHzNo of Cores:8 (2 logical cores per physical)Typical TDP:130 W,,11498Single Thread Rating: 919,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+X7550+%40+2.00GHz&id=2141&cpuCount=4,Intel(R) Xeon(R) CPU X7550 @ 2.00GHz,,
Socket:PGA604Clockspeed:2.7 GHz6Typical TDP:130 W,[Quad CPU] Intel Xeon X7460 @ 2.66GHz,Socket:PGA6042.7 GHzNo of Cores:6Typical TDP:130 W,,12250Single Thread Rating: 1102,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+X7460+%40+2.66GHz&id=2656&cpuCount=4,Intel(R) Xeon(R) CPU X7460 @ 2.66GHz,,
Socket:604Clockspeed:2.9 GHz4Typical TDP:130 W,[Quad CPU] Intel Xeon X7350 @ 2.93GHz,Socket:6042.9 GHzNo of Cores:4Typical TDP:130 W,,9542Single Thread Rating: 1135,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+X7350+%40+2.93GHz&id=2156&cpuCount=4,Intel(R) Xeon(R) CPU X7350 @ 2.93GHz,,
Socket:LGA1366Clockspeed:4.4 GHz2 (2 logical cores per physical)Typical TDP:130 W,Intel Xeon X5698 @ 4.40GHz,Socket:LGA13664.4 GHzNo of Cores:2 (2 logical cores per physical)Typical TDP:130 W,,4272Single Thread Rating: 1857,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+X5698+%40+4.40GHz&id=1928&multi=2,Intel(R) Xeon(R) CPU X5698 @ 4.40GHz,,
Socket:LGA1366Clockspeed:3.5 GHzTurbo Speed:3.7 GHz6 (2 logical cores per physical)Typical TDP:130 W,Intel Xeon X5690 @ 3.47GHz,Socket:LGA13663.5 GHzTurbo Speed:3.7 GHzNo of Cores:6 (2 logical cores per physical)Typical TDP:130 W,,8971Single Thread Rating: 1508,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+X5690+%40+3.47GHz&id=1314&multi=2,Intel(R) Xeon(R) CPU X5690 @ 3.47GHz,,
Socket:LGA1366Clockspeed:3.5 GHzTurbo Speed:3.7 GHz6 (2 logical cores per physical)Typical TDP:130 W,[Dual CPU] Intel Xeon X5690 @ 3.47GHz,Socket:LGA13663.5 GHzTurbo Speed:3.7 GHzNo of Cores:6 (2 logical cores per physical)Typical TDP:130 W,,14022Single Thread Rating: 1525,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+X5690+%40+3.47GHz&id=1314&cpuCount=2,Intel(R) Xeon(R) CPU X5690 @ 3.47GHz,,
Socket:LGA1366Clockspeed:3.6 GHzTurbo Speed:3.9 GHz4 (2 logical cores per physical)Typical TDP:130 W,[Dual CPU] Intel Xeon X5687 @ 3.60GHz,Socket:LGA13663.6 GHzTurbo Speed:3.9 GHzNo of Cores:4 (2 logical cores per physical)Typical TDP:130 W,,12010Single Thread Rating: 1582,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+X5687+%40+3.60GHz&id=1313&cpuCount=2,Intel(R) Xeon(R) CPU X5687 @ 3.60GHz,,
Socket:LGA1366Clockspeed:3.6 GHzTurbo Speed:3.9 GHz4 (2 logical cores per physical)Typical TDP:130 W,Intel Xeon X5687 @ 3.60GHz,Socket:LGA13663.6 GHzTurbo Speed:3.9 GHzNo of Cores:4 (2 logical cores per physical)Typical TDP:130 W,,7123Single Thread Rating: 1576,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+X5687+%40+3.60GHz&id=1313&multi=2,Intel(R) Xeon(R) CPU X5687 @ 3.60GHz,,
Socket:LGA1366Clockspeed:3.3 GHzTurbo Speed:3.6 GHz6 (2 logical cores per physical)Typical TDP:130 W,Intel Xeon X5680 @ 3.33GHz,Socket:LGA13663.3 GHzTurbo Speed:3.6 GHzNo of Cores:6 (2 logical cores per physical)Typical TDP:130 W,,8673Single Thread Rating: 1452,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+X5680+%40+3.33GHz&id=1312&multi=2,Intel(R) Xeon(R) CPU X5680 @ 3.33GHz,,
Socket:LGA1366Clockspeed:3.3 GHzTurbo Speed:3.6 GHz6 (2 logical cores per physical)Typical TDP:130 W,[Dual CPU] Intel Xeon X5680 @ 3.33GHz,Socket:LGA13663.3 GHzTurbo Speed:3.6 GHzNo of Cores:6 (2 logical cores per physical)Typical TDP:130 W,,13642Single Thread Rating: 1476,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+X5680+%40+3.33GHz&id=1312&cpuCount=2,Intel(R) Xeon(R) CPU X5680 @ 3.33GHz,,
Socket:LGA1366Clockspeed:3.2 GHzTurbo Speed:3.6 GHz6 (2 logical cores per physical)Typical TDP:115 W,Intel Xeon X5679 @ 3.20GHz,Socket:LGA13663.2 GHzTurbo Speed:3.6 GHzNo of Cores:6 (2 logical cores per physical)Typical TDP:115 W,,8845Single Thread Rating: 1494,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+X5679+%40+3.20GHz&id=1311&multi=2,Intel(R) Xeon(R) CPU X5679 @ 3.20GHz,,
Socket:LGA1366Clockspeed:3.5 GHzTurbo Speed:3.7 GHz4 (2 logical cores per physical)Typical TDP:130 W,[Dual CPU] Intel Xeon X5677 @ 3.47GHz,Socket:LGA13663.5 GHzTurbo Speed:3.7 GHzNo of Cores:4 (2 logical cores per physical)Typical TDP:130 W,,11532Single Thread Rating: 1515,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+X5677+%40+3.47GHz&id=1310&cpuCount=2,Intel(R) Xeon(R) CPU X5677 @ 3.47GHz,,
Socket:LGA1366Clockspeed:3.5 GHzTurbo Speed:3.7 GHz4 (2 logical cores per physical)Typical TDP:130 W,Intel Xeon X5677 @ 3.47GHz,Socket:LGA13663.5 GHzTurbo Speed:3.7 GHzNo of Cores:4 (2 logical cores per physical)Typical TDP:130 W,,6963Single Thread Rating: 1521,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+X5677+%40+3.47GHz&id=1310&multi=2,Intel(R) Xeon(R) CPU X5677 @ 3.47GHz,,
Socket:LGA1366Clockspeed:3.1 GHzTurbo Speed:3.5 GHz6 (2 logical cores per physical)Typical TDP:95 W,[Dual CPU] Intel Xeon X5675 @ 3.07GHz,Socket:LGA13663.1 GHzTurbo Speed:3.5 GHzNo of Cores:6 (2 logical cores per physical)Typical TDP:95 W,,12704Single Thread Rating: 1387,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+X5675+%40+3.07GHz&id=1309&cpuCount=2,Intel(R) Xeon(R) CPU X5675 @ 3.07GHz,,
Socket:LGA1366Clockspeed:3.2 GHzTurbo Speed:3.6 GHz4 (2 logical cores per physical)Typical TDP:95 W,[Dual CPU] Intel Xeon X5672 @ 3.20GHz,Socket:LGA13663.2 GHzTurbo Speed:3.6 GHzNo of Cores:4 (2 logical cores per physical)Typical TDP:95 W,,10053Single Thread Rating: 1397,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+X5672+%40+3.20GHz&id=1308&cpuCount=2,Intel(R) Xeon(R) CPU X5672 @ 3.20GHz,,
Socket:LGA1366Clockspeed:3.1 GHzTurbo Speed:3.5 GHz6 (2 logical cores per physical)Typical TDP:95 W,Intel Xeon X5675 @ 3.07GHz,Socket:LGA13663.1 GHzTurbo Speed:3.5 GHzNo of Cores:6 (2 logical cores per physical)Typical TDP:95 W,,8507Single Thread Rating: 1403,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+X5675+%40+3.07GHz&id=1309&multi=2,Intel(R) Xeon(R) CPU X5675 @ 3.07GHz,,
Socket:LGA1366Clockspeed:3.2 GHzTurbo Speed:3.6 GHz4 (2 logical cores per physical)Typical TDP:95 W,Intel Xeon X5672 @ 3.20GHz,Socket:LGA13663.2 GHzTurbo Speed:3.6 GHzNo of Cores:4 (2 logical cores per physical)Typical TDP:95 W,,6438Single Thread Rating: 1387,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+X5672+%40+3.20GHz&id=1308&multi=2,Intel(R) Xeon(R) CPU X5672 @ 3.20GHz,,
Socket:LGA1366Clockspeed:2.9 GHzTurbo Speed:3.3 GHz6 (2 logical cores per physical)Typical TDP:95 W,[Dual CPU] Intel Xeon X5670 @ 2.93GHz,Socket:LGA13662.9 GHzTurbo Speed:3.3 GHzNo of Cores:6 (2 logical cores per physical)Typical TDP:95 W,,12362Single Thread Rating: 1334,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+X5670+%40+2.93GHz&id=1307&cpuCount=2,Intel(R) Xeon(R) CPU X5670 @ 2.93GHz,,
Socket:LGA1366Clockspeed:2.9 GHzTurbo Speed:3.3 GHz6 (2 logical cores per physical)Typical TDP:95 W,Intel Xeon X5670 @ 2.93GHz,Socket:LGA13662.9 GHzTurbo Speed:3.3 GHzNo of Cores:6 (2 logical cores per physical)Typical TDP:95 W,,7967Single Thread Rating: 1347,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+X5670+%40+2.93GHz&id=1307&multi=2,Intel(R) Xeon(R) CPU X5670 @ 2.93GHz,,
Socket:LGA1366Clockspeed:3.1 GHzTurbo Speed:3.5 GHz4Typical TDP:95 W,[Dual CPU] Intel Xeon X5667 @ 3.07GHz,Socket:LGA13663.1 GHzTurbo Speed:3.5 GHzNo of Cores:4Typical TDP:95 W,,8817Single Thread Rating: 1399,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+X5667+%40+3.07GHz&id=1306&cpuCount=2,Intel(R) Xeon(R) CPU X5667 @ 3.07GHz,,
Socket:LGA1366Clockspeed:2.8 GHzTurbo Speed:3.2 GHz6 (2 logical cores per physical)Typical TDP:95 W,[Dual CPU] Intel Xeon X5660 @ 2.80GHz,Socket:LGA13662.8 GHzTurbo Speed:3.2 GHzNo of Cores:6 (2 logical cores per physical)Typical TDP:95 W,,11705Single Thread Rating: 1284,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+X5660+%40+2.80GHz&id=1305&cpuCount=2,Intel(R) Xeon(R) CPU X5660 @ 2.80GHz,,
Socket:LGA1366Clockspeed:3.1 GHzTurbo Speed:3.5 GHz4Typical TDP:95 W,Intel Xeon X5667 @ 3.07GHz,Socket:LGA13663.1 GHzTurbo Speed:3.5 GHzNo of Cores:4Typical TDP:95 W,,4722Single Thread Rating: 1309,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+X5667+%40+3.07GHz&id=1306&multi=2,Intel(R) Xeon(R) CPU X5667 @ 3.07GHz,,
Socket:LGA1366Clockspeed:2.8 GHzTurbo Speed:3.2 GHz6 (2 logical cores per physical)Typical TDP:95 W,Intel Xeon X5660 @ 2.80GHz,Socket:LGA13662.8 GHzTurbo Speed:3.2 GHzNo of Cores:6 (2 logical cores per physical)Typical TDP:95 W,,7643Single Thread Rating: 1271,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+X5660+%40+2.80GHz&id=1305&multi=2,Intel(R) Xeon(R) CPU X5660 @ 2.80GHz,,
Socket:LGA1366Clockspeed:2.7 GHzTurbo Speed:3.1 GHz6 (2 logical cores per physical)Typical TDP:95 W,[Dual CPU] Intel Xeon X5650 @ 2.67GHz,Socket:LGA13662.7 GHzTurbo Speed:3.1 GHzNo of Cores:6 (2 logical cores per physical)Typical TDP:95 W,,11433Single Thread Rating: 1234,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+X5650+%40+2.67GHz&id=1304&cpuCount=2,Intel(R) Xeon(R) CPU X5650 @ 2.67GHz,,
Socket:LGA1366Clockspeed:2.9 GHzTurbo Speed:3.2 GHz4 (2 logical cores per physical)Typical TDP:130 W,[Dual CPU] Intel Xeon X5647 @ 2.93GHz,Socket:LGA13662.9 GHzTurbo Speed:3.2 GHzNo of Cores:4 (2 logical cores per physical)Typical TDP:130 W,,9844Single Thread Rating: 1314,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+X5647+%40+2.93GHz&id=1303&cpuCount=2,Intel(R) Xeon(R) CPU X5647 @ 2.93GHz,,
Socket:LGA1366Clockspeed:2.7 GHzTurbo Speed:3.1 GHz6 (2 logical cores per physical)Typical TDP:95 W,Intel Xeon X5650 @ 2.67GHz,Socket:LGA13662.7 GHzTurbo Speed:3.1 GHzNo of Cores:6 (2 logical cores per physical)Typical TDP:95 W,,7444Single Thread Rating: 1230,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+X5650+%40+2.67GHz&id=1304&multi=2,Intel(R) Xeon(R) CPU X5650 @ 2.67GHz,,
Socket:LGA1366Clockspeed:2.9 GHzTurbo Speed:3.2 GHz4 (2 logical cores per physical)Typical TDP:130 W,Intel Xeon X5647 @ 2.93GHz,Socket:LGA13662.9 GHzTurbo Speed:3.2 GHzNo of Cores:4 (2 logical cores per physical)Typical TDP:130 W,,5980Single Thread Rating: 1318,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+X5647+%40+2.93GHz&id=1303&multi=2,Intel(R) Xeon(R) CPU X5647 @ 2.93GHz,,
Socket:LGA1366Clockspeed:2.9 GHzTurbo Speed:3.3 GHz4 (2 logical cores per physical)Typical TDP:95 W,[Dual CPU] Intel Xeon X5570 @ 2.93GHz,Socket:LGA13662.9 GHzTurbo Speed:3.3 GHzNo of Cores:4 (2 logical cores per physical)Typical TDP:95 W,,9590Single Thread Rating: 1346,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+X5570+%40+2.93GHz&id=1302&cpuCount=2,Intel(R) Xeon(R) CPU X5570 @ 2.93GHz,,
Socket:LGA1366Clockspeed:2.8 GHzTurbo Speed:3.2 GHz4 (2 logical cores per physical)Typical TDP:95 W,[Dual CPU] Intel Xeon X5560 @ 2.80GHz,Socket:LGA13662.8 GHzTurbo Speed:3.2 GHzNo of Cores:4 (2 logical cores per physical)Typical TDP:95 W,,9084Single Thread Rating: 1286,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+X5560+%40+2.80GHz&id=1301&cpuCount=2,Intel(R) Xeon(R) CPU X5560 @ 2.80GHz,,
Socket:LGA1366Clockspeed:2.9 GHzTurbo Speed:3.3 GHz4 (2 logical cores per physical)Typical TDP:95 W,Intel Xeon X5570 @ 2.93GHz,Socket:LGA13662.9 GHzTurbo Speed:3.3 GHzNo of Cores:4 (2 logical cores per physical)Typical TDP:95 W,,5679Single Thread Rating: 1357,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+X5570+%40+2.93GHz&id=1302&multi=2,Intel(R) Xeon(R) CPU X5570 @ 2.93GHz,,
Socket:LGA1366Clockspeed:2.8 GHzTurbo Speed:3.2 GHz4 (2 logical cores per physical)Typical TDP:95 W,Intel Xeon X5560 @ 2.80GHz,Socket:LGA13662.8 GHzTurbo Speed:3.2 GHzNo of Cores:4 (2 logical cores per physical)Typical TDP:95 W,,5399Single Thread Rating: 1277,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+X5560+%40+2.80GHz&id=1301&multi=2,Intel(R) Xeon(R) CPU X5560 @ 2.80GHz,,
Socket:LGA1366Clockspeed:2.7 GHzTurbo Speed:3.1 GHz4 (2 logical cores per physical)Typical TDP:95 W,[Dual CPU] Intel Xeon X5550 @ 2.67GHz,Socket:LGA13662.7 GHzTurbo Speed:3.1 GHzNo of Cores:4 (2 logical cores per physical)Typical TDP:95 W,,9054Single Thread Rating: 1251,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+X5550+%40+2.67GHz&id=1300&cpuCount=2,Intel(R) Xeon(R) CPU X5550 @ 2.67GHz,,
Socket:LGA1366Clockspeed:2.7 GHzTurbo Speed:3.1 GHz4 (2 logical cores per physical)Typical TDP:95 W,Intel Xeon X5550 @ 2.67GHz,Socket:LGA13662.7 GHzTurbo Speed:3.1 GHzNo of Cores:4 (2 logical cores per physical)Typical TDP:95 W,,5415Single Thread Rating: 1251,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+X5550+%40+2.67GHz&id=1300&multi=2,Intel(R) Xeon(R) CPU X5550 @ 2.67GHz,,
