core,name,clock,price,rank,link,other_name,g3d_mark,description
Clockspeed:1.0 GHzTurbo Speed:1.2 GHz4Typical TDP:27.5 W,VIA QuadCore U4650 @ 1.0+ GHz,1.0 GHzTurbo Speed:1.2 GHzNo of Cores:4Typical TDP:27.5 W,,1173Single Thread Rating: 304,https://www.cpubenchmark.net/cpu.php?cpu=VIA+QuadCore+U4650+%40+1.0%2B+GHz&id=1818,VIA QuadCore U4650 @ 1.0+ GHz,,
Clockspeed:2.0 GHz4,VIA QuadCore C4650@2.0GHz,2.0 GHzNo of Cores:4,,1940Single Thread Rating: 527,https://www.cpubenchmark.net/cpu.php?cpu=VIA+QuadCore+C4650%402.0GHz&id=2618,VIA QuadCore C4650@2.0GHz,,
Clockspeed:1.2 GHzTurbo Speed:1.5 GHz4Typical TDP:27.5 W,VIA QuadCore L4700 @ 1.2+ GHz,1.2 GHzTurbo Speed:1.5 GHzNo of Cores:4Typical TDP:27.5 W,,1363Single Thread Rating: 364,https://www.cpubenchmark.net/cpu.php?cpu=VIA+QuadCore+L4700+%40+1.2%2B+GHz&id=1932,VIA QuadCore L4700 @ 1.2+ GHz,,
Clockspeed:1.2 GHz1,VIA Nehemiah,1.2 GHzNo of Cores:1,,155Single Thread Rating: 115,https://www.cpubenchmark.net/cpu.php?cpu=VIA+Nehemiah&id=1425,VIA Nehemiah,,
Socket:BGA400Clockspeed:1.2 GHz2,VIA Nano X2 U4025 @ 1.2 GHz,Socket:BGA4001.2 GHzNo of Cores:2,,605Single Thread Rating: 328,https://www.cpubenchmark.net/cpu.php?cpu=VIA+Nano+X2+U4025+%40+1.2+GHz&id=1981,VIA Nano X2 U4025 @ 1.2 GHz,,
Socket:BGA400Clockspeed:1.2 GHz1Typical TDP:7 W,VIA Nano U3300@1200MHz,Socket:BGA4001.2 GHzNo of Cores:1Typical TDP:7 W,,409Single Thread Rating: 0,https://www.cpubenchmark.net/cpu.php?cpu=VIA+Nano+U3300%401200MHz&id=1424,VIA Nano U3300@1200MHz,,
Socket:BGA400Clockspeed:1.0 GHz1Typical TDP:5 W,VIA Nano U3500@1000MHz,Socket:BGA4001.0 GHzNo of Cores:1Typical TDP:5 W,,275Single Thread Rating: 248,https://www.cpubenchmark.net/cpu.php?cpu=VIA+Nano+U3500%401000MHz&id=1491,VIA Nano U3500@1000MHz,,
Socket:BGA400Clockspeed:1.3 GHzTurbo Speed:1.6 GHz1Typical TDP:9 W,VIA Nano U3100 (1.6GHz Capable),Socket:BGA4001.3 GHzTurbo Speed:1.6 GHzNo of Cores:1Typical TDP:9 W,,501Single Thread Rating: 0,https://www.cpubenchmark.net/cpu.php?cpu=VIA+Nano+U3100+%281.6GHz+Capable%29&id=1769,VIA Nano U3100 (1.6GHz Capable),,
Socket:BGA400Clockspeed:1.2 GHz1Typical TDP:7 W,VIA Nano U2500@1200MHz,Socket:BGA4001.2 GHzNo of Cores:1Typical TDP:7 W,,306Single Thread Rating: 282,https://www.cpubenchmark.net/cpu.php?cpu=VIA+Nano+U2500%401200MHz&id=1490,VIA Nano processor U2500@1200MHz,,
Socket:BGA400Clockspeed:1.3 GHzTurbo Speed:1.6 GHz1Typical TDP:10 W,VIA Nano U2250@1300+MHz,Socket:BGA4001.3 GHzTurbo Speed:1.6 GHzNo of Cores:1Typical TDP:10 W,,274Single Thread Rating: 240,https://www.cpubenchmark.net/cpu.php?cpu=VIA+Nano+U2250%401300%2BMHz&id=1423,VIA Nano processor U2250@1300+MHz,,
Socket:BGA400Clockspeed:1.3 GHzTurbo Speed:1.6 GHz1Typical TDP:8 W,VIA Nano U2250 (1.6GHz Capable),Socket:BGA4001.3 GHzTurbo Speed:1.6 GHzNo of Cores:1Typical TDP:8 W,,377Single Thread Rating: 0,https://www.cpubenchmark.net/cpu.php?cpu=VIA+Nano+U2250+%281.6GHz+Capable%29&id=1422,VIA Nano processor U2250 (1.6GHz Capable),,
Socket:BGA400Clockspeed:2.0 GHz1,VIA Nano L3600@2000MHz,Socket:BGA4002.0 GHzNo of Cores:1,,645Single Thread Rating: 0,https://www.cpubenchmark.net/cpu.php?cpu=VIA+Nano+L3600%402000MHz&id=1766,VIA Nano L3600@2000MHz,,
Socket:BGA400Clockspeed:1.8 GHz1Typical TDP:25 W,VIA Nano L3050@1800MHz,Socket:BGA4001.8 GHzNo of Cores:1Typical TDP:25 W,,581Single Thread Rating: 0,https://www.cpubenchmark.net/cpu.php?cpu=VIA+Nano+L3050%401800MHz&id=1765,VIA Nano L3050@1800MHz,,
Socket:BGA400Clockspeed:1.6 GHz1Typical TDP:17 W,VIA Nano L2207@1600MHz,Socket:BGA4001.6 GHzNo of Cores:1Typical TDP:17 W,,296Single Thread Rating: 3302,https://www.cpubenchmark.net/cpu.php?cpu=VIA+Nano+L2207%401600MHz&id=2140,VIA Nano processor L2207@1600MHz,,
Socket:BGA400Clockspeed:1.6 GHz1,VIA Nano L3025@1600MHz,Socket:BGA4001.6 GHzNo of Cores:1,,517Single Thread Rating: 0,https://www.cpubenchmark.net/cpu.php?cpu=VIA+Nano+L3025%401600MHz&id=1764,VIA Nano L3025@1600MHz,,
Socket:BGA400Clockspeed:1.8 GHz1Typical TDP:25 W,VIA Nano L2100@1800MHz,Socket:BGA4001.8 GHzNo of Cores:1Typical TDP:25 W,,428Single Thread Rating: 280,https://www.cpubenchmark.net/cpu.php?cpu=VIA+Nano+L2100%401800MHz&id=1768,VIA Nano processor L2100@1800MHz,,
Socket:BGA400Clockspeed:1.6 GHz1Typical TDP:25 W,VIA Nano L2007@1600MHz,Socket:BGA4001.6 GHzNo of Cores:1Typical TDP:25 W,,369Single Thread Rating: 355,https://www.cpubenchmark.net/cpu.php?cpu=VIA+Nano+L2007%401600MHz&id=1421,VIA Nano L2007@1600MHz,,
Clockspeed:1.4 GHz1,VIA Nano L1900@1400MHz,1.4 GHzNo of Cores:1,,457Single Thread Rating: 0,https://www.cpubenchmark.net/cpu.php?cpu=VIA+Nano+L1900%401400MHz&id=1767,VIA Nano processor L1900@1400MHz,,
Clockspeed:2.0 GHz1,VIA Esther 2000MHz,2.0 GHzNo of Cores:1,,394Single Thread Rating: 0,https://www.cpubenchmark.net/cpu.php?cpu=VIA+Esther+2000MHz&id=1763,VIA Esther processor 2000MHz,,
Clockspeed:1.3 GHzTurbo Speed:2.0 GHz1,VIA Esther 1300MHz,1.3 GHzTurbo Speed:2.0 GHzNo of Cores:1,,250Single Thread Rating: 0,https://www.cpubenchmark.net/cpu.php?cpu=VIA+Esther+1300MHz&id=1419,VIA Esther processor 1300MHz,,
Clockspeed:1.5 GHz1,VIA Esther 1500MHz,1.5 GHzNo of Cores:1,,219Single Thread Rating: 180,https://www.cpubenchmark.net/cpu.php?cpu=VIA+Esther+1500MHz&id=1420,VIA Esther processor 1500MHz,,
Clockspeed:1.0 GHz1,VIA Esther 1000MHz,1.0 GHzNo of Cores:1,,169Single Thread Rating: 0,https://www.cpubenchmark.net/cpu.php?cpu=VIA+Esther+1000MHz&id=1418,VIA Esther processor 1000MHz,,
Clockspeed:1.2 GHzTurbo Speed:1.7 GHz4,VIA Eden X4 C4250 @ 1.2+GHz,1.2 GHzTurbo Speed:1.7 GHzNo of Cores:4,,1147Single Thread Rating: 448,https://www.cpubenchmark.net/cpu.php?cpu=VIA+Eden+X4+C4250+%40+1.2%2BGHz&id=2554,VIA Eden X4 C4250@1.2+GHz,,
Clockspeed:1.0 GHz2,VIA Eden X2 U4200 @ 1.0+ GHz,1.0 GHzNo of Cores:2,,480Single Thread Rating: 257,https://www.cpubenchmark.net/cpu.php?cpu=VIA+Eden+X2+U4200+%40+1.0%2B+GHz&id=1835,VIA Eden X2 U4200 @ 1.0+ GHz,,
Clockspeed:1.1 GHz1,VIA Eden C1050@1.06GHz,1.1 GHzNo of Cores:1,,352Single Thread Rating: 268,https://www.cpubenchmark.net/cpu.php?cpu=VIA+Eden+C1050%401.06GHz&id=3116,VIA Eden C1050@1.06GHz,,
Clockspeed:0.8 GHzTurbo Speed:0.8 GHz1,VIA Eden 800MHz,0.8 GHzTurbo Speed:0.8 GHzNo of Cores:1,,155Single Thread Rating: 0,https://www.cpubenchmark.net/cpu.php?cpu=VIA+Eden+800MHz&id=1417,VIA Eden Processor 800MHz,,
Clockspeed:1.2 GHz1,VIA Eden 1200MHz,1.2 GHzNo of Cores:1,,142Single Thread Rating: 1492,https://www.cpubenchmark.net/cpu.php?cpu=VIA+Eden+1200MHz&id=3013,VIA Eden Processor 1200MHz,,
Clockspeed:1.0 GHz1,VIA Eden 1000MHz,1.0 GHzNo of Cores:1,,123Single Thread Rating: 1282,https://www.cpubenchmark.net/cpu.php?cpu=VIA+Eden+1000MHz&id=3147,VIA Eden Processor 1000MHz,,
Clockspeed:6.3 GHz1,VIA C7-M 6300MHz,6.3 GHzNo of Cores:1,,222Single Thread Rating: 186,https://www.cpubenchmark.net/cpu.php?cpu=VIA+C7-M+6300MHz&id=1416,VIA C7-M Processor 6300MHz,,
Socket:BGA400Clockspeed:1.6 GHz1Typical TDP:15 W,VIA C7-M 1600MHz,Socket:BGA4001.6 GHzNo of Cores:1Typical TDP:15 W,,178Single Thread Rating: 1892,https://www.cpubenchmark.net/cpu.php?cpu=VIA+C7-M+1600MHz&id=1415,VIA C7-M Processor 1600MHz,,
Clockspeed:1.2 GHz1,VIA C7-M 1200MHz,1.2 GHzNo of Cores:1,,140Single Thread Rating: 131,https://www.cpubenchmark.net/cpu.php?cpu=VIA+C7-M+1200MHz&id=1414,VIA C7-M Processor 1200MHz,,
Socket:BGA400Clockspeed:1.0 GHz1Typical TDP:3.5 W,VIA C7-M 1000MHz,Socket:BGA4001.0 GHzNo of Cores:1Typical TDP:3.5 W,,164Single Thread Rating: 0,https://www.cpubenchmark.net/cpu.php?cpu=VIA+C7-M+1000MHz&id=1762,VIA C7-M Processor 1000MHz,,
Socket:BGA400Clockspeed:2.0 GHz1,VIA C7-D 2000MHz,Socket:BGA4002.0 GHzNo of Cores:1,,368Single Thread Rating: 0,https://www.cpubenchmark.net/cpu.php?cpu=VIA+C7-D+2000MHz&id=1761,VIA C7-D Processor 2000MHz,,
Socket:BGA400Clockspeed:1.5 GHz1Typical TDP:20 W,VIA C7-D 1500MHz,Socket:BGA4001.5 GHzNo of Cores:1Typical TDP:20 W,,287Single Thread Rating: 0,https://www.cpubenchmark.net/cpu.php?cpu=VIA+C7-D+1500MHz&id=1412,VIA C7-D Processor 1500MHz,,
Socket:BGA400Clockspeed:1.8 GHz1Typical TDP:20 W,VIA C7-D 1800MHz,Socket:BGA4001.8 GHzNo of Cores:1Typical TDP:20 W,,203Single Thread Rating: 2102,https://www.cpubenchmark.net/cpu.php?cpu=VIA+C7-D+1800MHz&id=1413,VIA C7-D Processor 1800MHz,,
Clockspeed:1.5 GHz1,VIA C7 1500MHz,1.5 GHzNo of Cores:1,,284Single Thread Rating: 0,https://www.cpubenchmark.net/cpu.php?cpu=VIA+C7+1500MHz&id=1411,VIA C7 Processor 1500MHz,,
Clockspeed:1.4 GHzTurbo Speed:1.4 GHz1,VIA C3 Ezra,1.4 GHzTurbo Speed:1.4 GHzNo of Cores:1,,100Single Thread Rating: 0,https://www.cpubenchmark.net/cpu.php?cpu=VIA+C3+Ezra&id=1410,VIA C3 Ezra,,
Socket:AM2Clockspeed:2.9 GHz4Typical TDP:75 W,Quad-Core AMD Opteron 1389,Socket:AM22.9 GHzNo of Cores:4Typical TDP:75 W,,3308Single Thread Rating: 1016,https://www.cpubenchmark.net/cpu.php?cpu=Quad-Core+AMD+Opteron+1389&id=2149,Quad-Core AMD Opteron(tm) Processor 1389,,
"Socket:AM2+,AM3Clockspeed:2.7 GHz4Typical TDP:115 W",Quad-Core AMD Opteron 1385,"Socket:AM2+,AM32.7 GHzNo of Cores:4Typical TDP:115 W",,3442Single Thread Rating: 954,https://www.cpubenchmark.net/cpu.php?cpu=Quad-Core+AMD+Opteron+1385&id=2315,Quad-Core AMD Opteron(tm) Processor 1385,,
Clockspeed:3.5 GHz2,Pentium Dual-Core E6000 @ 3.46GHz,3.5 GHzNo of Cores:2,,2501Single Thread Rating: 1527,https://www.cpubenchmark.net/cpu.php?cpu=Pentium+Dual-Core+E6000+%40+3.46GHz&id=1743,Pentium(R) Dual-Core CPU E6000 @ 3.46GHz,,
"Socket:BGA2, microPGA2Clockspeed:0.9 GHz1Typical TDP:20.1 W",Mobile Intel Pentium III - M 933MHz,"Socket:BGA2, microPGA20.9 GHzNo of Cores:1Typical TDP:20.1 W",,200Single Thread Rating: 2722,https://www.cpubenchmark.net/cpu.php?cpu=Mobile+Intel+Pentium+III+-+M+933MHz&id=1742,Mobile Intel(R) Pentium(R) III CPU - M 933MHz,,
"Socket:BGA2, microPGA2Clockspeed:0.9 GHz1Typical TDP:19.5 W",Mobile Intel Pentium III - M 866MHz,"Socket:BGA2, microPGA20.9 GHzNo of Cores:1Typical TDP:19.5 W",,211Single Thread Rating: 0,https://www.cpubenchmark.net/cpu.php?cpu=Mobile+Intel+Pentium+III+-+M+866MHz&id=1741,Mobile Intel(R) Pentium(R) III CPU - M 866MHz,,
"Socket:BGA2, microPGA2Clockspeed:1.3 GHz1Typical TDP:22 W",Mobile Intel Pentium III - M 1333MHz,"Socket:BGA2, microPGA21.3 GHzNo of Cores:1Typical TDP:22 W",,289Single Thread Rating: 0,https://www.cpubenchmark.net/cpu.php?cpu=Mobile+Intel+Pentium+III+-+M+1333MHz&id=1383,Mobile Intel(R) Pentium(R) III CPU - M 1333MHz,,
"Socket:BGA2, microPGA2Clockspeed:1.2 GHz1Typical TDP:22 W",Mobile Intel Pentium III - M 1200MHz,"Socket:BGA2, microPGA21.2 GHzNo of Cores:1Typical TDP:22 W",,224Single Thread Rating: 2842,https://www.cpubenchmark.net/cpu.php?cpu=Mobile+Intel+Pentium+III+-+M+1200MHz&id=1382,Mobile Intel(R) Pentium(R) III CPU - M 1200MHz,,
"Socket:BGA2, microPGA2Clockspeed:1.1 GHz1Typical TDP:21.8 W",Mobile Intel Pentium III - M 1133MHz,"Socket:BGA2, microPGA21.1 GHzNo of Cores:1Typical TDP:21.8 W",,289Single Thread Rating: 0,https://www.cpubenchmark.net/cpu.php?cpu=Mobile+Intel+Pentium+III+-+M+1133MHz&id=1381,Mobile Intel(R) Pentium(R) III CPU - M 1133MHz,,
Clockspeed:3.5 GHz1 (2 logical cores per physical),Mobile Intel Pentium 4 3.46GHz,3.5 GHzNo of Cores:1 (2 logical cores per physical),,478Single Thread Rating: 0,https://www.cpubenchmark.net/cpu.php?cpu=Mobile+Intel+Pentium+4+3.46GHz&id=1379,Mobile Intel(R) Pentium(R) 4 CPU 3.46GHz,,
"Socket:BGA2, microPGA2Clockspeed:1.0 GHz1Typical TDP:20.5 W",Mobile Intel Pentium III - M 1000MHz,"Socket:BGA2, microPGA21.0 GHzNo of Cores:1Typical TDP:20.5 W",,250Single Thread Rating: 0,https://www.cpubenchmark.net/cpu.php?cpu=Mobile+Intel+Pentium+III+-+M+1000MHz&id=1380,Mobile Intel(R) Pentium(R) III CPU - M 1000MHz,,
Clockspeed:3.3 GHz1 (2 logical cores per physical),Mobile Intel Pentium 4 3.33GHz,3.3 GHzNo of Cores:1 (2 logical cores per physical),,439Single Thread Rating: 7892,https://www.cpubenchmark.net/cpu.php?cpu=Mobile+Intel+Pentium+4+3.33GHz&id=1378,Mobile Intel(R) Pentium(R) 4 CPU 3.33GHz,,
Socket:PGA478Clockspeed:3.2 GHz1 (2 logical cores per physical)Typical TDP:82 W,Mobile Intel Pentium 4 3.20GHz,Socket:PGA4783.2 GHzNo of Cores:1 (2 logical cores per physical)Typical TDP:82 W,,356Single Thread Rating: 7212,https://www.cpubenchmark.net/cpu.php?cpu=Mobile+Intel+Pentium+4+3.20GHz&id=1377,Mobile Intel(R) Pentium(R) 4 CPU 3.20GHz,,
Socket:PGA478Clockspeed:2.8 GHz1 (2 logical cores per physical)Typical TDP:69.7 W,Mobile Intel Pentium 4 2.80GHz,Socket:PGA4782.8 GHzNo of Cores:1 (2 logical cores per physical)Typical TDP:69.7 W,,315Single Thread Rating: 6102,https://www.cpubenchmark.net/cpu.php?cpu=Mobile+Intel+Pentium+4+2.80GHz&id=1375,Mobile Intel(R) Pentium(R) 4 CPU 2.80GHz,,
Socket:PGA478Clockspeed:3.1 GHz1 (2 logical cores per physical)Typical TDP:81.8 W,Mobile Intel Pentium 4 3.06GHz,Socket:PGA4783.1 GHzNo of Cores:1 (2 logical cores per physical)Typical TDP:81.8 W,,337Single Thread Rating: 6502,https://www.cpubenchmark.net/cpu.php?cpu=Mobile+Intel+Pentium+4+3.06GHz&id=1376,Mobile Intel(R) Pentium(R) 4 CPU 3.06GHz,,
Socket:PGA478Clockspeed:2.4 GHz1Typical TDP:59.8 W,Mobile Intel Pentium 4 2.40GHz,Socket:PGA4782.4 GHzNo of Cores:1Typical TDP:59.8 W,,264Single Thread Rating: 0,https://www.cpubenchmark.net/cpu.php?cpu=Mobile+Intel+Pentium+4+2.40GHz&id=1373,Mobile Intel(R) Pentium(R) 4 CPU 2.40GHz,,
Socket:PGA478Clockspeed:2.7 GHz1Typical TDP:66.1 W,Mobile Intel Pentium 4 2.66GHz,Socket:PGA4782.7 GHzNo of Cores:1Typical TDP:66.1 W,,279Single Thread Rating: 6532,https://www.cpubenchmark.net/cpu.php?cpu=Mobile+Intel+Pentium+4+2.66GHz&id=1374,Mobile Intel(R) Pentium(R) 4 CPU 2.66GHz,,
Clockspeed:2.3 GHz1,Mobile Intel Pentium 4 2.30GHz,2.3 GHzNo of Cores:1,,278Single Thread Rating: 0,https://www.cpubenchmark.net/cpu.php?cpu=Mobile+Intel+Pentium+4+2.30GHz&id=1372,Mobile Intel(R) Pentium(R) 4 CPU 2.30GHz,,
Clockspeed:2.6 GHz1,Mobile Intel Pentium 4 - M 2.60GHz,2.6 GHzNo of Cores:1,,313Single Thread Rating: 0,https://www.cpubenchmark.net/cpu.php?cpu=Mobile+Intel+Pentium+4+-+M+2.60GHz&id=1371,Mobile Intel(R) Pentium(R) 4 - M CPU 2.60GHz,,
Clockspeed:2.5 GHz1,Mobile Intel Pentium 4 - M 2.50GHz,2.5 GHzNo of Cores:1,,256Single Thread Rating: 0,https://www.cpubenchmark.net/cpu.php?cpu=Mobile+Intel+Pentium+4+-+M+2.50GHz&id=1739,Mobile Intel(R) Pentium(R) 4 - M CPU 2.50GHz,,
Clockspeed:2.4 GHz1,Mobile Intel Pentium 4 - M 2.40GHz,2.4 GHzNo of Cores:1,,213Single Thread Rating: 4882,https://www.cpubenchmark.net/cpu.php?cpu=Mobile+Intel+Pentium+4+-+M+2.40GHz&id=1370,Mobile Intel(R) Pentium(R) 4 - M CPU 2.40GHz,,
Clockspeed:2.2 GHz1,Mobile Intel Pentium 4 - M 2.20GHz,2.2 GHzNo of Cores:1,,198Single Thread Rating: 5132,https://www.cpubenchmark.net/cpu.php?cpu=Mobile+Intel+Pentium+4+-+M+2.20GHz&id=1369,Mobile Intel(R) Pentium(R) 4 - M CPU 2.20GHz,,
Clockspeed:2.0 GHz1,Mobile Intel Pentium 4 - M 2.00GHz,2.0 GHzNo of Cores:1,,202Single Thread Rating: 5002,https://www.cpubenchmark.net/cpu.php?cpu=Mobile+Intel+Pentium+4+-+M+2.00GHz&id=1368,Mobile Intel(R) Pentium(R) 4 - M CPU 2.00GHz,,
Clockspeed:1.9 GHz1,Mobile Intel Pentium 4 - M 1.90GHz,1.9 GHzNo of Cores:1,,232Single Thread Rating: 0,https://www.cpubenchmark.net/cpu.php?cpu=Mobile+Intel+Pentium+4+-+M+1.90GHz&id=1367,Mobile Intel(R) Pentium(R) 4 - M CPU 1.90GHz,,
Clockspeed:1.8 GHz1,Mobile Intel Pentium 4 - M 1.80GHz,1.8 GHzNo of Cores:1,,176Single Thread Rating: 4512,https://www.cpubenchmark.net/cpu.php?cpu=Mobile+Intel+Pentium+4+-+M+1.80GHz&id=1366,Mobile Intel(R) Pentium(R) 4 - M CPU 1.80GHz,,
Clockspeed:1.6 GHz1,Mobile Intel Pentium 4 - M 1.60GHz,1.6 GHzNo of Cores:1,,195Single Thread Rating: 0,https://www.cpubenchmark.net/cpu.php?cpu=Mobile+Intel+Pentium+4+-+M+1.60GHz&id=1738,Mobile Intel(R) Pentium(R) 4 - M CPU 1.60GHz,,
Clockspeed:1.7 GHz1,Mobile Intel Pentium 4 - M 1.70GHz,1.7 GHzNo of Cores:1,,173Single Thread Rating: 4272,https://www.cpubenchmark.net/cpu.php?cpu=Mobile+Intel+Pentium+4+-+M+1.70GHz&id=1365,Mobile Intel(R) Pentium(R) 4 - M CPU 1.70GHz,,
Clockspeed:2.5 GHz1,Mobile Intel Celeron 2.50GHz,2.5 GHzNo of Cores:1,,281Single Thread Rating: 0,https://www.cpubenchmark.net/cpu.php?cpu=Mobile+Intel+Celeron+2.50GHz&id=1364,Mobile Intel(R) Celeron(R) CPU 2.50GHz,,
Clockspeed:2.4 GHz1,Mobile Intel Celeron 2.40GHz,2.4 GHzNo of Cores:1,,239Single Thread Rating: 5532,https://www.cpubenchmark.net/cpu.php?cpu=Mobile+Intel+Celeron+2.40GHz&id=1363,Mobile Intel(R) Celeron(R) CPU 2.40GHz,,
Clockspeed:2.2 GHz1,Mobile Intel Celeron 2.20GHz,2.2 GHzNo of Cores:1,,226Single Thread Rating: 5462,https://www.cpubenchmark.net/cpu.php?cpu=Mobile+Intel+Celeron+2.20GHz&id=1362,Mobile Intel(R) Celeron(R) CPU 2.20GHz,,
Clockspeed:2.0 GHz1,Mobile Intel Celeron 2.00GHz,2.0 GHzNo of Cores:1,,204Single Thread Rating: 4462,https://www.cpubenchmark.net/cpu.php?cpu=Mobile+Intel+Celeron+2.00GHz&id=1361,Mobile Intel(R) Celeron(R) CPU 2.00GHz,,
Clockspeed:1.3 GHz1,Mobile Intel Celeron 1333MHz,1.3 GHzNo of Cores:1,,309Single Thread Rating: 0,https://www.cpubenchmark.net/cpu.php?cpu=Mobile+Intel+Celeron+1333MHz&id=1737,Mobile Intel(R) Celeron(TM) CPU 1333MHz,,
Clockspeed:1.2 GHz1,Mobile Intel Celeron 1200MHz,1.2 GHzNo of Cores:1,,294Single Thread Rating: 0,https://www.cpubenchmark.net/cpu.php?cpu=Mobile+Intel+Celeron+1200MHz&id=1736,Mobile Intel(R) Celeron(TM) CPU 1200MHz,,
Socket:PPGA478Clockspeed:1.8 GHz1Typical TDP:66.1 W,Mobile Intel Celeron 1.80GHz,Socket:PPGA4781.8 GHzNo of Cores:1Typical TDP:66.1 W,,186Single Thread Rating: 4312,https://www.cpubenchmark.net/cpu.php?cpu=Mobile+Intel+Celeron+1.80GHz&id=1360,Mobile Intel(R) Celeron(R) CPU 1.80GHz,,
Clockspeed:1.7 GHz1,Mobile Intel Celeron 1.70GHz,1.7 GHzNo of Cores:1,,181Single Thread Rating: 3912,https://www.cpubenchmark.net/cpu.php?cpu=Mobile+Intel+Celeron+1.70GHz&id=1734,Mobile Intel(R) Celeron(R) CPU 1.70GHz,,
Clockspeed:1.6 GHz1,Mobile Intel Celeron 1.60GHz,1.6 GHzNo of Cores:1,,188Single Thread Rating: 0,https://www.cpubenchmark.net/cpu.php?cpu=Mobile+Intel+Celeron+1.60GHz&id=1359,Mobile Intel(R) Celeron(R) CPU 1.60GHz,,
Socket:PPGA478Clockspeed:1.2 GHz1Typical TDP:24.4 W,Mobile Intel Celeron 1.20GHz,Socket:PPGA4781.2 GHzNo of Cores:1Typical TDP:24.4 W,,170Single Thread Rating: 0,https://www.cpubenchmark.net/cpu.php?cpu=Mobile+Intel+Celeron+1.20GHz&id=1733,Mobile Intel(R) Celeron(R) CPU 1.20GHz,,
Clockspeed:1.5 GHz1,Mobile Intel Celeron 1.50GHz,1.5 GHzNo of Cores:1,,188Single Thread Rating: 0,https://www.cpubenchmark.net/cpu.php?cpu=Mobile+Intel+Celeron+1.50GHz&id=1358,Mobile Intel(R) Celeron(R) CPU 1.50GHz,,
Clockspeed:2.2 GHz1,Mobile AMD Sempron 3800+,2.2 GHzNo of Cores:1,,485Single Thread Rating: 5732,https://www.cpubenchmark.net/cpu.php?cpu=Mobile+AMD+Sempron+3800%2B&id=1732,"Mobile AMD Sempron(tm) 3800+, Mobile AMD Sempron(tm) Processor 3800+",,
Socket:S1Clockspeed:2.2 GHz1Typical TDP:25 W,Mobile AMD Sempron 3600+,Socket:S12.2 GHzNo of Cores:1Typical TDP:25 W,,430Single Thread Rating: 5222,https://www.cpubenchmark.net/cpu.php?cpu=Mobile+AMD+Sempron+3600%2B&id=1357,"Mobile AMD Sempron(tm) Processor 3600+, Mobile AMD Sempron(tm) 3600+",,
Clockspeed:1.8 GHz1,Mobile AMD Sempron 3500+,1.8 GHzNo of Cores:1,,408Single Thread Rating: 4882,https://www.cpubenchmark.net/cpu.php?cpu=Mobile+AMD+Sempron+3500%2B&id=1356,Mobile AMD Sempron(tm) Processor 3500+,,
Socket:Socket S1 (S1g1)Clockspeed:2.0 GHz1Typical TDP:25 W,Mobile AMD Sempron 3400+,Socket:Socket S1 (S1g1)2.0 GHzNo of Cores:1Typical TDP:25 W,,448Single Thread Rating: 4832,https://www.cpubenchmark.net/cpu.php?cpu=Mobile+AMD+Sempron+3400%2B&id=1355,Mobile AMD Sempron(tm) Processor 3400+,,
Clockspeed:2.0 GHz1,Mobile AMD Sempron 3300+,2.0 GHzNo of Cores:1,,444Single Thread Rating: 5742,https://www.cpubenchmark.net/cpu.php?cpu=Mobile+AMD+Sempron+3300%2B&id=1354,Mobile AMD Sempron(tm) Processor 3300+,,
Clockspeed:1.8 GHz1,Mobile AMD Sempron 3200+,1.8 GHzNo of Cores:1,,354Single Thread Rating: 4092,https://www.cpubenchmark.net/cpu.php?cpu=Mobile+AMD+Sempron+3200%2B&id=1353,Mobile AMD Sempron(tm) Processor 3200+,,
Clockspeed:1.8 GHz1,Mobile AMD Sempron 3100+,1.8 GHzNo of Cores:1,,416Single Thread Rating: 5342,https://www.cpubenchmark.net/cpu.php?cpu=Mobile+AMD+Sempron+3100%2B&id=1348,"Mobile AMD Sempron(tm) 3100+, Mobile AMD Sempron(tm) Processor 3100+",,
Clockspeed:1.8 GHz1,Mobile AMD Sempron 3000+,1.8 GHzNo of Cores:1,,389Single Thread Rating: 4872,https://www.cpubenchmark.net/cpu.php?cpu=Mobile+AMD+Sempron+3000%2B&id=1352,"Mobile AMD Sempron(tm) Processor 3000+, Mobile AMD Sempron(tm) 3000+",,
Clockspeed:1.6 GHz1,Mobile AMD Sempron 2800+,1.6 GHzNo of Cores:1,,358Single Thread Rating: 4532,https://www.cpubenchmark.net/cpu.php?cpu=Mobile+AMD+Sempron+2800%2B&id=1351,"Mobile AMD Sempron(tm) Processor 2800+, Mobile AMD Sempron(tm) 2800+",,
Clockspeed:1.6 GHz1,Mobile AMD Sempron 2600+,1.6 GHzNo of Cores:1,,394Single Thread Rating: 4862,https://www.cpubenchmark.net/cpu.php?cpu=Mobile+AMD+Sempron+2600%2B&id=1350,Mobile AMD Sempron(tm) Processor 2600+,,
Socket:S1Clockspeed:1.0 GHz1Typical TDP:8 W,Mobile AMD Sempron 2100+,Socket:S11.0 GHzNo of Cores:1Typical TDP:8 W,,252Single Thread Rating: 3122,https://www.cpubenchmark.net/cpu.php?cpu=Mobile+AMD+Sempron+2100%2B&id=1349,Mobile AMD Sempron(tm) Processor 2100+,,
Clockspeed:2.2 GHz1,Mobile AMD Athlon XP-M 3200+,2.2 GHzNo of Cores:1,,487Single Thread Rating: 0,https://www.cpubenchmark.net/cpu.php?cpu=Mobile+AMD+Athlon+XP-M+3200%2B&id=1723,"mobile AMD Athlon(tm) XP 3200+, mobile AMD Athlon(tm) XP-M 3200+",,
